event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
charge,120,787.26,37.6,56.0,3582.26239,3582.26239
trip,0,343.43,56.0,30.8,3582.26239,3701.12577
trip,0,37.24,30.8,25.4,3701.12577,3727.55548
charge,120,207.03,25.4,32.9,3727.55548,3727.55548
trip,0,39.72,32.9,28.6,3727.55548,3755.20741
trip,0,57.99,28.6,21.7,3755.20741,3796.95149
trip,0,98.34,21.7,11.9,3796.95149,3861.44751
charge,DC Charging,76.04,11.9,40.6,3861.44751,3861.44751
trip,0,50.64,40.6,34.9,3861.44751,3883.11508
charge,240,51.44,34.9,50.6,3883.11508,3883.11508
trip,0,17.15,50.6,49.0,3883.11508,3894.15099
charge,120,50.08,49.0,56.8,3894.15099,3894.15099
trip,0,71.41,56.8,49.6,3894.15099,3929.51737
charge,120,367.06,49.6,61.2,3929.51737,3929.51737
trip,0,92.85,61.2,45.1,3929.51737,4003.66513
trip,0,17.93,45.1,42.5,4003.66513,4016.97134
trip,0,99.59,42.5,28.0,4016.97134,4094.03167
charge,DC Charging,57.53,28.0,59.1,4094.03167,4094.03167
trip,0,87.34,59.1,48.1,4094.03167,4153.24508
trip,0,46.05,48.1,43.1,4153.24508,4184.60536
trip,0,161.85,43.1,34.6,4184.60536,4220.64671
trip,0,143.02,34.6,10.2,4220.64671,4340.17757
trip,0,37.28,10.2,4.6,4340.17757,4365.70539
charge,0,39.09,4.6,9.5,4365.70539,4365.70539
trip,0,22.73,9.5,7.2,4365.70539,4381.68711
trip,0,21.97,7.2,4.9,4381.68711,4395.86552
charge,120,207.29,4.9,21.0,4395.86552,4395.86552
trip,0,38.22,21.0,15.6,4395.86552,4419.55739
charge,240,48.56,15.6,24.8,4419.55739,4419.55739
trip,0,28.8,24.8,20.5,4419.55739,4441.53877
trip,0,16.62,20.5,17.8,4441.53877,4454.55273
charge,DC Charging,25.57,17.8,43.0,4454.55273,4454.55273
trip,0,62.24,43.0,35.6,4454.55273,4499.64575
charge,240,41.29,35.6,52.2,4499.64575,4499.64575
trip,0,75.4,52.2,37.9,4499.64575,4567.89658
charge,DC Charging,40.15,37.9,68.1,4567.89658,4567.89658
trip,0,54.85,68.1,59.6,4567.89658,4599.67621
trip,0,17.78,59.6,58.2,4599.67621,4610.01764
trip,0,57.56,58.2,52.6,4610.01764,4646.00685
trip,0,116.44,52.6,38.7,4646.00685,4715.70591
charge,0,99.45,38.7,39.5,4715.70591,4715.70591
trip,0,127.37,39.5,20.2,4715.70591,4808.13815
trip,0,117.13,20.2,7.1,4808.13815,4860.76819
charge,120,1355.86,7.1,29.3,4860.76819,4860.76819
trip,0,102.35,29.3,13.6,4860.76819,4940.42204
trip,0,34.22,13.6,10.4,4940.42204,4964.82369
charge,DC Charging,87.41,10.4,71.0,4964.82369,4964.82369
trip,0,80.26,71.0,69.3,4964.82369,4976.27343
charge,DC Charging,55.84,69.3,96.3,4976.27343,4976.27343
trip,0,23.86,96.3,93.8,4976.27343,4991.8896
trip,0,298.84,93.8,85.1,4991.8896,5041.4797
trip,0,91.33,85.1,83.8,5041.4797,5053.69114
charge,120,89.21,83.8,90.0,5053.69114,5053.69114
trip,0,141.6,90.0,67.5,5053.69114,5154.69917
trip,0,13.08,67.5,65.5,5154.69917,5164.4654
trip,0,17.77,65.5,63.9,5164.4654,5176.0823
trip,0,53.85,63.9,58.4,5176.0823,5195.05112
charge,120,156.98,58.4,73.6,5195.05112,5195.05112
trip,0,192.71,73.6,45.1,5195.05112,5347.59984
charge,DC Charging,46.61,45.1,71.0,5347.59984,5347.59984
trip,0,71.34,71.0,65.6,5347.59984,5364.85671
trip,0,225.25,65.6,40.6,5364.85671,5486.15774
charge,240,124.99,40.6,47.1,5486.15774,5486.15774
trip,0,57.33,47.1,40.5,5486.15774,5521.74625
charge,DC Charging,39.32,40.5,72.6,5521.74625,5521.74625
trip,0,68.96,72.6,71.5,5521.74625,5531.56386
trip,0,21.77,71.5,69.3,5531.56386,5544.08191
trip,0,73.51,69.3,61.8,5544.08191,5591.5904
charge,120,76.51,61.8,68.2,5591.5904,5591.5904
trip,0,14.92,68.2,67.0,5591.5904,5601.77606
charge,DC Charging,56.63,67.0,97.1,5601.77606,5601.77606
trip,0,188.6,97.1,69.1,5601.77606,5746.8899
trip,0,53.68,69.1,60.6,5746.8899,5788.48291
trip,0,24.35,60.6,57.1,5788.48291,5806.33242
trip,0,253.51,57.1,29.4,5806.33242,5970.55201
charge,240,29.37,29.4,45.8,5970.55201,5970.55201
trip,0,14.37,45.8,44.0,5970.55201,5981.26717
trip,0,31.04,44.0,41.1,5981.26717,6002.5394
trip,0,165.48,41.1,16.4,6002.5394,6124.51009
trip,0,71.0,16.4,4.5,6124.51009,6180.47814
trip,0,14.11,4.5,3.9,6180.47814,6190.16719
charge,DC Charging,144.21,3.9,59.8,6190.16719,6190.16719
trip,0,38.4,59.8,56.3,6190.16719,6211.56027
trip,0,20.08,56.3,54.3,6211.56027,6223.07281
charge,DC Charging,39.41,54.3,75.5,6223.07281,6223.07281
trip,0,32.4,75.5,72.0,6223.07281,6244.12956
charge,120,420.45,72.0,82.2,6244.12956,6244.12956
trip,0,36.91,82.2,79.0,6244.12956,6270.16961
trip,0,11.05,79.0,77.5,6270.16961,6278.38063
trip,0,22.99,77.5,74.9,6278.38063,6293.76085
trip,0,46.51,74.9,71.0,6293.76085,6322.33926
charge,120,91.72,71.0,76.5,6322.33926,6322.33926
trip,0,30.69,76.5,73.1,6322.33926,6345.15478
charge,120,174.83,73.1,79.6,6345.15478,6345.15478
trip,0,86.49,79.6,69.6,6345.15478,6394.54569
charge,120,664.76,69.6,79.1,6394.54569,6394.54569
trip,0,165.76,79.1,62.7,6394.54569,6473.08745
trip,0,19.27,62.7,60.5,6473.08745,6485.34757
trip,0,13.8,60.5,59.4,6485.34757,6494.81108
trip,0,53.76,59.4,52.9,6494.81108,6533.95529
trip,0,62.27,52.9,44.8,6533.95529,6581.79898
trip,0,58.45,44.8,35.7,6581.79898,6622.63807
charge,120,172.48,35.7,41.7,6622.63807,6622.63807
trip,0,137.14,41.7,39.1,6622.63807,6637.13359
charge,DC Charging,32.73,39.1,73.8,6637.13359,6637.13359
trip,0,35.38,73.8,67.9,6637.13359,6661.14677
trip,0,33.45,67.9,64.7,6661.14677,6680.19685
charge,120,40.51,64.7,75.7,6680.19685,6680.19685
trip,0,20.34,75.7,72.8,6680.19685,6695.62251
trip,0,116.36,72.8,55.7,6695.62251,6775.11586
charge,120,148.3,55.7,60.7,6775.11586,6775.11586
trip,0,29.48,60.7,58.3,6775.11586,6791.43331
trip,0,11.36,58.3,57.2,6791.43331,6799.74721
trip,0,61.49,57.2,48.1,6799.74721,6845.83621
charge,DC Charging,36.88,48.1,71.3,6845.83621,6845.83621
trip,0,311.13,71.3,56.4,6845.83621,6907.95427
charge,120,666.39,56.4,69.0,6907.95427,6907.95427
trip,0,106.61,69.0,55.4,6907.95427,6971.70867
charge,120,235.95,55.4,60.6,6971.70867,6971.70867
trip,0,59.42,60.6,54.1,6971.70867,7006.69946
trip,0,83.63,54.1,52.9,7006.69946,7016.67966
trip,0,16.13,52.9,51.1,7016.67966,7027.3476
trip,0,10.52,51.1,49.3,7027.3476,7034.65477
trip,0,31.86,49.3,46.3,7034.65477,7054.9254
trip,0,17.07,46.3,44.9,7054.9254,7066.11032
trip,0,49.7,44.9,43.9,7066.11032,7074.50108
trip,0,12.67,43.9,44.8,7074.50108,7079.29486
trip,0,13.56,44.8,44.5,7079.29486,7085.8227
charge,120,676.3,44.5,65.5,7085.8227,7085.8227
trip,0,62.22,65.5,58.0,7085.8227,7119.39363
charge,0,135.05,58.0,59.5,7119.39363,7119.39363
trip,0,20.28,59.5,57.9,7119.39363,7131.73012
trip,0,74.86,57.9,47.3,7131.73012,7186.92391
trip,0,27.32,47.3,44.9,7186.92391,7205.41874
trip,0,23.05,44.9,45.6,7205.41874,7210.9703
trip,0,15.1,45.6,43.6,7210.9703,7220.21234
charge,DC Charging,41.93,43.6,69.4,7220.21234,7220.21234
trip,0,58.87,69.4,65.7,7220.21234,7235.38979
charge,120,258.67,65.7,68.7,7235.38979,7235.38979
trip,0,47.99,68.7,65.5,7235.38979,7256.73865
charge,120,388.92,65.5,75.0,7256.73865,7256.73865
trip,0,41.58,75.0,69.6,7256.73865,7284.31645
charge,120,77.27,69.6,75.4,7284.31645,7284.31645
trip,0,59.47,75.4,71.0,7284.31645,7307.73317
trip,0,15.54,71.0,70.3,7307.73317,7317.18877
trip,0,99.78,70.3,56.0,7317.18877,7380.40747
trip,0,83.29,56.0,43.4,7380.40747,7440.8236
trip,0,71.3,43.4,40.2,7440.8236,7452.97264
trip,0,17.63,40.2,37.8,7452.97264,7463.59301
charge,240,54.06,37.8,45.0,7463.59301,7463.59301
trip,0,43.46,45.0,38.6,7463.59301,7493.2989
charge,120,1217.21,38.6,59.0,7493.2989,7493.2989
trip,0,39.67,59.0,55.6,7493.2989,7518.80715
trip,0,189.76,55.6,47.3,7518.80715,7552.46668
trip,0,63.58,47.3,37.6,7552.46668,7599.29457
trip,0,211.95,37.6,10.6,7599.29457,7734.44877
charge,DC Charging,67.12,10.6,40.3,7734.44877,7734.44877
trip,0,37.31,40.3,39.1,7734.44877,7747.49665
charge,240,208.97,39.1,81.2,7747.49665,7747.49665
trip,0,17.05,81.2,79.9,7747.49665,7759.68307
trip,0,14.18,79.9,78.7,7759.68307,7769.53883
trip,0,147.41,78.7,56.2,7769.53883,7885.2578
trip,0,104.18,56.2,41.3,7885.2578,7955.46153
charge,240,100.47,41.3,49.7,7955.46153,7955.46153
trip,0,30.17,49.7,47.6,7955.46153,7974.34881
trip,0,17.46,47.6,45.7,7974.34881,7986.94651
trip,0,17.37,45.7,44.0,7986.94651,7996.94612
trip,0,48.22,44.0,38.2,7996.94612,8030.3607
trip,0,55.31,38.2,31.9,8030.3607,8065.70566
trip,0,18.53,31.9,30.3,8065.70566,8078.35944
trip,0,15.27,30.3,28.9,8078.35944,8088.91048
charge,120,26.19,28.9,41.0,8088.91048,8088.91048
trip,0,27.28,41.0,37.8,8088.91048,8110.00164
trip,0,28.07,37.8,35.2,8110.00164,8130.33132
trip,0,15.19,35.2,33.2,8130.33132,8141.30848
charge,DC Charging,37.94,33.2,66.1,8141.30848,8141.30848
trip,0,52.9,66.1,61.0,8141.30848,8163.80025
charge,120,494.12,61.0,76.4,8163.80025,8163.80025
trip,0,40.48,76.4,73.0,8163.80025,8185.90182
trip,0,35.13,73.0,70.3,8185.90182,8204.93857
trip,0,65.59,70.3,61.1,8204.93857,8253.17592
trip,0,73.58,61.1,50.9,8253.17592,8306.47982
trip,0,37.14,50.9,46.7,8306.47982,8331.76041
charge,0,44.1,46.7,51.0,8331.76041,8331.76041
trip,0,12.3,51.0,49.7,8331.76041,8340.17313
trip,0,11.71,49.7,48.9,8340.17313,8346.92111
charge,240,42.71,48.9,61.2,8346.92111,8346.92111
trip,0,19.6,61.2,58.1,8346.92111,8361.68968
trip,0,49.72,58.1,51.3,8361.68968,8397.35506
charge,DC Charging,44.78,51.3,80.3,8397.35506,8397.35506
trip,0,153.84,80.3,60.8,8397.35506,8509.29286
trip,0,48.62,60.8,56.0,8509.29286,8536.298
trip,0,17.56,56.0,54.7,8536.298,8548.00476
trip,0,109.47,54.7,38.3,8548.00476,8622.42336
trip,0,51.07,38.3,30.3,8622.42336,8656.91974
charge,DC Charging,46.3,30.3,51.6,8656.91974,8656.91974
trip,0,108.59,51.6,35.4,8656.91974,8738.93307
charge,DC Charging,46.33,35.4,61.7,8738.93307,8738.93307
trip,0,86.78,61.7,44.7,8738.93307,8817.11268
trip,0,38.06,44.7,40.4,8817.11268,8844.78361
trip,0,12.05,40.4,39.7,8844.78361,8852.86664
trip,0,10.03,39.7,39.1,8852.86664,8859.84339
trip,0,12.85,39.1,37.8,8859.84339,8869.98413
trip,0,95.33,37.8,27.1,8869.98413,8925.74045
trip,0,243.76,27.1,20.2,8925.74045,8964.76668
charge,120,858.71,20.2,37.3,8964.76668,8964.76668
trip,0,61.99,37.3,29.1,8964.76668,9000.43016
trip,0,92.42,29.1,15.3,9000.43016,9066.03756
trip,0,31.39,15.3,11.8,9066.03756,9086.76325
trip,0,102.72,11.8,6.1,9086.76325,9105.13438
charge,240,121.24,6.1,13.0,9105.13438,9105.13438
trip,0,34.2,13.0,7.4,9105.13438,9130.13586
charge,240,36.39,7.4,24.8,9130.13586,9130.13586
trip,0,38.8,24.8,17.4,9130.13586,9163.79118
charge,DC Charging,37.37,17.4,51.1,9163.79118,9163.79118
trip,0,126.75,51.1,30.4,9163.79118,9256.23577
trip,0,13.07,30.4,29.8,9256.23577,9263.48088
trip,0,18.53,29.8,27.6,9263.48088,9277.72285
charge,DC Charging,123.08,27.6,80.1,9277.72285,9277.72285
trip,0,137.3,80.1,56.1,9277.72285,9399.26934
trip,0,13.48,56.1,53.9,9399.26934,9410.01512
trip,0,9.9,53.9,53.4,9410.01512,9418.18244
trip,0,21.4,53.4,49.4,9418.18244,9434.8902
charge,DC Charging,30.88,49.4,81.0,9434.8902,9434.8902
trip,0,89.32,81.0,68.2,9434.8902,9502.88178
trip,0,111.72,68.2,51.5,9502.88178,9586.93135
charge,DC Charging,48.65,51.5,71.0,9586.93135,9586.93135
trip,0,188.42,71.0,44.3,9586.93135,9711.71121
charge,120,454.13,44.3,52.5,9711.71121,9711.71121
trip,0,169.82,52.5,27.6,9711.71121,9842.86336
charge,DC Charging,50.74,27.6,55.2,9842.86336,9842.86336
trip,0,33.36,55.2,53.0,9842.86336,9864.62424
trip,0,36.05,53.0,49.6,9864.62424,9887.29906
trip,0,43.78,49.6,44.8,9887.29906,9918.42214
charge,240,48.23,44.8,54.6,9918.42214,9918.42214
trip,0,17.09,54.6,55.3,9918.42214,9925.32113
trip,0,50.5,55.3,48.8,9925.32113,9961.15948
trip,0,11.53,48.8,47.7,9961.15948,9969.62503
charge,120,100.15,47.7,53.6,9969.62503,9969.62503
trip,0,16.11,53.6,52.3,9969.62503,9979.56546
trip,0,51.7,52.3,45.4,9979.56546,10016.4114
trip,0,40.25,45.4,40.2,10016.4114,10041.1088
charge,DC Charging,35.37,40.2,73.7,10041.1088,10041.1088
trip,0,30.87,73.7,67.9,10041.1088,10067.24011
trip,0,26.8,67.9,65.4,10067.24011,10084.81701
trip,0,119.03,65.4,49.6,10084.81701,10152.05982
trip,0,37.37,49.6,44.7,10152.05982,10177.06405
trip,0,22.32,44.7,42.5,10177.06405,10192.73165
charge,240,42.63,42.5,65.4,10192.73165,10192.73165
trip,0,44.49,65.4,60.0,10192.73165,10220.74653
trip,0,183.91,60.0,35.7,10220.74653,10352.45561
charge,240,23.09,35.7,58.5,10352.45561,10352.45561
trip,0,122.16,58.5,37.3,10352.45561,10458.90941
charge,240,24.02,37.3,53.8,10458.90941,10458.90941
trip,0,13.2,53.8,51.9,10458.90941,10468.19115
trip,0,27.85,51.9,49.9,10468.19115,10484.89262
trip,0,31.4,49.9,47.5,10484.89262,10503.55635
trip,0,20.66,47.5,45.8,10503.55635,10517.82762
trip,0,18.25,45.8,44.7,10517.82762,10530.29254
trip,0,17.23,44.7,43.6,10530.29254,10542.68803
trip,0,124.63,43.6,24.5,10542.68803,10632.28293
charge,120,229.38,24.5,31.6,10632.28293,10632.28293
trip,0,28.44,31.6,29.0,10632.28293,10646.00862
charge,120,244.03,29.0,44.5,10646.00862,10646.00862
trip,0,18.28,44.5,42.6,10646.00862,10656.67261
charge,240,40.45,42.6,58.1,10656.67261,10656.67261
trip,0,30.98,58.1,53.7,10656.67261,10681.03682
trip,0,24.31,53.7,52.0,10681.03682,10698.06861
trip,0,30.52,52.0,49.0,10698.06861,10719.95768
charge,DC Charging,73.21,49.0,74.0,10719.95768,10719.95768
trip,0,29.93,74.0,71.2,10719.95768,10737.53793
trip,0,69.47,71.2,61.3,10737.53793,10777.30854
charge,240,36.4,61.3,76.0,10777.30854,10777.30854
trip,0,25.42,76.0,72.5,10777.30854,10796.05021
trip,0,180.95,72.5,48.0,10796.05021,10915.41698
trip,0,90.72,48.0,44.8,10915.41698,10927.70963
charge,DC Charging,40.82,44.8,77.0,10927.70963,10927.70963
trip,0,136.49,77.0,62.9,10927.70963,10993.69146
trip,0,87.36,62.9,50.0,10993.69146,11056.99315
trip,0,47.35,50.0,44.3,11056.99315,11090.69976
trip,0,15.41,44.3,42.8,11090.69976,11100.22857
charge,120,54.83,42.8,49.5,11100.22857,11100.22857
trip,0,64.81,49.5,40.2,11100.22857,11154.13287
trip,0,13.49,40.2,38.4,11154.13287,11162.05254
charge,240,37.68,38.4,52.5,11162.05254,11162.05254
trip,0,22.84,52.5,53.3,11162.05254,11168.60243
charge,120,63.68,53.3,60.2,11168.60243,11168.60243
trip,0,78.26,60.2,50.5,11168.60243,11220.88074
trip,0,30.83,50.5,48.0,11220.88074,11236.98122
trip,0,53.19,48.0,40.6,11236.98122,11275.06053
trip,0,13.5,40.6,38.9,11275.06053,11284.89176
trip,0,35.53,38.9,33.9,11284.89176,11307.77891
charge,DC Charging,81.28,33.9,99.9,11307.77891,11307.77891
trip,0,16.3,99.9,97.9,11307.77891,11319.81465
trip,0,81.0,97.9,85.9,11319.81465,11379.42954
trip,0,35.99,85.9,84.6,11379.42954,11396.39417
trip,0,109.65,84.6,71.8,11396.39417,11460.45276
trip,0,91.4,71.8,60.6,11460.45276,11506.86425
trip,0,62.35,60.6,52.2,11506.86425,11550.79719
trip,0,74.05,52.2,41.8,11550.79719,11601.67733
trip,0,23.82,41.8,39.9,11601.67733,11616.41419
trip,0,74.74,39.9,33.3,11616.41419,11640.23352
trip,0,38.37,33.3,29.3,11640.23352,11666.5004
trip,0,27.42,29.3,27.7,11666.5004,11682.97178
trip,0,12.67,27.7,27.1,11682.97178,11691.40423
trip,0,265.08,27.1,7.0,11691.40423,11777.90681
charge,120,887.64,7.0,26.5,11777.90681,11777.90681
trip,0,170.74,26.5,9.9,11777.90681,11847.89677
charge,DC Charging,103.37,9.9,27.1,11847.89677,11847.89677
trip,0,53.87,27.1,19.5,11847.89677,11888.7481
trip,0,19.25,19.5,17.0,11888.7481,11901.4375
trip,0,103.63,17.0,13.0,11901.4375,11919.52606
charge,DC Charging,102.53,13.0,73.4,11919.52606,11919.52606
trip,0,72.87,73.4,60.7,11919.52606,11982.87877
trip,0,17.77,60.7,59.2,11982.87877,11995.96407
trip,0,10.82,59.2,57.8,11995.96407,12004.13868
charge,DC Charging,30.31,57.8,78.5,12004.13868,12004.13868
trip,0,42.58,78.5,71.0,12004.13868,12037.61554
trip,0,105.75,71.0,59.9,12037.61554,12107.4986
charge,120,193.34,59.9,66.9,12107.4986,12107.4986
trip,0,19.21,66.9,65.2,12107.4986,12118.71245
trip,0,13.98,65.2,63.7,12118.71245,12128.33677
charge,DC Charging,37.86,63.7,83.7,12128.33677,12128.33677
trip,0,109.69,83.7,62.7,12128.33677,12229.24634
trip,0,16.73,62.7,60.9,12229.24634,12240.47212
charge,120,150.15,60.9,67.2,12240.47212,12240.47212
trip,0,60.81,67.2,62.2,12240.47212,12267.13526
charge,240,42.73,62.2,76.6,12267.13526,12267.13526
trip,0,132.32,76.6,54.7,12267.13526,12376.36596
charge,DC Charging,34.22,54.7,84.8,12376.36596,12376.36596
trip,0,296.11,84.8,71.8,12376.36596,12429.64907
trip,0,69.23,71.8,60.7,12429.64907,12480.88907
trip,0,13.67,60.7,59.0,12480.88907,12489.15141
charge,240,41.78,59.0,68.9,12489.15141,12489.15141
trip,0,42.19,68.9,65.1,12489.15141,12506.06682
trip,0,74.76,65.1,54.6,12506.06682,12561.17512
charge,120,1190.25,54.6,74.2,12561.17512,12561.17512
trip,0,190.6,74.2,50.8,12561.17512,12668.21173
trip,0,164.71,50.8,32.9,12668.21173,12780.08162
trip,0,12.88,32.9,32.4,12780.08162,12790.34488
trip,0,44.09,32.4,26.5,12790.34488,12822.04666
charge,120,19.97,26.5,36.2,12822.04666,12822.04666
trip,0,48.98,36.2,28.4,12822.04666,12860.28714
trip,0,27.04,28.4,29.4,12860.28714,12866.25892
trip,0,25.1,29.4,28.0,12866.25892,12881.60113
charge,240,140.81,28.0,36.2,12881.60113,12881.60113
trip,0,69.2,36.2,26.7,12881.60113,12919.91466
charge,240,51.02,26.7,38.0,12919.91466,12919.91466
trip,0,12.31,38.0,36.7,12919.91466,12928.51323
trip,0,29.21,36.7,33.4,12928.51323,12949.04935
trip,0,30.47,33.4,32.1,12949.04935,12966.54456
charge,240,227.26,32.1,49.5,12966.54456,12966.54456
trip,0,33.12,49.5,48.7,12966.54456,12977.96957
charge,120,157.47,48.7,53.8,12977.96957,12977.96957
trip,0,34.95,53.8,49.8,12977.96957,13002.86377
trip,0,25.87,49.8,49.0,13002.86377,13015.98999
charge,120,70.41,49.0,54.7,13015.98999,13015.98999
trip,0,39.96,54.7,49.9,13015.98999,13044.92228
trip,0,30.08,49.9,46.7,13044.92228,13065.28415
charge,DC Charging,71.03,46.7,80.4,13065.28415,13065.28415
trip,0,73.76,80.4,72.2,13065.28415,13107.05592
trip,0,174.06,72.2,46.8,13107.05592,13231.55214
charge,120,134.17,46.8,50.1,13231.55214,13231.55214
trip,0,51.54,50.1,46.4,13231.55214,13245.27506
charge,120,96.71,46.4,49.6,13245.27506,13245.27506
trip,0,155.57,49.6,27.9,13245.27506,13338.44832
charge,DC Charging,47.28,27.9,51.9,13338.44832,13338.44832
trip,0,22.44,51.9,50.9,13338.44832,13349.76701
charge,DC Charging,41.43,50.9,84.4,13349.76701,13349.76701
trip,0,144.67,84.4,59.9,13349.76701,13468.3334
trip,0,187.9,59.9,39.3,13468.3334,13592.46992
trip,0,51.59,39.3,35.3,13592.46992,13623.50423
charge,DC Charging,25.92,35.3,62.5,13623.50423,13623.50423
trip,0,18.27,62.5,60.0,13623.50423,13637.04893
trip,0,15.29,60.0,59.0,13637.04893,13646.20007
trip,0,72.52,59.0,48.2,13646.20007,13702.7192
trip,0,17.5,48.2,46.7,13702.7192,13715.54414
trip,0,24.43,46.7,44.2,13715.54414,13732.21864
charge,DC Charging,73.07,44.2,75.5,13732.21864,13732.21864
trip,0,31.72,75.5,72.5,13732.21864,13752.6482
trip,0,50.12,72.5,66.7,13752.6482,13789.1429
trip,0,35.87,66.7,63.3,13789.1429,13814.06103
charge,120,119.3,63.3,68.4,13814.06103,13814.06103
trip,0,28.33,68.4,65.8,13814.06103,13833.34939
trip,0,29.55,65.8,63.7,13833.34939,13853.12531
trip,0,49.89,63.7,58.0,13853.12531,13888.60872
trip,0,48.73,58.0,54.3,13888.60872,13918.89373
charge,DC Charging,42.71,54.3,80.5,13918.89373,13918.89373
trip,0,234.53,80.5,56.7,13918.89373,14022.93972
trip,0,85.53,56.7,41.8,14022.93972,14088.05313
trip,0,78.32,41.8,28.9,14088.05313,14144.1954
charge,240,51.63,28.9,44.4,14144.1954,14144.1954
trip,0,78.84,44.4,32.6,14144.1954,14205.67231
trip,0,13.77,32.6,31.6,14205.67231,14215.37694
trip,0,12.78,31.6,31.1,14215.37694,14222.17198
trip,0,27.27,31.1,29.4,14222.17198,14233.41281
charge,120,307.21,29.4,36.5,14233.41281,14233.41281
trip,0,51.28,36.5,29.1,14233.41281,14270.97141
trip,0,54.56,29.1,22.1,14270.97141,14311.73954
trip,0,113.66,22.1,5.2,14311.73954,14400.90923
charge,DC Charging,41.47,5.2,38.3,14400.90923,14400.90923
trip,0,90.03,38.3,19.6,14400.90923,14491.00222
charge,240,24.96,19.6,38.7,14491.00222,14491.00222
trip,0,30.83,38.7,35.4,14491.00222,14512.11892
trip,0,198.89,35.4,22.8,14512.11892,14579.09812
charge,DC Charging,107.7,22.8,81.5,14579.09812,14579.09812
trip,0,13.33,81.5,80.2,14579.09812,14587.28679
trip,0,48.32,80.2,75.1,14587.28679,14617.38484
charge,120,212.28,75.1,81.9,14617.38484,14617.38484
trip,0,18.95,81.9,79.2,14617.38484,14629.83319
charge,240,46.33,79.2,89.2,14629.83319,14629.83319
trip,0,29.09,89.2,86.1,14629.83319,14651.14279
trip,0,29.78,86.1,84.1,14651.14279,14670.8759
trip,0,137.14,84.1,67.6,14670.8759,14738.36763
trip,0,106.77,67.6,56.7,14738.36763,14771.06567
charge,120,315.96,56.7,64.5,14771.06567,14771.06567
trip,0,46.85,64.5,59.7,14771.06567,14803.63536
trip,0,25.68,59.7,58.0,14803.63536,14819.91604
trip,0,184.51,58.0,32.8,14819.91604,14942.819
trip,0,54.42,32.8,24.3,14942.819,14979.28418
trip,0,88.07,24.3,15.2,14979.28418,15035.21909
trip,0,35.15,15.2,11.9,15035.21909,15054.23163
trip,0,17.99,11.9,9.5,15054.23163,15065.77865
charge,DC Charging,68.15,9.5,55.2,15065.77865,15065.77865
trip,0,31.06,55.2,50.3,15065.77865,15091.91167
charge,240,62.63,50.3,57.0,15091.91167,15091.91167
trip,0,26.29,57.0,55.7,15091.91167,15110.5915
