event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,169.24,32.6,6.6,5418.62416,5560.34467
charge,DC Charging,56.64,6.6,37.5,5560.34467,5560.34467
trip,0,52.59,37.5,30.5,5560.34467,5593.58054
trip,0,65.12,30.5,24.2,5593.58054,5628.3525
charge,120,968.85,24.2,42.3,5628.3525,5628.3525
trip,0,53.47,42.3,38.7,5628.3525,5648.58825
trip,0,63.93,38.7,32.5,5648.58825,5685.5241
trip,0,32.34,32.5,31.1,5685.5241,5700.8941
charge,120,702.89,31.1,45.3,5700.8941,5700.8941
trip,0,48.82,45.3,41.1,5700.8941,5725.96336
trip,0,52.7,41.1,37.8,5725.96336,5749.35633
charge,DC Charging,81.97,37.8,59.3,5749.35633,5749.35633
trip,0,78.35,59.3,50.1,5749.35633,5791.73942
charge,120,165.2,50.1,56.7,5791.73942,5791.73942
trip,0,52.46,56.7,50.5,5791.73942,5818.1205
trip,0,32.72,50.5,48.0,5818.1205,5834.54842
trip,0,66.09,48.0,44.5,5834.54842,5857.96221
trip,0,29.75,44.5,43.5,5857.96221,5871.61425
trip,0,85.97,43.5,33.9,5871.61425,5920.81208
charge,120,159.65,33.9,42.2,5920.81208,5920.81208
trip,0,35.3,42.2,40.5,5920.81208,5936.53443
trip,0,49.27,40.5,37.8,5936.53443,5950.39605
trip,0,75.59,37.8,31.9,5950.39605,5977.87089
charge,120,515.48,31.9,43.6,5977.87089,5977.87089
trip,0,67.88,43.6,34.2,5977.87089,6022.24327
charge,DC Charging,48.18,34.2,60.6,6022.24327,6022.24327
trip,0,87.13,60.6,49.6,6022.24327,6081.15105
trip,0,29.1,49.6,48.4,6081.15105,6094.77165
charge,0,50.04,48.4,50.8,6094.77165,6094.77165
trip,0,34.36,50.8,48.7,6094.77165,6109.99961
trip,0,32.98,48.7,47.9,6109.99961,6118.76988
trip,0,148.65,47.9,25.5,6118.76988,6230.68317
charge,120,67.87,25.5,29.9,6230.68317,6230.68317
trip,0,52.38,29.9,23.8,6230.68317,6262.48279
charge,240,127.03,23.8,33.4,6262.48279,6262.48279
trip,0,40.21,33.4,31.2,6262.48279,6279.79254
charge,120,767.21,31.2,49.7,6279.79254,6279.79254
trip,0,41.71,49.7,46.7,6279.79254,6298.06536
charge,240,64.78,46.7,57.1,6298.06536,6298.06536
trip,0,63.24,57.1,52.6,6298.06536,6327.04934
charge,120,707.21,52.6,66.6,6327.04934,6327.04934
trip,0,49.38,66.6,63.7,6327.04934,6350.37865
charge,0,75.05,63.7,68.0,6350.37865,6350.37865
trip,0,49.65,68.0,64.5,6350.37865,6374.08378
trip,0,34.84,64.5,62.1,6374.08378,6391.30778
trip,0,36.8,62.1,59.4,6391.30778,6408.8691
charge,DC Charging,60.49,59.4,82.4,6408.8691,6408.8691
trip,0,62.52,82.4,75.4,6408.8691,6446.56885
trip,0,51.53,75.4,69.8,6446.56885,6476.17223
trip,0,126.97,69.8,53.8,6476.17223,6566.09229
trip,0,32.84,53.8,52.3,6566.09229,6582.11771
charge,0,49.72,52.3,54.1,6582.11771,6582.11771
trip,0,57.34,54.1,48.5,6582.11771,6615.4746
trip,0,48.19,48.5,44.1,6615.4746,6641.99177
charge,0,46.43,44.1,44.9,6641.99177,6641.99177
trip,0,116.37,44.9,26.9,6641.99177,6729.68745
trip,0,41.94,26.9,23.8,6729.68745,6746.48072
charge,120,455.06,23.8,39.3,6746.48072,6746.48072
trip,0,39.47,39.3,37.4,6746.48072,6762.49175
trip,0,48.35,37.4,34.3,6762.49175,6777.59287
trip,0,35.98,34.3,31.2,6777.59287,6795.46523
charge,240,66.78,31.2,50.4,6795.46523,6795.46523
trip,0,166.27,50.4,31.5,6795.46523,6898.50247
trip,0,46.51,31.5,29.5,6898.50247,6917.26345
charge,0,81.35,29.5,33.1,6917.26345,6917.26345
trip,0,70.16,33.1,24.2,6917.26345,6956.48364
charge,0,57.07,24.2,25.9,6956.48364,6956.48364
trip,0,38.89,25.9,21.7,6956.48364,6977.68857
trip,0,82.1,21.7,11.9,6977.68857,7018.45515
charge,240,55.75,11.9,22.7,7018.45515,7018.45515
trip,0,30.84,22.7,21.4,7018.45515,7033.58712
trip,0,37.65,21.4,19.0,7033.58712,7053.32612
charge,120,69.34,19.0,25.5,7053.32612,7053.32612
trip,0,37.87,25.5,22.6,7053.32612,7072.11647
charge,120,79.02,22.6,26.9,7072.11647,7072.11647
trip,0,40.61,26.9,25.5,7072.11647,7080.88565
charge,240,51.88,25.5,33.4,7080.88565,7080.88565
trip,0,32.29,33.4,31.2,7080.88565,7097.79167
charge,DC Charging,48.49,31.2,65.1,7097.79167,7097.79167
trip,0,63.07,65.1,56.6,7097.79167,7136.1122
trip,0,32.55,56.6,54.2,7136.1122,7150.45489
charge,240,79.63,54.2,66.3,7150.45489,7150.45489
trip,0,75.5,66.3,58.6,7150.45489,7197.58011
trip,0,62.81,58.6,52.6,7197.58011,7234.33299
trip,0,34.43,52.6,51.8,7234.33299,7242.86553
trip,0,31.75,51.8,50.4,7242.86553,7257.19017
charge,DC Charging,46.45,50.4,73.7,7257.19017,7257.19017
trip,0,47.28,73.7,67.2,7257.19017,7287.2347
trip,0,131.67,67.2,50.7,7287.2347,7380.54718
charge,0,250.85,50.7,55.3,7380.54718,7380.54718
trip,0,88.15,55.3,44.9,7380.54718,7434.44135
trip,0,58.67,44.9,38.5,7434.44135,7469.36454
charge,240,53.78,38.5,45.2,7469.36454,7469.36454
trip,0,33.16,45.2,43.0,7469.36454,7485.92658
charge,DC Charging,46.91,43.0,70.8,7485.92658,7485.92658
trip,0,64.7,70.8,63.7,7485.92658,7527.83556
trip,0,86.1,63.7,54.1,7527.83556,7584.23881
trip,0,33.86,54.1,52.3,7584.23881,7600.3859
trip,0,74.25,52.3,43.7,7600.3859,7648.3204
trip,0,37.35,43.7,42.9,7648.3204,7661.78328
charge,240,179.43,42.9,52.8,7661.78328,7661.78328
trip,0,65.93,52.8,50.7,7661.78328,7675.4258
charge,120,439.12,50.7,61.0,7675.4258,7675.4258
trip,0,51.78,61.0,59.8,7675.4258,7689.63577
charge,240,97.96,59.8,76.9,7689.63577,7689.63577
trip,0,85.66,76.9,67.0,7689.63577,7730.74851
trip,0,114.8,67.0,48.6,7730.74851,7819.98152
trip,0,89.85,48.6,35.7,7819.98152,7884.69822
trip,0,56.73,35.7,28.7,7884.69822,7917.48647
charge,0,45.49,28.7,30.1,7917.48647,7917.48647
trip,0,41.42,30.1,25.9,7917.48647,7939.87567
charge,DC Charging,49.91,25.9,57.7,7939.87567,7939.87567
trip,0,57.8,57.7,52.0,7939.87567,7972.66162
trip,0,55.61,52.0,45.9,7972.66162,8001.17541
trip,0,40.89,45.9,42.5,8001.17541,8017.95805
charge,240,141.68,42.5,51.2,8017.95805,8017.95805
trip,0,42.27,51.2,47.5,8017.95805,8035.46216
trip,0,35.97,47.5,44.5,8035.46216,8053.0614
charge,0,86.93,44.5,46.5,8053.0614,8053.0614
trip,0,51.02,46.5,47.2,8053.0614,8058.58605
trip,0,74.96,47.2,37.2,8058.58605,8102.15266
charge,240,173.07,37.2,59.2,8102.15266,8102.15266
trip,0,46.59,59.2,60.2,8102.15266,8111.68053
charge,120,987.64,60.2,84.4,8111.68053,8111.68053
trip,0,87.57,84.4,78.1,8111.68053,8145.51416
charge,120,701.31,78.1,91.6,8145.51416,8145.51416
trip,0,43.14,91.6,89.2,8145.51416,8165.88917
trip,0,82.06,89.2,81.0,8165.88917,8218.36947
trip,0,61.43,81.0,74.4,8218.36947,8253.61119
trip,0,125.23,74.4,56.4,8253.61119,8350.48786
charge,120,145.4,56.4,61.4,8350.48786,8350.48786
trip,0,90.4,61.4,50.0,8350.48786,8406.05979
trip,0,88.96,50.0,40.2,8406.05979,8464.26287
trip,0,37.71,40.2,37.7,8464.26287,8483.50022
trip,0,94.46,37.7,27.8,8483.50022,8546.42294
trip,0,104.3,27.8,15.9,8546.42294,8616.89396
trip,0,44.7,15.9,12.3,8616.89396,8639.33581
trip,0,33.47,12.3,10.7,8639.33581,8654.76149
charge,DC Charging,117.11,10.7,52.8,8654.76149,8654.76149
trip,0,31.18,52.8,51.4,8654.76149,8669.28173
trip,0,43.79,51.4,48.0,8669.28173,8690.55557
trip,0,36.44,48.0,46.0,8690.55557,8708.97375
trip,0,32.77,46.0,44.6,8708.97375,8722.7749
charge,0,238.17,44.6,50.8,8722.7749,8722.7749
trip,0,63.92,50.8,45.7,8722.7749,8750.86814
charge,120,147.59,45.7,51.1,8750.86814,8750.86814
trip,0,44.79,51.1,50.0,8750.86814,8766.80683
trip,0,82.28,50.0,42.1,8766.80683,8811.78045
trip,0,157.65,42.1,20.6,8811.78045,8961.6684
charge,120,286.33,20.6,29.8,8961.6684,8961.6684
trip,0,48.47,29.8,28.2,8961.6684,8969.03667
trip,0,77.42,28.2,17.9,8969.03667,9021.39368
charge,DC Charging,60.53,17.9,41.5,9021.39368,9021.39368
trip,0,94.58,41.5,29.5,9021.39368,9082.36815
charge,120,137.55,29.5,34.9,9082.36815,9082.36815
trip,0,135.56,34.9,15.8,9082.36815,9183.47241
charge,DC Charging,107.09,15.8,63.8,9183.47241,9183.47241
trip,0,44.65,63.8,58.4,9183.47241,9210.99494
charge,120,463.21,58.4,67.0,9210.99494,9210.99494
trip,0,73.73,67.0,57.4,9210.99494,9254.82532
trip,0,151.93,57.4,33.9,9254.82532,9380.3776
trip,0,39.48,33.9,29.8,9380.3776,9400.24301
trip,0,34.78,29.8,28.9,9400.24301,9412.43478
charge,120,283.88,28.9,37.7,9412.43478,9412.43478
trip,0,64.44,37.7,30.5,9412.43478,9451.12274
trip,0,44.2,30.5,25.8,9451.12274,9477.2018
charge,DC Charging,45.28,25.8,59.0,9477.2018,9477.2018
trip,0,75.44,59.0,50.0,9477.2018,9526.82245
charge,120,208.16,50.0,57.4,9526.82245,9526.82245
trip,0,125.18,57.4,47.1,9526.82245,9586.30735
charge,120,2104.88,47.1,82.8,9586.30735,9586.30735
trip,0,85.5,82.8,72.1,9586.30735,9646.71262
trip,0,69.78,72.1,62.9,9646.71262,9695.17464
charge,DC Charging,47.16,62.9,96.5,9695.17464,9695.17464
trip,0,149.05,96.5,74.2,9695.17464,9812.73286
trip,0,66.92,74.2,67.5,9812.73286,9839.54821
trip,0,58.2,67.5,61.2,9839.54821,9869.69911
charge,120,255.01,61.2,75.4,9869.69911,9869.69911
trip,0,68.75,75.4,70.0,9869.69911,9892.38989
trip,0,148.57,70.0,50.2,9892.38989,9998.0111
charge,240,121.61,50.2,58.2,9998.0111,9998.0111
trip,0,68.22,58.2,50.7,9998.0111,10040.25784
trip,0,37.36,50.7,47.4,10040.25784,10060.34372
trip,0,49.15,47.4,45.2,10060.34372,10080.79122
charge,240,102.79,45.2,53.9,10080.79122,10080.79122
trip,0,46.75,53.9,52.0,10080.79122,10098.81847
charge,240,191.37,52.0,78.2,10098.81847,10098.81847
trip,0,43.35,78.2,73.8,10098.81847,10121.27711
trip,0,72.24,73.8,67.1,10121.27711,10148.66408
charge,120,252.06,67.1,75.0,10148.66408,10148.66408
trip,0,38.36,75.0,71.4,10148.66408,10168.16547
trip,0,107.32,71.4,57.2,10168.16547,10235.98031
trip,0,36.78,57.2,55.2,10235.98031,10249.43003
trip,0,72.39,55.2,47.1,10249.43003,10292.04543
trip,0,213.59,47.1,21.8,10292.04543,10429.35069
charge,240,99.15,21.8,32.5,10429.35069,10429.35069
trip,0,71.27,32.5,24.4,10429.35069,10472.42786
trip,0,28.16,24.4,23.5,10472.42786,10485.40373
trip,0,33.75,23.5,22.0,10485.40373,10501.78393
charge,120,775.52,22.0,42.4,10501.78393,10501.78393
trip,0,100.04,42.4,29.6,10501.78393,10570.81544
trip,0,34.79,29.6,28.1,10570.81544,10584.53488
charge,120,396.41,28.1,38.6,10584.53488,10584.53488
trip,0,73.23,38.6,36.7,10584.53488,10602.82667
trip,0,95.02,36.7,23.8,10602.82667,10659.81466
trip,0,45.96,23.8,20.0,10659.81466,10681.20142
charge,DC Charging,58.71,20.0,42.3,10681.20142,10681.20142
trip,0,50.32,42.3,37.6,10681.20142,10709.60683
trip,0,25.99,37.6,38.6,10709.60683,10717.63469
trip,0,31.66,38.6,37.3,10717.63469,10730.22129
charge,120,271.27,37.3,45.7,10730.22129,10730.22129
trip,0,111.72,45.7,29.1,10730.22129,10798.63798
trip,0,39.12,29.1,24.8,10798.63798,10818.65952
charge,120,72.43,24.8,28.3,10818.65952,10818.65952
trip,0,57.56,28.3,22.1,10818.65952,10853.34275
trip,0,44.91,22.1,18.6,10853.34275,10876.65238
charge,120,116.97,18.6,22.5,10876.65238,10876.65238
trip,0,103.54,22.5,5.7,10876.65238,10958.92578
charge,DC Charging,148.06,5.7,66.0,10958.92578,10958.92578
trip,0,56.01,66.0,61.9,10958.92578,10984.63105
trip,0,69.58,61.9,54.5,10984.63105,11018.04328
charge,240,222.67,54.5,67.0,11018.04328,11018.04328
trip,0,91.05,67.0,55.5,11018.04328,11076.46334
trip,0,89.93,55.5,43.3,11076.46334,11142.53571
trip,0,115.03,43.3,25.7,11142.53571,11230.89548
trip,0,48.83,25.7,19.8,11230.89548,11258.07102
charge,240,48.72,19.8,29.8,11258.07102,11258.07102
trip,0,63.89,29.8,21.2,11258.07102,11302.94578
charge,DC Charging,41.45,21.2,54.7,11302.94578,11302.94578
trip,0,34.44,54.7,53.2,11302.94578,11320.83904
trip,0,32.39,53.2,52.0,11320.83904,11336.54084
trip,0,45.58,52.0,49.1,11336.54084,11360.72215
charge,120,150.95,49.1,54.9,11360.72215,11360.72215
trip,0,30.67,54.9,54.3,11360.72215,11373.10053
trip,0,74.37,54.3,45.1,11373.10053,11411.42343
trip,0,106.67,45.1,37.2,11411.42343,11473.87394
charge,240,52.02,37.2,43.8,11473.87394,11473.87394
trip,0,52.28,43.8,36.9,11473.87394,11509.35752
charge,DC Charging,40.25,36.9,71.8,11509.35752,11509.35752
trip,0,52.2,71.8,65.7,11509.35752,11544.3255
trip,0,94.78,65.7,53.5,11544.3255,11611.21887
trip,0,33.6,53.5,51.8,11611.21887,11624.73109
charge,DC Charging,43.98,51.8,84.3,11624.73109,11624.73109
trip,0,38.56,84.3,83.1,11624.73109,11643.08872
trip,0,93.65,83.1,72.7,11643.08872,11704.54263
trip,0,33.7,72.7,71.5,11704.54263,11719.53241
trip,0,33.62,71.5,70.0,11719.53241,11731.44207
trip,0,71.03,70.0,61.8,11731.44207,11764.70257
trip,0,29.3,61.8,60.7,11764.70257,11778.42731
trip,0,32.47,60.7,58.7,11778.42731,11794.50396
trip,0,96.15,58.7,47.2,11794.50396,11857.70097
trip,0,32.33,47.2,45.0,11857.70097,11871.32584
charge,120,430.51,45.0,56.6,11871.32584,11871.32584
trip,0,72.85,56.6,49.2,11871.32584,11915.88632
trip,0,37.71,49.2,47.0,11915.88632,11931.34124
trip,0,86.26,47.0,36.1,11931.34124,11985.94571
trip,0,114.81,36.1,21.7,11985.94571,12067.545
trip,0,33.17,21.7,19.0,12067.545,12084.25821
trip,0,75.94,19.0,8.8,12084.25821,12139.425
charge,DC Charging,43.57,8.8,45.2,12139.425,12139.425
trip,0,110.27,45.2,29.9,12139.425,12208.71522
charge,120,306.24,29.9,42.1,12208.71522,12208.71522
trip,120,117.82,42.1,33.3,12208.71522,12302.81003
charge,DC Charging,46.53,33.3,66.7,12302.81003,12302.81003
trip,0,55.9,66.7,59.6,12302.81003,12334.86277
trip,0,40.61,59.6,57.5,12334.86277,12347.6713
charge,120,170.05,57.5,67.1,12347.6713,12347.6713
trip,0,70.25,67.1,63.1,12347.6713,12374.34656
charge,120,250.25,63.1,69.0,12374.34656,12374.34656
trip,0,55.27,69.0,64.8,12374.34656,12399.14786
charge,DC Charging,46.24,64.8,98.1,12399.14786,12399.14786
trip,0,40.6,98.1,95.9,12399.14786,12420.03543
trip,0,63.97,95.9,90.2,12420.03543,12456.05643
trip,0,29.55,90.2,89.3,12456.05643,12468.69558
trip,0,77.4,89.3,81.2,12468.69558,12505.65267
charge,120,351.56,81.2,89.7,12505.65267,12505.65267
trip,0,64.29,89.7,85.8,12505.65267,12527.94956
trip,0,87.79,85.8,72.2,12527.94956,12586.36936
trip,0,58.06,72.2,64.6,12586.36936,12620.37406
charge,120,55.29,64.6,66.6,12620.37406,12620.37406
trip,0,98.05,66.6,53.4,12620.37406,12690.7784
trip,0,118.34,53.4,37.7,12690.7784,12771.02021
trip,0,28.92,37.7,36.1,12771.02021,12784.40494
trip,0,78.24,36.1,26.0,12784.40494,12828.58304
charge,120,83.1,26.0,30.5,12828.58304,12828.58304
trip,0,35.17,30.5,28.6,12828.58304,12843.47254
charge,120,679.66,28.6,42.4,12843.47254,12843.47254
trip,0,66.4,42.4,36.7,12843.47254,12877.78794
charge,0,158.76,36.7,41.1,12877.78794,12877.78794
trip,0,62.85,41.1,35.8,12877.78794,12900.32001
charge,120,757.65,35.8,50.9,12900.32001,12900.32001
trip,0,63.13,50.9,44.3,12900.32001,12927.63428
trip,0,89.99,44.3,30.5,12927.63428,12992.95801
charge,DC Charging,42.48,30.5,65.3,12992.95801,12992.95801
trip,0,36.23,65.3,63.7,12992.95801,13005.11964
trip,0,36.1,63.7,61.1,13005.11964,13020.76233
charge,120,139.24,61.1,68.7,13020.76233,13020.76233
trip,0,37.76,68.7,66.8,13020.76233,13036.79159
trip,0,63.3,66.8,59.1,13036.79159,13067.53849
trip,0,31.04,59.1,57.9,13067.53849,13081.47197
trip,0,47.11,57.9,55.7,13081.47197,13101.79661
trip,0,58.39,55.7,48.6,13101.79661,13137.7179
charge,DC Charging,49.33,48.6,75.4,13137.7179,13137.7179
trip,0,175.63,75.4,52.0,13137.7179,13261.32102
charge,120,275.18,52.0,62.2,13261.32102,13261.32102
trip,0,56.88,62.2,55.3,13261.32102,13293.4834
charge,DC Charging,279.83,55.3,99.1,13293.4834,13293.4834
trip,0,65.52,99.1,91.1,13293.4834,13328.17281
trip,0,49.64,91.1,83.9,13328.17281,13359.90589
charge,240,63.52,83.9,94.7,13359.90589,13359.90589
trip,0,60.05,94.7,90.3,13359.90589,13386.91967
trip,0,39.57,90.3,87.7,13386.91967,13402.63384
trip,0,46.74,87.7,82.8,13402.63384,13425.98025
trip,0,101.18,82.8,69.2,13425.98025,13498.52636
trip,0,117.36,69.2,53.8,13498.52636,13582.777
trip,0,61.48,53.8,49.7,13582.777,13603.60193
trip,0,94.68,49.7,37.4,13603.60193,13666.65098
trip,0,51.91,37.4,32.9,13666.65098,13695.30547
trip,0,31.62,32.9,31.8,13695.30547,13709.99361
trip,0,29.22,31.8,30.2,13709.99361,13724.04732
trip,0,31.75,30.2,27.8,13724.04732,13738.29981
charge,120,92.11,27.8,32.2,13738.29981,13738.29981
trip,0,82.06,32.2,21.5,13738.29981,13789.1479
charge,240,63.16,21.5,29.3,13789.1479,13789.1479
trip,0,35.6,29.3,26.7,13789.1479,13800.71872
trip,0,125.0,26.7,8.8,13800.71872,13899.74225
charge,DC Charging,54.06,8.8,30.0,13899.74225,13899.74225
trip,0,39.82,30.0,26.3,13899.74225,13923.69153
charge,DC Charging,57.1,26.3,49.9,13923.69153,13923.69153
trip,0,89.77,49.9,39.2,13923.69153,13984.75126
trip,0,40.08,39.2,35.2,13984.75126,14004.40735
trip,0,103.97,35.2,22.6,14004.40735,14067.91055
charge,120,50.93,22.6,28.4,14067.91055,14067.91055
trip,0,32.68,28.4,26.3,14067.91055,14084.47953
trip,0,68.26,26.3,17.9,14084.47953,14129.84142
charge,DC Charging,48.95,17.9,41.5,14129.84142,14129.84142
trip,0,37.62,41.5,39.7,14129.84142,14141.63913
trip,0,50.44,39.7,33.8,14141.63913,14168.8494
charge,240,47.56,33.8,46.7,14168.8494,14168.8494
trip,0,73.83,46.7,37.5,14168.8494,14218.97545
charge,DC Charging,96.58,37.5,99.5,14218.97545,14218.97545
trip,0,65.14,99.5,95.1,14218.97545,14248.7833
trip,0,61.66,95.1,93.8,14248.7833,14264.63325
charge,120,108.47,93.8,98.7,14264.63325,14264.63325
trip,0,112.59,98.7,82.0,14264.63325,14338.88629
trip,0,125.21,82.0,65.6,14338.88629,14430.74125
trip,0,44.22,65.6,62.3,14430.74125,14444.66624
trip,0,41.96,62.3,58.0,14444.66624,14466.38573
charge,DC Charging,50.99,58.0,90.7,14466.38573,14466.38573
trip,0,49.5,90.7,87.1,14466.38573,14488.09593
trip,0,155.83,87.1,67.0,14488.09593,14604.2733
charge,120,75.32,67.0,69.5,14604.2733,14604.2733
trip,0,102.03,69.5,55.4,14604.2733,14676.2301
trip,0,89.97,55.4,43.4,14676.2301,14736.56261
charge,240,144.32,43.4,63.5,14736.56261,14736.56261
trip,0,174.24,63.5,42.9,14736.56261,14853.0186
charge,120,381.74,42.9,51.4,14853.0186,14853.0186
