vin,odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
-2.47174e+18,11630.010560651452,11675.614030201874,58.04269456555031,52.26952850194005,trip,0,44.300036602117885
-2.47174e+18,11424.139501566704,11530.578660100122,66.73629105683614,50.4391495264534,trip,0,86.56088654757102
-2.47174e+18,11716.699664010112,11716.699664010112,51.709420760760025,70.76516480652731,charge,120,817.7345455453525
-2.47174e+18,11355.689348304555,11355.689348304555,51.12186658846976,60.91629737936992,charge,0,376.7621450476648
-2.47174e+18,11423.590941692282,11478.005368012457,53.182952246890885,25.749302137398963,trip,0,211.59887055040812
-2.47174e+18,12588.51442190644,12588.51442190644,41.562654326066166,50.44023909936109,charge,120,380.0878934915777
-2.47174e+18,11734.715595225636,11734.715595225636,54.06391682500183,58.61208493778868,charge,120,63.07917563831484
-2.47174e+18,11400.21989442112,11444.147411974784,53.56494399132817,47.92966154906408,trip,0,37.77381033056692
-2.47174e+18,11198.570882331009,11198.570882331009,47.81022559227735,51.41055280443652,charge,120,147.20255733905643
-2.47174e+18,11538.183368566111,11538.183368566111,49.67976895289828,58.83666225765643,charge,120,223.42205235950283
-2.47174e+18,11571.847902218711,11594.327253649955,60.62042561132189,49.46493515036845,trip,0,60.180951567377015
-2.47174e+18,11523.733076534329,11617.222181725903,41.865230302036224,29.96070027266191,trip,0,57.75483204589107
-2.47174e+18,12219.27104798854,12219.27104798854,33.18599042392445,73.88774456334261,charge,DC Charging,49.37615767580628
-2.47174e+18,11980.622204951109,11980.622204951109,57.46071681011591,65.34784644456313,charge,0,424.3534617520736
-2.47174e+18,11661.99812546465,11847.960149536111,63.74281642123249,48.165249003164,trip,0,99.4825380015528
-2.47174e+18,11640.756076346885,11640.756076346885,48.81994529294489,55.935363862663145,charge,120,97.1086476088497
-2.47174e+18,11885.758627444364,11885.758627444364,50.9809031680518,63.47648863201841,charge,120,483.08562566363446
-2.47174e+18,10791.194608404789,10956.458028069304,54.40543281346722,41.81125749964919,trip,0,99.94133097117994
-2.47174e+18,10700.441235588189,10801.937559298873,46.29619534278169,32.211480058850206,trip,0,89.21854906614071
-2.47174e+18,10882.176991654396,10882.176991654396,67.99572724826957,70.32413838068317,charge,120,67.9252274397617
-2.47174e+18,12546.23004207179,12546.23004207179,46.84958928845308,78.80686660899633,charge,DC Charging,62.21703058687451
-2.47174e+18,11465.567755189575,11465.567755189575,61.236454308258864,73.93278750734635,charge,120,540.6801701095
-2.47174e+18,11352.34206790578,11352.34206790578,61.294179857062886,72.20596698887074,charge,120,382.3488436994983
-2.47174e+18,12116.83281726436,12173.959011482237,67.39817348783704,63.02408161715347,trip,0,46.54697440997628
-2.47174e+18,12914.562700081668,12914.562700081668,47.99290716788417,54.840190550231405,charge,120,283.5374832417076
-2.47174e+18,9564.604743278423,9564.604743278423,23.06346227765827,51.66569264436487,charge,DC Charging,30.95131931183069
-2.47174e+18,9321.404983612903,9351.525300074332,60.23022022761676,50.39127914075421,trip,0,46.73739327552568
-2.47174e+18,9485.679359890037,9485.679359890037,47.989875943868654,50.37597608926575,charge,120,64.79912866509737
-2.47174e+18,9802.522616968632,9802.522616968632,44.92556729735214,62.65280420099485,charge,120,510.8277909932872
-2.47174e+18,9534.764151274703,9716.37819781149,56.18649261689141,39.68497776175766,trip,0,87.90313751323151
-2.47174e+18,9388.38920381258,9409.373488832867,49.935481745440605,41.10396124662467,trip,0,43.29826012656536
-2.47174e+18,10516.706964057155,10516.706964057155,31.99723581942587,71.47381212995737,charge,DC Charging,53.50717260068698
-2.47174e+18,9890.280879500013,9890.280879500013,50.55207124757969,65.20681757525676,charge,120,565.6639069844971
-2.47174e+18,9730.175957705284,9769.272894603586,54.85784443574505,52.51678528188128,trip,0,38.80384387809397
-2.47174e+18,9555.160060100734,9555.160060100734,55.26192902922143,65.01295531565668,charge,240,64.21260219664663
-2.47174e+18,9726.86795525868,9726.86795525868,55.13015993819399,67.62802290780081,charge,120,353.3218145699155
-2.47174e+18,10222.31005805364,10292.770622100965,56.990094836352085,34.15478509442172,trip,0,139.83929940868873
-2.47174e+18,13343.804144536409,13343.804144536409,49.95395380602093,56.7831877814565,charge,0,338.5251686291889
-2.47174e+18,14047.770232507824,14047.770232507824,36.66473123887733,75.05090722521396,charge,DC Charging,56.05566334500816
-2.47174e+18,13547.697991452424,13547.697991452424,57.35249578572894,72.53125353259593,charge,120,419.3809219094823
-2.47174e+18,13009.30178645186,13009.30178645186,65.79979238409558,71.6878423840787,charge,120,98.8986065703242
-2.47174e+18,13572.076950920038,13591.472205309032,69.82591358739873,67.07927585643824,trip,0,36.24795247206516
-2.47174e+18,13534.344819169482,13593.594940313456,67.9026853513531,59.574564613657856,trip,0,44.44593936618361
-2.47174e+18,13488.076722965248,13605.113605807692,53.176786265591765,45.809036694563446,trip,0,55.11394516146272
-2.47174e+18,13908.067211091153,13908.067211091153,43.56022520044301,59.59761997638449,charge,120,520.6830055005918
-2.47174e+18,13403.900742817685,13448.320013910265,40.01745481102956,33.45150119362975,trip,0,46.56527983457882
-2.47174e+18,13317.820780581713,13317.820780581713,56.676343019277375,67.84545262939413,charge,120,214.44873402027395
-2.47174e+18,13815.188834489172,13815.188834489172,43.70944252306639,54.6243516050833,charge,120,328.95217242916743
-2.47174e+18,14331.510164640296,14331.510164640296,41.96469413749792,48.85566777184846,charge,0,351.0256551532648
-2.47174e+18,13259.68275408508,13259.68275408508,50.26262386518727,59.1000556123605,charge,240,93.44093092655126
-2.47174e+18,13167.384892301665,13167.384892301665,57.92336672223742,70.52405866564997,charge,0,392.7485354610057
-2.47174e+18,12597.38857618561,12597.38857618561,66.9894586565381,71.57289789018235,charge,120,136.66936532934284
-2.47174e+18,13058.245443499904,13141.732532156651,67.68425316309268,60.64625762992896,trip,0,52.45949039723707
-2.47174e+18,13440.04045318521,13440.04045318521,48.21370048984168,56.37265850129848,charge,120,359.008886698502
-2.47174e+18,14002.938777333931,14002.938777333931,34.07396938094797,40.31075761769363,charge,0,261.22818852410865
-2.47174e+18,13048.075782527016,13048.075782527016,39.25269194672025,53.37714473697756,charge,240,394.60148815011047
-2.47174e+18,14110.622944721266,14110.622944721266,40.65467619275812,47.61998041330923,charge,120,334.40825420748604
-2.47174e+18,14296.118732548071,14296.118732548071,62.09051749221313,65.66311981326669,charge,120,95.42765618258304
-2.47174e+18,14403.41145186968,14471.89617870259,58.985399482527576,54.47214371774407,trip,0,44.11795949973784
-2.47174e+18,14695.611455463497,14695.611455463497,41.17598345309639,50.42940874465869,charge,120,250.3936998779048
-2.47174e+18,14970.712901029838,14970.712901029838,32.57991530034394,34.99679614175257,charge,120,68.16331409551982
-2.47174e+18,14787.238263419951,14787.238263419951,27.866594906069675,39.03032967163254,charge,120,325.8462652867162
-2.47174e+18,14031.889956725729,14031.889956725729,59.49374207696266,70.99546238416042,charge,120,429.07130349693534
-2.47174e+18,14542.675092804411,14542.675092804411,45.73848175909198,49.71647939970143,charge,120,140.38901479358086
-2.47174e+18,6171.374799148174,6171.374799148174,30.374763099386517,35.18501986155536,charge,120,31.887555078775645
-2.47174e+18,5860.51044526397,5860.51044526397,67.93003538967146,74.26346743696459,charge,240,45.49595630219604
-2.47174e+18,5961.610562702242,5961.610562702242,64.11281556211694,75.75019511736699,charge,120,664.6168411396294
-2.47174e+18,5997.438379500391,6043.044829011236,67.46938712073288,49.19234035245896,trip,0,124.28692096137829
-2.47174e+18,6210.281940823916,6265.583649687583,73.98435030731086,58.7710100421038,trip,0,119.90354267133058
-2.47174e+18,6312.831680988586,6312.831680988586,55.544988984158,69.12055801180118,charge,120,649.7281194337614
-2.47174e+18,5990.803068495102,6120.69800227423,72.6781400860972,57.93036096090757,trip,0,98.43048267982113
-2.47174e+18,6004.702137740454,6004.702137740454,57.93588849582713,62.42525234708912,charge,240,35.663432351837095
-2.47174e+18,5974.620219335668,5974.620219335668,54.07676070209224,56.65124050233569,charge,120,161.48948670935823
-2.47174e+18,6288.197747695849,6288.197747695849,52.372654876094224,60.54159870428116,charge,120,209.29619150320548
-2.47174e+18,6131.743345405234,6131.743345405234,56.72407185586325,62.93824506348595,charge,240,34.05877426583496
-2.47174e+18,6073.574029692466,6073.574029692466,55.27133330107222,58.600965846265744,charge,240,32.426261578908964
-2.47174e+18,6411.062510734193,6411.062510734193,56.88454266954234,67.68320977557511,charge,120,442.2665872091194
-2.47174e+18,10228.128520799324,10307.135349543138,71.88684106999362,56.75544180736227,trip,0,108.73141885815228
-2.47174e+18,10136.27536532187,10136.27536532187,59.2104060333112,64.42216164578653,charge,120,107.72212558496707
-2.47174e+18,10059.763245944134,10059.763245944134,56.3310940813128,57.596940755426495,charge,120,123.84827957709352
-2.47174e+18,10391.867651762092,10391.867651762092,59.21727374009399,71.55412454898291,charge,240,143.15212072273573
-2.47174e+18,10942.101832110917,10942.101832110917,54.20869084487002,69.74401162957923,charge,120,537.6779363059485
-2.47174e+18,11279.198532222912,11279.198532222912,66.0087800375676,78.2540826900108,charge,120,676.7406628165347
-2.47174e+18,10892.88855522168,10892.88855522168,65.39996991015525,68.14460576692846,charge,120,70.72263751836866
-2.47174e+18,14757.90229324246,14830.145973164226,34.3427820078268,28.13278100801437,trip,0,60.26400477254703
-2.47174e+18,15352.619753019637,15436.202121913664,69.38091609748524,64.43346051683923,trip,0,49.17457374270233
-2.47174e+18,15451.628153072674,15480.389612582592,67.10187853013063,58.24748660355418,trip,0,60.528402222363056
-2.47174e+18,15358.026795859503,15389.0028761883,69.56937540463586,66.42496008604996,trip,0,45.63100235961169
-2.47174e+18,15665.78353142599,15698.018527230675,71.11512134525402,67.54167970273122,trip,0,37.12848704653653
-2.47174e+18,15556.199376318267,15671.813729589836,64.3261055980626,46.6452239747027,trip,0,94.3048860965478
-2.47174e+18,12253.325698250865,12253.325698250865,66.2670840377361,77.16202010823051,charge,120,762.2580320352098
-2.47174e+18,12460.660693214071,12460.660693214071,69.82284210044563,77.43325838786991,charge,120,564.218887739215
-2.47174e+18,12207.704689665485,12207.704689665485,62.428875716002025,73.99911525810175,charge,120,557.5997487229246
-2.47174e+18,12477.169416230943,12477.169416230943,61.36076325213615,62.60237331896259,charge,120,49.89957428070169
-2.47174e+18,12483.764783556058,12597.90911791627,59.143178431236535,43.18389872482004,trip,0,87.44708374956109
-2.47174e+18,12793.025398681182,12793.025398681182,39.48728395257382,41.87635948088344,charge,240,16.824643501714334
-2.47174e+18,12445.849576604694,12482.993960115558,50.42311481033515,46.794419192952176,trip,0,36.574162266825454
-2.47174e+18,12679.813025957445,12787.927837955069,67.99976504572479,53.46324278814293,trip,0,75.31271372691026
-2.47174e+18,12674.38135118147,12674.38135118147,54.33413865469622,64.19937122548738,charge,120,430.8048524363247
-2.47174e+18,12659.283305802825,12659.283305802825,57.51202904814707,71.55152591759808,charge,120,725.9125173767156
-2.47174e+18,11152.581060432003,11152.581060432003,45.55414940304407,65.482212575539,charge,120,826.1853323155286
-2.47174e+18,11083.554386719308,11083.554386719308,63.23697588077605,76.55298698788566,charge,120,770.8083913447249
-2.47174e+18,11615.68342830021,11720.245365462635,71.67168168337425,53.39869104122705,trip,0,121.86435760201158
-2.47174e+18,11701.01777517289,11725.274051490362,64.76081303149837,52.05200616664956,trip,0,86.17284838911817
-2.47174e+18,12346.07891798829,12395.778830537176,81.3456807049157,65.65493167286542,trip,0,126.45946369751464
-2.47174e+18,13035.261849926452,13035.261849926452,55.93478598663904,65.17557951999339,charge,120,458.2547717222682
-2.47174e+18,13090.237002681122,13090.237002681122,39.29218126072124,53.43312699297448,charge,120,647.693674326589
-2.47174e+18,12183.727164183643,12183.727164183643,36.74559647309771,44.73596536856412,charge,120,134.72637125612877
-2.47174e+18,12659.419114315424,12659.419114315424,22.99079486512312,53.36338343115348,charge,DC Charging,49.53333363397749
-2.47174e+18,12392.984115891337,12392.984115891337,38.41418176037121,47.023662608797096,charge,120,393.8240021833557
-2.47174e+18,10470.230494988,10470.230494988,29.135616552573055,69.86059048283713,charge,DC Charging,47.894191187605095
-2.47174e+18,9136.73270132573,9136.73270132573,38.7757314362105,78.19079484766785,charge,DC Charging,44.32720039452197
-2.47174e+18,9105.260409986808,9128.913614356296,70.83439088884928,56.20061493917482,trip,0,88.12445253953537
-2.47174e+18,9632.90444201191,9657.460656340692,65.9868539921271,54.70503447889747,trip,0,70.19264121261523
-2.47174e+18,9491.32806199497,9491.32806199497,47.49697418599837,52.635461562986464,charge,120,204.16636357120493
-2.47174e+18,9996.525742944992,9996.525742944992,37.05896291634122,79.89512113346426,charge,DC Charging,53.85773890221443
-2.47174e+18,9944.768719356529,9944.768719356529,78.95994635295422,81.65736911503329,charge,0,221.44146228406416
-2.47174e+18,9790.371083730994,9790.371083730994,72.60082374223275,77.97468895715735,charge,120,286.3963172106129
-2.47174e+18,9766.605259754087,9766.605259754087,68.10764671106638,75.33331907502169,charge,120,161.42169536661663
-2.47174e+18,10189.6334647574,10189.6334647574,65.7846592714109,80.02872456340475,charge,120,879.3234930260381
-2.47174e+18,9940.320324840894,9976.31541703054,78.75005565931058,71.98577519995644,trip,0,77.94633210430436
-2.47174e+18,10132.704400314104,10323.75456795553,74.85052688363075,58.0643402935012,trip,0,143.97585281578893
-2.47174e+18,10675.726749207091,10675.726749207091,55.809838587608574,70.55969859546039,charge,120,817.2050298020475
-2.47174e+18,10347.218606061006,10444.952089761502,74.16988192371407,64.57327996021806,trip,0,87.41481398114121
-2.47174e+18,10494.32119423034,10785.233830746804,73.05402336771765,52.70722628255122,trip,0,159.8952368050542
-2.47174e+18,11343.694261147606,11343.694261147606,47.09703955101762,57.74238784287353,charge,120,551.8054470933191
-2.47174e+18,11011.750961506355,11015.81475609274,69.69741154616412,66.1789454192235,trip,0,35.1769990320444
-2.47174e+18,11834.636708370705,11834.636708370705,56.83182698054385,65.53141224018557,charge,120,351.0674320487917
-2.47174e+18,11904.212607685822,11904.212607685822,52.49850531529629,69.74775976038168,charge,120,676.1661664280458
-2.47174e+18,11697.045376179354,11768.668344627857,71.83265290784908,56.080723784277566,trip,0,119.98425313456391
-2.47174e+18,12115.814253419863,12115.814253419863,53.67234825326694,67.53100733610043,charge,120,821.4132190514778
-2.47174e+18,11730.572104135346,11804.328961833864,67.44076017210816,42.41837841954104,trip,0,241.60240257543697
-2.47174e+18,11990.78321145996,12032.678686405552,47.817809404164365,43.22879730041352,trip,0,55.53752091298556
-2.47174e+18,12002.60454360814,12043.48134473215,47.75109371658188,37.54988065511068,trip,0,82.76554849768698
-2.47174e+18,12221.161049788883,12221.161049788883,71.11713449213339,78.13723144352599,charge,120,357.17986601933484
-2.47174e+18,12481.272297913056,12481.272297913056,63.78516727972631,67.27211936536963,charge,240,31.31162701465888
-2.47174e+18,11809.433577635453,11862.65559776111,63.59510895876864,59.62782293738556,trip,0,38.56680244566144
-2.47174e+18,11965.03884385832,11972.938668299812,60.00161301984316,57.20176900540231,trip,0,38.87563189853264
-2.47174e+18,9450.682704503555,9450.682704503555,66.53684571957234,74.15151926856436,charge,120,496.8984961971936
-2.47174e+18,8697.466724602742,8697.466724602742,60.68904516066745,79.11355959105185,charge,DC Charging,27.752607551191016
-2.47174e+18,8786.877324037414,8786.877324037414,66.48500431150433,71.6876408130908,charge,120,274.3684157984375
-2.47174e+18,8225.432949847109,8225.432949847109,61.44757014557481,64.1580927558797,charge,240,32.4030964665455
-2.47174e+18,8166.504038482988,8443.243590559998,62.32357663051426,36.42778399613001,trip,0,131.17010501502236
-2.47174e+18,8145.616822390789,8145.616822390789,35.481331605077884,40.17902825315437,charge,0,122.6649746412897
-2.47174e+18,7959.029240639162,7959.029240639162,74.65651129109304,81.89132220977167,charge,240,81.62948285057526
-2.47174e+18,8437.556526335457,8437.556526335457,71.79603089018913,74.79709121636846,charge,240,68.62249952447993
-2.47174e+18,8797.027013170216,9017.122669986864,66.50473890277043,41.37437962265105,trip,0,125.7303303224578
-2.47174e+18,9012.08844733553,9012.08844733553,41.3480557446489,45.62761463363688,charge,120,83.67924989048218
-2.47174e+18,9080.856152855082,9085.381576345477,65.35427147599344,64.20401825393867,trip,0,34.39520802668808
-2.47174e+18,8919.365185358236,8919.365185358236,45.15137335503929,62.83165214592701,charge,120,396.0130282114772
-2.47174e+18,13681.119203433367,13681.119203433367,32.70308537827233,76.29744400598148,charge,DC Charging,98.4378192665356
-2.47174e+18,13603.948013332723,13603.948013332723,61.53139182978375,75.09976912225915,charge,240,251.07100459288597
-2.47174e+18,13307.01867800603,13307.01867800603,65.48930186496546,75.77578918496853,charge,120,640.1471138595974
-2.47174e+18,12741.532003381884,12741.532003381884,42.17768220141168,52.6092845738793,charge,240,57.743783114261575
-2.47174e+18,12881.55590569597,12881.55590569597,62.225168259202185,66.21027064031948,charge,120,105.96084819229664
-2.47174e+18,13425.803194114364,13468.314979870447,60.59913802103456,55.955352077654645,trip,0,33.831752560454625
-2.47174e+18,13757.989484476686,13757.989484476686,55.49306129836658,68.49843367297049,charge,120,581.0393423382528
-2.47174e+18,13743.161058939231,13743.161058939231,58.65502482407746,64.83474477087553,charge,0,315.03972935626945
-2.47174e+18,13712.688025332718,13712.688025332718,57.6605475212109,69.38321590479256,charge,120,550.793959251619
-2.47174e+18,13594.977994221128,13594.977994221128,57.78095671199043,64.14095377404178,charge,120,177.7182568029976
-2.47174e+18,6673.795728597939,6673.795728597939,37.09646209085575,66.62720660917469,charge,DC Charging,29.93011609929568
-2.47174e+18,6407.392685117994,6407.392685117994,47.29650789567432,54.12915706213352,charge,240,88.72483522525253
-2.47174e+18,6696.324962809386,6696.324962809386,72.74146218322589,76.78219499261108,charge,240,96.19257544130832
-2.47174e+18,10436.006084084927,10494.924199676032,59.587376414246506,46.303942500692685,trip,0,71.66767959218322
-2.47174e+18,11546.352516890172,11546.352516890172,45.78351297885949,80.80857547635209,charge,DC Charging,76.33474991435608
-2.47174e+18,10589.944367388436,10589.944367388436,69.36831954986857,78.96099214465309,charge,120,722.1284405068759
-2.47174e+18,10440.692143497614,10580.141695874076,80.79839234613704,69.56744089202415,trip,0,106.43943232542976
-2.47174e+18,10735.645598111583,10956.0860503679,68.60827607702934,43.35055434891519,trip,0,180.03253342395854
-2.47174e+18,10905.746425870437,11023.626953256362,64.13435048187802,52.2390313562539,trip,0,86.56770252496624
-2.47174e+18,12120.580200192904,12120.580200192904,47.74492773528276,55.360505196567885,charge,0,330.04516366214114
-2.47174e+18,11177.03125279593,11191.490708016994,54.04978453390861,45.97158462879661,trip,0,56.901409202891855
-2.47174e+18,11366.22515967906,11509.86569066979,63.94155428116439,42.650351215519706,trip,0,133.99787863100332
-2.47174e+18,12029.434713582574,12029.434713582574,47.618806959214034,62.05247676818243,charge,120,444.142414670775
-2.47174e+18,11401.02409384867,11401.02409384867,48.60977851058637,68.05295634179843,charge,240,67.61282981071004
-2.47174e+18,12887.064139192284,12887.064139192284,30.97430987522963,65.26903218828565,charge,DC Charging,31.22289916790895
-2.47174e+18,3378.209358898702,3378.209358898702,31.52595238311596,51.37716284268048,charge,120,752.166797290676
-2.47174e+18,2733.754943941978,2733.754943941978,31.17867879457555,41.19290580701137,charge,120,219.42023264422676
-2.47174e+18,2703.6239697049755,2703.6239697049755,34.82146232095635,50.43892071614278,charge,240,73.13222569162461
-2.47174e+18,2695.1134693474087,2695.1134693474087,36.63183929479246,46.48817565972108,charge,0,459.4436832199717
-2.47174e+18,2875.0473909656653,2875.0473909656653,36.24952544685447,51.26200043420258,charge,240,58.07463033665034
-2.47174e+18,2884.7691002085785,2884.7691002085785,33.81501542192985,48.995511730617714,charge,240,83.14906135974934
-2.47174e+18,2959.4790938823603,2959.4790938823603,44.02290674772976,61.21920954343577,charge,120,589.6675527644323
-2.47174e+18,3114.3764415901014,3126.646905128238,53.1449267782636,43.003865869350776,trip,0,73.18415847356418
-2.47174e+18,4193.075995887652,4193.075995887652,22.973673050914037,38.98067511029701,charge,240,68.52565818172371
-2.47174e+18,10797.373895728062,10797.373895728062,58.80927213797517,69.89430186860093,charge,120,685.4992658537531
-2.47174e+18,10314.48609161252,10364.543020880694,61.11426204452903,45.99018636226309,trip,0,100.70407168013848
-2.47174e+18,10144.60561982264,10176.961786209047,58.496503886947245,49.4406594659852,trip,0,50.147604574457645
-2.47174e+18,10452.03481721168,10452.03481721168,47.70797211042567,54.61635413994088,charge,120,107.17538167788182
-2.47174e+18,10861.278458186149,10861.278458186149,52.71692599986025,70.85920039632518,charge,120,367.9018870338305
-2.47174e+18,10559.546561046254,10559.546561046254,59.27614965854336,68.84484158751117,charge,120,160.21250413358445
-2.47174e+18,10979.96777519006,10979.96777519006,50.22650225832305,62.72355016989091,charge,120,376.1074267677653
-2.47174e+18,10630.443264719204,10655.23660746794,57.352340485826815,53.0652163571006,trip,0,31.840540052559533
-2.47174e+18,10699.439980671768,10699.439980671768,49.032082083321086,57.197557806114105,charge,120,133.9240241920359
-2.47174e+18,10930.483547003629,10930.483547003629,44.32533892749415,57.24176177897894,charge,120,398.82585633530834
-2.47174e+18,11165.982165131158,11165.982165131158,47.38979137021634,63.6520515146339,charge,120,662.3658866306386
-2.47174e+18,10726.3387206305,10818.29459664802,57.17007591921643,44.91432300568781,trip,0,69.62316670171374
-2.47174e+18,10813.386651382743,10813.386651382743,61.77648383457532,74.31619186996753,charge,120,566.9132412007311
-2.47174e+18,10838.1151180519,10874.030031914692,72.60862900027651,67.56841782188583,trip,0,52.42038462798661
-2.47174e+18,11144.814011821718,11144.814011821718,58.86516859904307,68.97663087856036,charge,120,388.0171098175984
-2.47174e+18,12508.696962994112,12508.696962994112,51.36016278458137,53.78842582244188,charge,0,184.0121030978669
-2.47174e+18,11399.27056628893,11400.379810267546,43.87012040328165,43.65544953567303,trip,0,30.92265175943137
-2.47174e+18,13190.111514865985,13190.111514865985,45.57214406022157,70.46024782831132,charge,240,72.2641216658223
-2.47174e+18,13339.24657062829,13339.24657062829,63.66451651132125,76.12739436227888,charge,240,73.53287060497765
-2.47174e+18,13616.839170381629,13616.839170381629,52.18592687525985,71.45873788877952,charge,120,812.066535727225
-2.47174e+18,13667.001775403052,13667.001775403052,54.087062262266414,60.56923572108462,charge,0,293.9292617415623
-2.47174e+18,14244.890962721944,14244.890962721944,44.42161048718997,53.66229141478358,charge,120,365.59393781844216
-2.47174e+18,13794.25568316477,13927.83320816077,63.33953133465964,50.09382573695586,trip,0,78.90245114255791
-2.47174e+18,14789.120942212265,14789.120942212265,39.72991416632431,50.02331402623495,charge,120,498.8712691234693
-2.47174e+18,14140.982804567278,14143.11180931806,58.60724997270578,57.94973356720622,trip,0,26.830107860900345
-2.47174e+18,14598.853216060392,14598.853216060392,45.52800150100511,60.36332278512553,charge,120,717.3821494650601
-2.47174e+18,14014.485163816898,14096.518108688002,38.10831572721543,32.34089680489291,trip,0,41.79705111698696
-2.47174e+18,14196.476559436238,14196.476559436238,33.38083715853094,40.55821324469052,charge,240,67.60439593973805
-2.47174e+18,17561.37345262542,17745.2054593922,55.73044007468602,43.18777215650686,trip,0,100.85144416435934
-2.47174e+18,18658.49187001228,18658.49187001228,49.83729482028526,57.7115093466697,charge,0,223.16051425625565
-2.47174e+18,17684.035168622868,17730.362284781317,64.6876150109643,54.46246286245928,trip,0,61.532917903872296
-2.47174e+18,18195.786941761824,18195.786941761824,45.720452590825126,58.33947924415013,charge,120,502.8966524174724
-2.47174e+18,17647.488032717545,17647.488032717545,53.542937420012485,55.70731080521988,charge,120,117.4821887274594
-2.47174e+18,18413.20705024155,18413.20705024155,32.9207784540356,41.81988146921353,charge,120,396.4847803484668
-2.47174e+18,18030.07259581433,18043.642037989324,44.79117823945741,43.83621240499044,trip,0,27.510832578640304
-2.47174e+18,18319.52447421202,18319.52447421202,40.34246874693231,53.88316963462974,charge,120,612.540146765469
-2.47174e+18,17861.980269440348,17861.980269440348,50.0957368648112,52.93802506372185,charge,120,86.5315161725907
-2.47174e+18,11511.33322675159,11511.33322675159,47.8522831065116,60.75683293646549,charge,240,66.08826546613228
-2.47174e+18,11987.36935826089,11987.36935826089,53.48892181331475,55.08201580922783,charge,240,43.39788072214901
-2.47174e+18,11795.683631462758,11795.683631462758,61.50147646715624,75.93749270019825,charge,120,782.4097455275705
-2.47174e+18,11368.206366215809,11448.06748467418,68.54237715189505,60.01151603682727,trip,0,66.54143185042437
-2.47174e+18,11730.125400645376,11730.125400645376,53.43452658463404,68.50934574564097,charge,120,590.1294053149819
-2.47174e+18,11459.621472667328,11499.521516486782,68.05758262410043,63.47676102524533,trip,0,50.76757017995307
-2.47174e+18,11854.095272168595,11854.095272168595,56.666651155015245,60.03252300248746,charge,120,61.331357998890766
-2.47174e+18,11990.981598404836,12063.666624865144,51.98761465209674,44.85437742823919,trip,0,56.57923613269935
-2.47174e+18,11803.020619783145,11803.020619783145,56.926870520643256,75.45884876971623,charge,240,205.616044272238
-2.47174e+18,12389.367215651371,12389.367215651371,61.06613633041551,74.40591275105095,charge,120,505.80386300619807
-2.47174e+18,12571.481770951254,12571.481770951254,58.23860826800286,70.53963411036534,charge,120,389.9067454402755
-2.47174e+18,11068.194044507503,11163.986982875012,69.18432367694193,62.96296202489681,trip,0,50.205464293262615
-2.47174e+18,10800.876956479526,10800.876956479526,38.26901949074771,72.87833153447484,charge,DC Charging,37.141562349824056
