event,charge_mode,duration_b_e,duration_minutes,km_driven,charge,time
0.0,0.0,0.5138292799216586,0.007598784194143932,0.03594447197859673,0.5089477448039029,5.0
0.0,0.0,0.5101732633901201,0.004559270516486359,0.018963807630087242,0.5204008586110231,6.0
0.0,0.0,0.5401764425348109,0.007092198581201003,0.027681374972022773,0.513958482094518,7.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5112859640736318,0.00810536980708686,0.03751446040984579,0.5082319251909578,4.0
0.0,0.0,0.5138292799216586,0.007598784194143932,0.03594447197859673,0.5089477448039029,5.0
0.0,0.0,0.5101732633901201,0.004559270516486359,0.018963807630087242,0.5204008586110231,6.0
0.0,0.0,0.5401764425348109,0.007092198581201003,0.027681374972022773,0.513958482094518,7.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5138292799216586,0.007598784194143932,0.03594447197859673,0.5089477448039029,5.0
0.0,0.0,0.5101732633901201,0.004559270516486359,0.018963807630087242,0.5204008586110231,6.0
0.0,0.0,0.5401764425348109,0.007092198581201003,0.027681374972022773,0.513958482094518,7.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5101732633901201,0.004559270516486359,0.018963807630087242,0.5204008586110231,6.0
0.0,0.0,0.5401764425348109,0.007092198581201003,0.027681374972022773,0.513958482094518,7.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
0.0,0.0,0.5401764425348109,0.007092198581201003,0.027681374972022773,0.513958482094518,7.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5201080909214747,0.00861195542002979,0.035985787463629605,0.5196850389980782,8.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5235654109023861,0.00810536980708686,0.037473144924812914,0.511811023255683,9.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
,,,,,,10.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
0.0,0.0,0.5097361309787405,0.025835866260089366,0.14629813250139198,0.4667143876401473,11.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.9999999666666678,0.5096566523584897,0.01570415400123079,4.131548503286981e-05,0.7838224761747873,12.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.013171225936516148,0.05362749957266501,0.5082319251909578,13.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5152996343962991,0.013171225936516148,0.029829780193732003,0.5204008586110231,14.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.0,0.0,0.5156175488773024,0.05471124619783631,0.23599405050775235,0.37365783795729585,15.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
,,,,,,16.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.5095771737382389,0.005572441742372217,8.263097006573962e-05,0.5311381528051983,17.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
0.0,0.0,0.5095771737382389,0.11854103342864533,0.20876714587109113,0.4387974227352919,18.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5096169130483642,0.00405268490354343,0.010370186743250322,0.5282748743534182,19.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
,,,,,,20.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.03292806484129037,0.0,0.5991410160349743,21.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5095771737382389,0.00405268490354343,0.011609651294236417,0.5254115959016382,22.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.0,0.0,0.5526545859141923,0.009625126645915647,0.03623368037382682,0.5204008586110231,23.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.9999999000000099,0.6666666444444452,0.5095771737382389,0.08257345490969739,0.0,0.6521116673929052,24.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5095771737382389,0.0015197568388287863,0.0004957858203944377,0.5340014312569783,25.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.51633285645956,0.00861195542002979,0.03734919846971431,0.511811023255683,26.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
,,,,,,27.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
0.0,0.0,0.5440311556169765,0.01671732522711665,0.05627169061476868,0.514674301707463,36.0
0.0,0.0,0.5095771737382389,0.006079027355315145,0.015658568827457656,0.5254115959016382,28.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
0.0,0.0,0.5440311556169765,0.01671732522711665,0.05627169061476868,0.514674301707463,36.0
0.0,0.0,0.5095771737382389,0.021276595743603008,8.263097006573962e-05,0.5282748743534182,37.0
0.0,0.0,0.510252742010371,0.00810536980708686,0.026813749786332504,0.5254115959016382,29.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
0.0,0.0,0.5440311556169765,0.01671732522711665,0.05627169061476868,0.514674301707463,36.0
0.0,0.0,0.5095771737382389,0.021276595743603008,8.263097006573962e-05,0.5282748743534182,37.0
,,,,,,38.0
0.0,0.0,0.5135113654406552,0.004559270516486359,0.014501735246537303,0.5282748743534182,30.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
0.0,0.0,0.5440311556169765,0.01671732522711665,0.05627169061476868,0.514674301707463,36.0
0.0,0.0,0.5095771737382389,0.021276595743603008,8.263097006573962e-05,0.5282748743534182,37.0
,,,,,,38.0
,,,,,,39.0
0.0,0.0,0.5099348275293676,0.007092198581201003,0.029292678888304693,0.5232641370628032,31.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
0.0,0.0,0.5106898744217505,0.004559270516486359,0.02164931415722378,0.5232641370628032,34.0
0.0,0.0,0.510252742010371,0.005572441742372217,0.016071723677786354,0.5282748743534182,35.0
0.0,0.0,0.5440311556169765,0.01671732522711665,0.05627169061476868,0.514674301707463,36.0
0.0,0.0,0.5095771737382389,0.021276595743603008,8.263097006573962e-05,0.5282748743534182,37.0
,,,,,,38.0
,,,,,,39.0
0.0,0.0,0.5570656493381136,0.00861195542002979,0.029912411163797743,0.5196850389980782,40.0
0.9999999000000099,0.6666666444444452,0.5096169130483642,0.15805471123819378,0.0,0.6542591262317402,32.0
0.0,0.0,0.5095771737382389,0.0010131712258858575,0.0004957858203944377,0.5340014312569783,33.0
