event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,71.45,66.3,67.0,181835.21695,181839.24285
charge,DC Charging,192.73,67.0,96.9,181839.24285,181839.24285
trip,0,98.74,96.9,88.8,181839.24285,181848.49345
trip,0,69.19,88.8,88.1,181848.49345,181854.60556
charge,240,247.75,88.1,98.3,181854.60556,181854.60556
trip,0,63.95,98.3,95.9,181854.60556,181866.48599
trip,0,142.43,95.9,89.3,181866.48599,181888.68068
trip,0,88.68,89.3,80.9,181888.68068,181917.97066
trip,0,62.65,80.9,81.5,181917.97066,181923.02898
trip,0,75.38,81.5,80.3,181923.02898,181928.18055
trip,0,115.83,80.3,67.1,181928.18055,181982.3084
trip,0,70.19,67.1,66.5,181982.3084,181991.10609
trip,0,278.69,66.5,41.4,181991.10609,182103.12347
trip,0,151.35,41.4,35.1,182103.12347,182130.82203
trip,0,75.5,35.1,32.9,182130.82203,182141.92037
trip,0,88.25,32.9,26.1,182141.92037,182160.9875
trip,0,145.94,26.1,18.8,182160.9875,182189.43719
trip,0,70.65,18.8,17.2,182189.43719,182197.62861
charge,240,621.7,17.2,47.2,182197.62861,182197.62861
trip,0,55.81,47.2,46.8,182197.62861,182202.93289
trip,0,62.81,46.8,47.8,182202.93289,182207.83038
charge,DC Charging,181.65,47.8,73.6,182207.83038,182207.83038
trip,0,101.19,73.6,62.0,182207.83038,182248.70108
trip,0,54.1,62.0,62.8,182248.70108,182253.94679
trip,0,70.46,62.8,58.8,182253.94679,182270.00317
charge,120,310.82,58.8,73.9,182270.00317,182270.00317
trip,0,62.02,73.9,73.3,182270.00317,182278.3036
trip,0,65.98,73.3,73.8,182278.3036,182282.75427
trip,0,187.42,73.8,58.0,182282.75427,182345.11772
trip,0,194.34,58.0,45.1,182345.11772,182382.62457
charge,240,311.74,45.1,71.3,182382.62457,182382.62457
trip,0,95.32,71.3,60.5,182382.62457,182412.86533
trip,0,54.07,60.5,60.1,182412.86533,182419.14112
trip,0,115.69,60.1,47.6,182419.14112,182454.8264
charge,240,510.87,47.6,82.0,182454.8264,182454.8264
trip,0,64.44,82.0,79.5,182454.8264,182465.64054
trip,0,64.28,79.5,79.1,182465.64054,182470.63354
charge,120,581.86,79.1,97.4,182470.63354,182470.63354
trip,0,201.54,97.4,83.0,182470.63354,182542.76714
trip,0,105.66,83.0,74.3,182542.76714,182573.25983
trip,0,62.93,74.3,73.8,182573.25983,182580.35524
trip,0,69.96,73.8,74.3,182580.35524,182584.69551
trip,0,71.92,74.3,71.0,182584.69551,182591.0276
charge,120,821.08,71.0,99.5,182591.0276,182591.0276
trip,0,173.58,99.5,68.7,182591.0276,182711.27358
trip,0,64.45,68.7,65.9,182711.27358,182721.33781
trip,0,54.24,65.9,65.5,182721.33781,182727.56531
trip,0,68.64,65.5,66.2,182727.56531,182731.77956
trip,0,81.44,66.2,61.9,182731.77956,182745.01981
charge,120,408.84,61.9,78.0,182745.01981,182745.01981
trip,0,106.13,78.0,76.5,182745.01981,182756.35857
trip,0,234.4,76.5,57.6,182756.35857,182849.15209
trip,0,71.78,57.6,55.9,182849.15209,182858.63283
trip,0,55.21,55.9,55.6,182858.63283,182863.92295
trip,0,105.31,55.6,46.4,182863.92295,182891.54515
charge,240,935.46,46.4,97.5,182891.54515,182891.54515
