event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,166.68,45.0,20.6,10544.69132,10664.73287
charge,120,407.36,20.6,31.4,10664.73287,10664.73287
trip,0,66.92,31.4,20.1,10664.73287,10720.9552
charge,DC Charging,47.3,20.1,54.8,10720.9552,10720.9552
trip,0,192.55,54.8,34.5,10720.9552,10819.30973
charge,120,275.99,34.5,38.9,10819.30973,10819.30973
trip,0,170.45,38.9,18.5,10819.30973,10926.56975
charge,240,93.77,18.5,29.7,10926.56975,10926.56975
charge,120,666.53,29.7,43.3,10926.56975,10926.56975
trip,0,35.46,43.3,41.0,10926.56975,10945.63536
charge,DC Charging,78.9,41.0,74.5,10945.63536,10945.63536
trip,0,55.53,74.5,68.2,10945.63536,10980.83386
trip,0,39.18,68.2,63.5,10980.83386,11008.52161
trip,0,25.38,63.5,60.3,11008.52161,11027.92282
trip,0,79.5,60.3,44.8,11027.92282,11097.93534
charge,240,31.32,44.8,60.7,11097.93534,11097.93534
trip,0,12.27,60.7,58.6,11097.93534,11107.89863
trip,0,11.25,58.6,57.1,11107.89863,11117.37614
charge,120,103.43,57.1,59.8,11117.37614,11117.37614
trip,0,90.56,59.8,42.8,11117.37614,11195.77194
charge,DC Charging,61.62,42.8,64.6,11195.77194,11195.77194
trip,0,162.48,64.6,49.3,11195.77194,11275.43569
charge,120,121.11,49.3,52.7,11275.43569,11275.43569
trip,0,21.89,52.7,49.4,11275.43569,11285.52059
charge,120,83.64,49.4,54.7,11285.52059,11285.52059
trip,0,87.84,54.7,39.6,11285.52059,11351.38115
trip,0,11.51,39.6,37.2,11351.38115,11360.61492
trip,0,56.84,37.2,26.4,11360.61492,11407.31486
trip,0,30.16,26.4,24.9,11407.31486,11422.14551
charge,DC Charging,43.32,24.9,50.4,11422.14551,11422.14551
trip,0,36.42,50.4,46.0,11422.14551,11447.09712
charge,120,896.6,46.0,65.4,11447.09712,11447.09712
trip,0,148.69,65.4,41.9,11447.09712,11561.67826
trip,0,27.13,41.9,38.0,11561.67826,11582.80601
trip,0,44.6,38.0,31.0,11582.80601,11619.16172
charge,240,86.52,31.0,56.1,11619.16172,11619.16172
trip,0,122.62,56.1,52.7,11619.16172,11641.93413
trip,0,67.46,52.7,42.3,11641.93413,11693.76593
trip,0,17.42,42.3,41.0,11693.76593,11707.19281
trip,0,49.74,41.0,35.6,11707.19281,11735.94118
charge,120,788.22,35.6,53.4,11735.94118,11735.94118
trip,0,154.1,53.4,29.9,11735.94118,11847.19114
trip,0,43.05,29.9,23.5,11847.19114,11882.48461
charge,DC Charging,94.66,23.5,46.2,11882.48461,11882.48461
trip,0,110.62,46.2,27.8,11882.48461,11968.99362
charge,120,51.43,27.8,30.4,11968.99362,11968.99362
trip,0,97.42,30.4,14.2,11968.99362,12044.85689
charge,DC Charging,47.92,14.2,47.7,12044.85689,12044.85689
trip,0,76.97,47.7,37.6,12044.85689,12097.28422
charge,DC Charging,50.67,37.6,67.7,12097.28422,12097.28422
trip,0,20.48,67.7,63.3,12097.28422,12111.05994
charge,120,46.86,63.3,69.6,12111.05994,12111.05994
trip,0,45.32,69.6,62.2,12111.05994,12147.88352
trip,0,31.81,62.2,59.2,12147.88352,12169.50716
trip,0,20.39,59.2,57.6,12169.50716,12185.09944
trip,0,13.1,57.6,55.0,12185.09944,12197.0779
trip,0,23.6,55.0,52.0,12197.0779,12207.59439
trip,0,137.7,52.0,35.0,12207.59439,12298.10664
charge,DC Charging,41.97,35.0,67.3,12298.10664,12298.10664
trip,0,18.53,67.3,64.5,12298.10664,12312.64074
trip,0,20.22,64.5,62.0,12312.64074,12329.116
trip,0,26.61,62.0,57.4,12329.116,12353.54473
charge,120,205.48,57.4,64.3,12353.54473,12353.54473
trip,0,24.0,64.3,61.8,12353.54473,12370.30532
trip,0,111.01,61.8,48.5,12370.30532,12444.52048
charge,120,41.7,48.5,55.5,12444.52048,12444.52048
trip,0,56.43,55.5,54.1,12444.52048,12456.94904
trip,0,180.58,54.1,39.6,12456.94904,12530.07573
trip,0,110.97,39.6,22.3,12530.07573,12615.17783
trip,0,13.84,22.3,19.0,12615.17783,12625.35386
charge,240,69.1,19.0,25.2,12625.35386,12625.35386
trip,0,33.07,25.2,24.8,12625.35386,12631.1284
charge,DC Charging,33.72,24.8,57.2,12631.1284,12631.1284
trip,0,11.86,57.2,54.4,12631.1284,12640.79439
charge,120,26.4,54.4,62.6,12640.79439,12640.79439
charge,DC Charging,35.24,62.6,96.6,12640.79439,12640.79439
trip,0,14.19,96.6,95.9,12640.79439,12649.27813
charge,120,136.92,95.9,98.2,12649.27813,12649.27813
trip,0,28.12,98.2,95.9,12649.27813,12668.83388
trip,0,55.46,95.9,87.1,12668.83388,12712.70277
trip,0,38.56,87.1,82.8,12712.70277,12738.41066
trip,0,13.77,82.8,81.5,12738.41066,12748.92243
trip,0,49.75,81.5,73.3,12748.92243,12787.44275
trip,0,105.88,73.3,56.5,12787.44275,12866.35901
trip,0,41.74,56.5,50.0,12866.35901,12895.99877
trip,0,141.5,50.0,27.1,12895.99877,13009.53741
trip,0,54.37,27.1,18.9,13009.53741,13048.9453
trip,0,75.57,18.9,17.4,13048.9453,13063.20776
trip,0,29.03,17.4,14.7,13063.20776,13085.09188
trip,0,21.62,14.7,11.3,13085.09188,13104.03929
charge,DC Charging,37.77,11.3,32.2,13104.03929,13104.03929
trip,0,12.91,32.2,30.8,13104.03929,13111.72695
trip,0,27.97,30.8,27.4,13111.72695,13134.54952
trip,0,23.58,27.4,24.8,13134.54952,13152.19889
trip,0,11.24,24.8,22.6,13152.19889,13161.5689
trip,0,27.06,22.6,20.3,13161.5689,13183.08228
trip,0,10.32,20.3,19.0,13183.08228,13190.95637
trip,0,22.94,19.0,16.6,13190.95637,13207.2167
charge,DC Charging,169.92,16.6,73.2,13207.2167,13207.2167
trip,0,98.5,73.2,56.3,13207.2167,13282.50741
trip,0,32.85,56.3,50.4,13282.50741,13304.30042
charge,240,88.07,50.4,72.2,13304.30042,13304.30042
trip,0,12.93,72.2,70.2,13304.30042,13315.48709
trip,0,142.38,70.2,47.6,13315.48709,13420.80171
trip,0,24.94,47.6,44.1,13420.80171,13437.89998
trip,0,146.01,44.1,32.8,13437.89998,13492.21444
trip,0,94.07,32.8,28.3,13492.21444,13517.29763
trip,0,35.47,28.3,26.3,13517.29763,13527.39065
trip,0,15.96,26.3,23.7,13527.39065,13536.72869
charge,120,710.5,23.7,46.4,13536.72869,13536.72869
trip,0,41.4,46.4,41.0,13536.72869,13568.97577
trip,0,15.15,41.0,38.4,13568.97577,13578.6727
charge,120,105.52,38.4,43.1,13578.6727,13578.6727
trip,0,27.1,43.1,41.4,13578.6727,13592.80944
charge,240,95.24,41.4,57.5,13592.80944,13592.80944
trip,0,99.67,57.5,47.0,13592.80944,13640.14915
trip,0,42.39,47.0,41.3,13640.14915,13674.3807
trip,0,41.87,41.3,42.1,13674.3807,13679.2342
trip,0,17.33,42.1,40.0,13679.2342,13692.34797
charge,DC Charging,33.97,40.0,63.8,13692.34797,13692.34797
trip,0,43.19,63.8,57.7,13692.34797,13726.71537
trip,0,55.33,57.7,52.2,13726.71537,13765.48288
trip,0,118.55,52.2,37.7,13765.48288,13846.74486
charge,240,51.28,37.7,56.3,13846.74486,13846.74486
trip,0,160.67,56.3,34.5,13846.74486,13953.42997
trip,0,24.76,34.5,29.4,13953.42997,13973.42748
charge,DC Charging,28.54,29.4,56.9,13973.42748,13973.42748
trip,0,40.85,56.9,49.7,13973.42748,14005.13054
trip,0,18.02,49.7,47.0,14005.13054,14014.81204
charge,120,440.3,47.0,59.6,14014.81204,14014.81204
trip,0,32.66,59.6,56.8,14014.81204,14035.84557
trip,0,10.25,56.8,55.3,14035.84557,14043.18807
charge,120,125.35,55.3,60.1,14043.18807,14043.18807
trip,0,19.02,60.1,57.5,14043.18807,14055.55457
trip,0,31.47,57.5,54.4,14055.55457,14076.49403
trip,0,32.73,54.4,50.5,14076.49403,14095.78392
charge,240,79.63,50.5,58.1,14095.78392,14095.78392
trip,0,114.62,58.1,37.6,14095.78392,14188.77139
trip,0,33.14,37.6,31.2,14188.77139,14214.68131
charge,240,115.52,31.2,39.4,14214.68131,14214.68131
trip,0,144.31,39.4,19.3,14214.68131,14308.09988
charge,DC Charging,39.02,19.3,45.4,14308.09988,14308.09988
trip,0,109.27,45.4,26.5,14308.09988,14395.5827
charge,DC Charging,39.87,26.5,62.5,14395.5827,14395.5827
charge,120,1451.41,62.5,72.6,14395.5827,14395.5827
trip,0,118.71,72.6,70.6,14395.5827,14415.95159
trip,0,137.43,70.6,68.0,14415.95159,14437.68336
trip,0,29.52,68.0,64.7,14437.68336,14460.81468
trip,0,34.09,64.7,63.7,14460.81468,14471.16385
trip,0,53.75,63.7,55.1,14471.16385,14512.10899
trip,0,59.78,55.1,46.4,14512.10899,14556.27887
trip,0,41.9,46.4,40.8,14556.27887,14591.15136
trip,0,12.33,40.8,38.5,14591.15136,14599.98467
