event,charge_mode,delta_soc,duration,delta_odo,vin,avg_speed
trip,0,-4.506275475025177,0.9713698234409094,0.5460366414918099,-2.47174e+18,33.727832282718204
trip,0,-3.4517235040664644,1.064842997118831,0.5803887435322395,-2.47174e+18,32.70277844354201
trip,0,-2.38476464748382,1.1147837389726192,0.5927533235808369,-2.47174e+18,31.903227658870392
trip,0,-1.367558234930044,1.1163627211935818,0.5827117306107539,-2.47174e+18,31.318408589695785
trip,0,-65.18639627099037,1905.8806396722791,336.5499687753618,-2.47174e+18,10.595101133927223
trip,0,-70.10635353066027,1741.83696269989,359.06117886677384,-2.47174e+18,12.368362363038395
trip,0,-71.33878349959849,708.6682891845703,368.6693214587867,-2.47174e+18,31.213699872164142
trip,0,-71.3108438072726,322.03479865193367,351.71751100569963,-2.47174e+18,65.53034252410369
trip,0,-67.60410848222672,296.2802368104458,319.5204344317317,-2.47174e+18,64.70639510852448
trip,0,-58.84204891696572,114.46499383449554,218.65865111723545,-2.47174e+18,114.61599417900274
charge,120,24.43166945576668,520.4906932711601,0.0207378413572314,-2.47174e+18,0.0023905720073762325
charge,120,29.68936618566512,788.9792398810387,0.0210943457766461,-2.47174e+18,0.0016041749676323558
charge,120,33.37881591916084,833.5694514513016,0.0200102183659964,-2.47174e+18,0.0014403276174162023
charge,120,34.36193253993987,878.0428858995438,0.020507744815859,-2.47174e+18,0.0014013719702209585
charge,120,34.84880704283714,893.311332821846,0.0205305218157718,-2.47174e+18,0.001378949604339088
charge,120,35.06646045446395,899.9975143074989,0.0205084877684385,-2.47174e+18,0.001367236294039237
charge,120,35.16420839428902,901.5842124223708,0.0204343053292177,-2.47174e+18,0.0013598932887909565
charge,120,35.193984919786445,901.2518829703332,0.0203620614458941,-2.47174e+18,0.0013555851697386822
charge,120,35.213319677114484,899.5792345404625,0.0202688745548584,-2.47174e+18,0.001351890335610902
charge,120,35.22519364953041,897.3614693284035,0.0201711130021067,-2.47174e+18,0.0013486948364656005
trip,0,-72.85787849007174,268.04264625906944,369.89845445752144,-2.47174e+18,82.79991104848428
trip,0,-69.09033940732479,840.8105154633522,365.1894416436553,-2.47174e+18,26.0598150185413
trip,0,-70.29670763053,612.0048351287842,367.5718997977674,-2.47174e+18,36.036176059336455
trip,0,-71.55028446987271,346.6085584759712,365.5772721357643,-2.47174e+18,63.28359699077219
trip,0,-72.48626104025169,288.9006874859333,363.20211750268936,-2.47174e+18,75.43120523457539
trip,0,-73.02095890901983,185.15283313393593,361.81372717022896,-2.47174e+18,117.24813097788247
trip,0,-73.10589728588238,206.9226036518812,360.05905624106526,-2.47174e+18,104.40398000601668
trip,0,-14.658592668175691,396.50430473685265,1.0755139156244695,-2.47174e+18,0.16274939304957922
charge,120,26.018485146760938,680.2246767282486,0.0271686971736926,-2.47174e+18,0.002396446183431822
charge,120,25.832739913463584,720.8213460445404,0.0300897005417937,-2.47174e+18,0.0025046178812746555
charge,240,26.39565446972847,626.522496342659,0.0296528031499292,-2.47174e+18,0.0028397514843947207
charge,240,26.52509409189224,511.92201751470566,0.0313150439760647,-2.47174e+18,0.003670290736244623
charge,240,26.674809396266937,392.04741910099983,0.0340096229147093,-2.47174e+18,0.005204924903119593
charge,240,26.786488020420062,324.27574279904366,0.036927935143467,-2.47174e+18,0.0068326914911458324
charge,240,27.129076272249225,278.6631578207016,0.0379380534704978,-2.47174e+18,0.008168583267453252
charge,240,27.68407207131385,265.81688019633293,0.0368187954095446,-2.47174e+18,0.008310712709219254
charge,240,28.467254644632337,270.9775465428829,0.0341661024863242,-2.47174e+18,0.007565077532558733
trip,0,0.7615799129009275,304.45319402217865,0.6374696471248171,-2.47174e+18,0.12562909366193986
charge,240,36.73446214199066,451.9414637088776,0.0148338214698924,-2.47174e+18,0.001969346385900243
trip,0,-10.063319545984273,0.1534294996090466,0.1939319322191295,-2.47174e+18,75.83884430827986
trip,0,-16.49521558880806,0.2712735577952117,0.3271800480833917,-2.47174e+18,72.36533868082742
trip,0,-23.473809805512424,0.5790208350517787,0.6874160486404435,-2.47174e+18,71.2322604328017
trip,0,-28.97739602029323,1.5216458168579263,1.7974952881922943,-2.47174e+18,70.87701756657043
trip,0,-31.869707515835756,3.4590745819732547,4.088751357339788,-2.47174e+18,70.92217170421338
trip,0,-32.80104828774929,5.4477726998738945,6.801536398474127,-2.47174e+18,74.90991390259256
trip,0,-31.93122568428516,6.301916824188083,8.133992241695523,-2.47174e+18,77.4430301314884
charge,120,26.03528856635093,470.1856682002544,0.018175865695639,-2.47174e+18,0.0023194070247029917
charge,120,29.0679310977459,778.9394665360451,0.0209000003885648,-2.47174e+18,0.001609881225932028
charge,120,32.69065010547638,829.8038157820702,0.0201327546355969,-2.47174e+18,0.0014557239375879898
charge,120,34.033308279514316,878.3263866305351,0.0206718148863274,-2.47174e+18,0.0014121275553815003
charge,120,34.71304740309715,895.3357245326042,0.0206897214193304,-2.47174e+18,0.0013865003385270574
charge,120,34.991369652748105,903.4358798861504,0.0207044442629467,-2.47174e+18,0.0013750468444239238
charge,120,35.129735571146014,904.5344084501266,0.0206179095491734,-2.47174e+18,0.0013676368321577372
charge,120,35.19490086436271,901.183228611946,0.0204653896396393,-2.47174e+18,0.0013625679433356477
charge,120,35.21383593678475,893.898865878582,0.020254111811937,-2.47174e+18,0.0013594901561059666
charge,120,35.197657024860376,882.8583390712738,0.0199935088121492,-2.47174e+18,0.0013587803112228478
trip,0,0.3650175452232389,7.373939812649041,1.1353292809508275,-2.47174e+18,9.237905188783749
charge,240,41.96735342741012,567.6102914214134,0.0302054442986445,-2.47174e+18,0.0031929066215135556
charge,240,42.9237161397934,664.0959030389786,0.0428829972488529,-2.47174e+18,0.0038744100410150477
trip,0,-64.71704753488302,704.0024401545525,345.1644718386233,-2.47174e+18,29.41732461292446
trip,0,-69.18297471106052,620.883779168129,346.4470738247037,-2.47174e+18,33.47941293833247
trip,0,-66.96157075986265,660.6800104379654,251.97654766961932,-2.47174e+18,22.88338169964463
trip,0,-70.5038354858756,460.5985900461674,311.24529713764787,-2.47174e+18,40.54445287465391
trip,0,-58.39816760346293,246.83130276203156,114.3811981100589,-2.47174e+18,27.803896061027494
trip,0,-54.7305850058794,96.17098993062972,134.35755667090416,-2.47174e+18,83.82416990892114
trip,0,-71.22631149049847,809.34928804636,369.65094624459743,-2.47174e+18,27.403566176245796
trip,0,-70.9276716645807,346.94865345954895,354.56117298826575,-2.47174e+18,61.31648060071304
trip,0,-66.30326057597995,167.37838447093964,287.1966507844627,-2.47174e+18,102.95116123587368
trip,0,-58.893147175014015,132.18152457475662,222.2310872823,-2.47174e+18,100.87540811648678
trip,0,-46.52484155297279,131.02937266230583,173.55809002183378,-2.47174e+18,79.47443530961627
trip,0,-36.21889131069183,136.50808753073215,148.64188004471362,-2.47174e+18,65.33321918142752
trip,0,-27.85219141542911,120.86268141120672,116.75927189737558,-2.47174e+18,57.96293969358321
trip,0,-21.147968396544456,75.77912326902151,81.03679248131812,-2.47174e+18,64.16288997720243
trip,0,-14.432828983664514,30.595567362383008,44.26687487633899,-2.47174e+18,86.81036900286034
trip,0,-1.411998200416562,0.2821377931104507,0.1955166555744654,-2.47174e+18,41.57897176815124
trip,0,-8.29417259693146,0.4023229348822497,0.3067164924359531,-2.47174e+18,45.74183560164996
trip,0,-12.538976180553432,0.5972324450849555,0.4611109318648232,-2.47174e+18,46.324770429968595
trip,0,-16.15027086138725,0.9243566676741466,0.7192769371249597,-2.47174e+18,46.688272759569806
trip,0,-18.206274998188015,1.4278814817080274,1.093821764094173,-2.47174e+18,45.962712372419595
trip,0,-18.756607806682588,2.0631977668963373,1.5458629950298928,-2.47174e+18,44.955350955676835
trip,0,-18.1318753182888,2.6451222309842706,1.9478359582135456,-2.47174e+18,44.18327294059468
charge,240,29.563881778717032,355.3672250211239,0.0144672610497309,-2.47174e+18,0.0024426441209716397
charge,240,38.47119297981261,371.69693183898926,0.0080059634392455,-2.47174e+18,0.0012923372920463337
charge,240,40.3187364578247,395.8671193420887,0.0082188571888082,-2.47174e+18,0.0012456993956660297
charge,240,41.74542838335037,306.94131150841713,0.0091292155582323,-2.47174e+18,0.0017845526586241786
trip,0,0.7521956443786593,0.0914854422298958,0.1165702503203647,-2.47174e+18,76.45167196815821
trip,0,-2.5034377574920654,0.1254410142428241,0.1468924124692421,-2.47174e+18,70.26047103775475
trip,0,-4.075198650360107,0.1893728892464423,0.1833256622685439,-2.47174e+18,58.08402554284459
trip,0,-4.3359014570713015,0.2807733615045436,0.2216031845309771,-2.47174e+18,47.355600262824304
trip,0,-3.775010305643079,0.3780446756863966,0.2564924357830023,-2.47174e+18,40.708273748434934
trip,0,-2.417871880531308,0.4616036518709734,0.279767610165436,-2.47174e+18,36.36465296989931
trip,0,-0.4622469425201387,0.5146688068052754,0.2856983089295681,-2.47174e+18,33.306659174041826
trip,0,-68.69270652942359,783.676970243454,358.4292214214802,-2.47174e+18,27.442114674631714
trip,0,-69.56051613651215,738.4805765748024,361.3695648908615,-2.47174e+18,29.360520210317887
trip,0,-72.38228350635617,598.8412590622902,360.29754776135087,-2.47174e+18,36.099471334910824
trip,0,-66.72649774774908,796.1584737896919,362.3479436673224,-2.47174e+18,27.307222538941755
trip,0,-72.35774972271173,485.3545162975788,340.1350057683885,-2.47174e+18,42.04782207814209
trip,0,-71.82337152380495,349.68285593390465,353.13500271365047,-2.47174e+18,60.592333319377545
trip,0,-70.93327453918755,264.52218371629715,323.69275115802884,-2.47174e+18,73.42130930807514
trip,0,-71.00346946101635,194.8251115232706,290.2591028138995,-2.47174e+18,89.39066444088135
trip,0,-69.68790841437875,139.00427940487862,235.6024367138743,-2.47174e+18,101.6957626294225
trip,0,-65.5817002557218,364.0585314631462,345.99441331252456,-2.47174e+18,57.02287683059827
trip,0,-69.23931987434625,507.1702181696892,342.59714894369245,-2.47174e+18,40.5304337679859
trip,0,-63.44502742290496,1002.4907058477402,225.89323953911665,-2.47174e+18,13.519920227974202
trip,0,-61.943129161745304,827.4556837677956,232.3229078091681,-2.47174e+18,16.84606770126655
trip,0,-60.27017408758401,375.2721354961395,129.4218754749745,-2.47174e+18,20.692483651183192
trip,0,-55.555984297394744,96.10036477446556,129.33603656105697,-2.47174e+18,80.75060081067808
trip,0,0.0007963478565216,0.1533933629543753,0.139409151941436,-2.47174e+18,54.53005889814201
trip,0,-4.387460809946063,0.2081439711037092,0.1826411552920035,-2.47174e+18,52.64850698971279
trip,0,-11.8856953650713,0.3279080835054628,0.3044502779412141,-2.47174e+18,55.707735171367084
trip,0,-18.00408855974674,0.5742089723353274,0.5353070414130343,-2.47174e+18,55.93507596050849
trip,0,-22.21365742087364,1.0736434502759948,0.9689432126615428,-2.47174e+18,54.14888224274805
trip,0,-24.30400947928428,1.920920461183414,1.6731462913448922,-2.47174e+18,52.26076743377881
trip,0,-24.53668021857738,2.89072302239947,2.505295798298903,-2.47174e+18,52.000052143758
trip,0,-23.23055157959461,3.534881125437096,3.0563470945344307,-2.47174e+18,51.87750851151759
trip,0,-20.818294963240625,3.754581414861605,3.1307083927094936,-2.47174e+18,50.030211841735635
trip,0,-21.559710463881498,143.97694046795368,54.23662910889834,-2.47174e+18,22.602214882168706
trip,0,-14.8745599091053,512.4950196146965,52.93835498392582,-2.47174e+18,6.197721299659756
trip,0,-4.1648279905319185,1863.041731953621,20.703985932748765,-2.47174e+18,0.6667801019477381
charge,120,31.869414198398587,1937.746851325035,13.938760037301108,-2.47174e+18,0.43159693520657016
charge,120,34.83500958681107,1938.1630132198336,21.61860823910683,-2.47174e+18,0.6692504631958355
charge,240,27.712641215324396,1933.5182840824127,30.59108527097851,-2.47174e+18,0.949287695580166
charge,240,14.310931533575058,1923.953973054886,37.16517277993262,-2.47174e+18,1.1590247989432243
trip,0,0.3971422195434542,0.2005765592039097,0.1574810276651987,-2.47174e+18,47.10850409147781
trip,0,-0.3935760796070155,0.2376884439436253,0.1785837976985931,-2.47174e+18,45.080138033370126
trip,0,-1.2534065604209843,0.2733766651363112,0.2011866495267895,-2.47174e+18,44.15592298482544
trip,0,-2.1439877986908016,0.3082681563973892,0.2254394394367409,-2.47174e+18,43.878571579633366
trip,0,-3.032720494270322,0.3428950859815813,0.2513509397722373,-2.47174e+18,43.981547134636756
trip,120,-33.71826685965061,1280.7372311353683,199.14301173761487,-2.47174e+18,9.329455265124544
trip,0,-65.17131232917308,926.3984978199004,264.41920030117035,-2.47174e+18,17.125623644042804
trip,0,-43.06844142675399,1691.864825963974,74.5313952639699,-2.47174e+18,2.643168441834736
trip,0,-44.24489313066005,1658.552460551262,37.061404736246914,-2.47174e+18,1.340737985119697
trip,0,-44.585466304421416,1164.885383963585,28.29919134126976,-2.47174e+18,1.4576124860446054
trip,0,-41.14843632429838,230.7168835401535,50.35241825412959,-2.47174e+18,13.094599098648025
trip,0,-37.26261015534401,73.08124083280563,98.4988575708121,-2.47174e+18,80.86796812562878
trip,0,-33.56143216788769,65.79724578559399,125.04141966998576,-2.47174e+18,114.02430437053006
trip,0,-28.43188024759292,39.389978516846895,82.64932652190328,-2.47174e+18,125.89393998255862
trip,0,-24.729532349109647,22.370716765522957,44.91853379504755,-2.47174e+18,120.47499666423182
charge,120,12.4517638862133,73.69532818347216,0.0148054984665577,-2.47174e+18,0.012054087143514344
trip,0,-0.4702406406402559,0.0873102726109209,0.1054258845815638,-2.47174e+18,72.44912752800886
trip,0,-15.05497184693813,0.3162066153308842,0.5990345418686047,-2.47174e+18,113.66641546858804
trip,0,-9.063133049011228,0.3628654710191767,0.3946480010854429,-2.47174e+18,65.25525837060202
trip,0,-4.206361913681036,0.3468338089878671,0.2898135397772421,-2.47174e+18,50.13586315987673
trip,0,-1.6142221093177795,0.3416568454122171,0.2502132647423423,-2.47174e+18,43.94115348816513
trip,0,-66.46862604245543,519.5761842727661,350.35197798907757,-2.47174e+18,40.45820288850851
trip,0,-68.90042922832072,510.4686865210533,355.0611711367965,-2.47174e+18,41.73354963924738
trip,0,-70.09754172749817,433.79250463843346,347.18096498027444,-2.47174e+18,48.020326944512355
trip,0,-71.37043302766978,262.00179809331894,342.1699831299484,-2.47174e+18,78.35900034733548
trip,0,-69.97073908895254,146.18988163769245,293.2323797531426,-2.47174e+18,120.34993522186608
trip,0,-61.27055314108729,80.62605037540197,162.55822092108428,-2.47174e+18,120.97198374287139
trip,0,-56.54882242083549,78.58883377164602,154.25926828756928,-2.47174e+18,117.77189777555216
trip,0,-7.599715909361834,0.1730735344608547,0.2102673791741836,-2.47174e+18,72.89411861698865
trip,0,-9.808828508853908,0.3053534680511802,0.2835462339644437,-2.47174e+18,55.7150182260747
trip,0,-11.572550567984578,0.4801393140514847,0.388893739800551,-2.47174e+18,48.597612620263426
trip,0,-12.391046968102458,0.7161240497371182,0.5267151195293991,-2.47174e+18,44.13049273148283
trip,0,-12.081020545959475,1.0026598001131788,0.6816958641138626,-2.47174e+18,40.793249955981906
trip,0,-10.65641031265259,1.2947158984607086,0.818470814396278,-2.47174e+18,37.929748852363375
trip,0,-8.510568666458127,1.531266669742763,0.9044483247416792,-2.47174e+18,35.43922202239081
trip,0,-6.176825153827664,1.6781002962961793,0.9331347914849176,-2.47174e+18,33.36396972974096
charge,120,21.13204573392868,1472.3331316709518,0.1142387990857969,-2.47174e+18,0.004655419210303875
trip,0,-1.825738692283636,3.899246382527054,0.7713260155142052,-2.47174e+18,11.868847564554024
charge,DCCharging,24.731982702016825,26.192606577649713,0.0067132720415656,-2.47174e+18,0.015378245051702651
trip,0,-2.3636895954608974,0.3589856352482456,0.2261643850470136,-2.47174e+18,37.80057409104125
trip,0,-10.257512286305428,0.5080025419592857,0.3794130044843768,-2.47174e+18,44.812335350257186
trip,0,-16.571214008331296,0.8003981754882261,0.6473389191232855,-2.47174e+18,48.52626647194109
trip,0,-20.78467147052288,1.331452800775878,1.0996969670522958,-2.47174e+18,49.556257634283504
trip,0,-42.86849072575569,39.5445059761405,85.36851306259632,-2.47174e+18,129.52774746626613
trip,0,-40.033267557621,39.04019132629037,78.34419391304255,-2.47174e+18,120.40544564690822
trip,0,-38.41192491948604,36.84908336028457,70.46505848877132,-2.47174e+18,114.73564940513704
trip,0,-37.50337867736816,33.385454066097736,61.475934388116,-2.47174e+18,110.4839268019007
charge,240,33.37023934721947,868.7481917738914,0.0780017438009963,-2.47174e+18,0.005387182007830717
charge,240,41.53386183977126,1179.5303528308868,0.0527069986701462,-2.47174e+18,0.002681083969241594
charge,240,47.42027958035469,1391.7711542844772,0.0487798063686568,-2.47174e+18,0.002102923582738067
charge,240,51.3230694591999,1537.1424930095673,0.0511326216173984,-2.47174e+18,0.001995883472739836
charge,240,53.070042222738266,1588.1322673559189,0.0513790012028039,-2.47174e+18,0.0019411104071959241
charge,120,53.47037661671638,1587.050858259201,0.0500519943389008,-2.47174e+18,0.0018922642867463615
charge,120,52.73786243200301,1533.1172415018082,0.0465497544028039,-2.47174e+18,0.001821768869699937
charge,120,50.39561728835105,1405.091158747673,0.0419910661671565,-2.47174e+18,0.0017930964509626072
trip,0,-21.05545383095741,0.256897057959577,0.5362175160407787,-2.47174e+18,125.23713279546074
trip,0,-23.461257201433177,0.6051212089369074,0.8473275768774329,-2.47174e+18,84.0156548172595
trip,0,-29.098787820339204,1.5423865331104023,2.207232292945264,-2.47174e+18,85.86300174032728
trip,0,-33.44619801342487,4.22478329250589,6.35828776366543,-2.47174e+18,90.2998424787001
trip,0,-36.20106786191463,7.4408894861117005,12.030709530925378,-2.47174e+18,97.01025303531655
charge,240,20.19296106696129,157.65888047218323,0.0308485275413659,-2.47174e+18,0.011739977138861659
charge,240,39.78388311266899,224.7877825498581,0.0059005245706202,-2.47174e+18,0.0015749587020312706
charge,240,41.712346130609504,243.36878755688667,0.0056607538235766,-2.47174e+18,0.001395598970698759
charge,240,42.66466203331947,256.6832326054573,0.0057519368064049,-2.47174e+18,0.0013445218251352058
charge,240,43.20524419546128,246.7227618098259,0.0061992327827056,-2.47174e+18,0.001507578645090875
charge,240,42.955815833806994,179.15457773208618,0.0083121851032501,-2.47174e+18,0.0027838033083409422
charge,240,25.103747951984403,366.97257658839226,0.0222636485730163,-2.47174e+18,0.003640105554479276
charge,120,30.60045625567436,679.8382827043533,0.017813622655467,-2.47174e+18,0.001572164125674613
charge,120,31.70749185085296,716.9265201687813,0.0181463181963863,-2.47174e+18,0.0015186759886171514
charge,120,32.42319428920746,629.0534124970436,0.0174731894010164,-2.47174e+18,0.001666617402009422
charge,240,32.69910177588463,370.55557519197464,0.0197415667132645,-2.47174e+18,0.0031965353703886827
charge,240,34.95651379823684,190.63068026304245,0.0270434904023204,-2.47174e+18,0.008511795802754627
charge,240,39.12582689523697,230.47546081244943,0.0226599477339277,-2.47174e+18,0.005899095978560775
charge,240,44.52362151145935,433.0606327056885,0.014041516201587,-2.47174e+18,0.001945434215138608
charge,240,48.41539507508277,621.4803720116615,0.0133592353311087,-2.47174e+18,0.0012897496943821125
charge,240,50.4093231499195,831.681721329689,0.0174951656631492,-2.47174e+18,0.0012621534330593204
trip,0,-13.875314337015148,0.2170802814216585,0.3445306214161974,-2.47174e+18,95.22669286031879
trip,0,-10.221986126899722,0.3508431679510977,0.3450802742445376,-2.47174e+18,59.01444960603649
trip,0,-41.819005593657494,16.93981764279306,36.462259599007666,-2.47174e+18,129.14752815365864
