event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,37.68,54.3,46.9,4155.08534,4185.20947
trip,0,101.04,46.9,35.7,4185.20947,4239.49012
charge,DC Charging,88.91,35.7,58.5,4239.49012,4239.49012
trip,0,44.78,58.5,53.4,4239.49012,4268.73774
trip,0,180.03,53.4,27.3,4268.73774,4407.61965
trip,0,124.18,27.3,6.7,4407.61965,4511.24937
trip,0,29.08,6.7,6.1,4511.24937,4518.75466
charge,DC Charging,77.27,6.1,60.0,4518.75466,4518.75466
trip,0,21.83,60.0,56.8,4518.75466,4534.34567
trip,0,244.95,56.8,34.8,4534.34567,4647.25186
trip,0,119.55,34.8,17.0,4647.25186,4733.55782
trip,0,375.72,17.0,14.7,4733.55782,4765.93146
charge,DC Charging,144.35,14.7,69.3,4765.93146,4765.93146
trip,0,17.09,69.3,66.5,4765.93146,4777.22475
charge,120,81.76,66.5,71.8,4777.22475,4777.22475
trip,0,16.55,71.8,70.1,4777.22475,4785.07479
trip,0,137.17,70.1,46.4,4785.07479,4900.25822
trip,0,36.78,46.4,39.7,4900.25822,4927.52184
charge,120,781.58,39.7,55.4,4927.52184,4927.52184
trip,0,234.64,55.4,23.1,4927.52184,5101.75968
charge,DC Charging,47.12,23.1,45.9,5101.75968,5101.75968
trip,0,179.76,45.9,39.3,5101.75968,5137.42715
charge,120,1444.35,39.3,49.0,5137.42715,5137.42715
trip,0,13.46,49.0,47.4,5137.42715,5145.78859
charge,120,51.11,47.4,59.7,5145.78859,5145.78859
trip,0,141.5,59.7,36.8,5145.78859,5259.32723
trip,0,54.37,36.8,28.6,5259.32723,5298.73512
trip,0,75.57,28.6,27.1,5298.73512,5312.99758
trip,0,29.03,27.1,24.4,5312.99758,5334.8817
trip,0,21.62,24.4,21.0,5334.8817,5353.82911
charge,DC Charging,37.77,21.0,41.9,5353.82911,5353.82911
trip,0,12.91,41.9,40.6,5353.82911,5361.51677
trip,0,27.97,40.6,37.1,5361.51677,5384.33934
trip,0,23.58,37.1,34.5,5384.33934,5401.98871
trip,0,11.24,34.5,32.3,5401.98871,5411.35873
trip,0,67.1,32.3,23.5,5411.35873,5456.16809
charge,120,954.09,23.5,43.4,5456.16809,5456.16809
trip,0,20.64,43.4,41.5,5456.16809,5465.90463
trip,0,93.11,41.5,32.4,5465.90463,5503.96675
charge,DC Charging,75.93,32.4,78.1,5503.96675,5503.96675
trip,0,12.32,78.1,76.1,5503.96675,5512.54685
trip,0,27.89,76.1,73.1,5512.54685,5527.88819
trip,0,67.18,73.1,68.5,5527.88819,5554.26551
trip,0,18.09,68.5,65.6,5554.26551,5564.10925
charge,120,197.23,65.6,74.1,5564.10925,5564.10925
trip,0,19.77,74.1,71.7,5564.10925,5575.20373
charge,120,235.08,71.7,77.6,5575.20373,5575.20373
trip,0,19.61,77.6,75.7,5575.20373,5588.28292
trip,0,13.53,75.7,74.3,5588.28292,5595.25235
charge,240,78.7,74.3,80.9,5595.25235,5595.25235
trip,0,113.0,80.9,60.1,5595.25235,5692.89351
trip,0,123.16,60.1,45.2,5692.89351,5761.35885
trip,0,76.94,45.2,32.2,5761.35885,5825.87448
charge,DC Charging,34.04,32.2,65.9,5825.87448,5825.87448
trip,0,21.83,65.9,60.7,5825.87448,5844.63491
charge,240,50.6,60.7,67.5,5844.63491,5844.63491
trip,0,11.65,67.5,65.4,5844.63491,5853.11769
trip,0,18.93,65.4,63.5,5853.11769,5867.54199
trip,0,20.49,63.5,61.3,5867.54199,5880.7597
trip,0,26.0,61.3,59.0,5880.7597,5898.60989
trip,0,59.2,59.0,53.1,5898.60989,5928.82291
charge,120,155.54,53.1,59.8,5928.82291,5928.82291
trip,0,59.76,59.8,47.3,5928.82291,5983.93211
trip,0,18.47,47.3,43.5,5983.93211,5995.67599
charge,DC Charging,60.17,43.5,98.7,5995.67599,5995.67599
trip,0,27.55,98.7,94.9,5995.67599,6010.39576
trip,0,141.82,94.9,81.0,6010.39576,6085.27344
trip,0,60.02,81.0,74.4,6085.27344,6122.29581
trip,0,107.16,74.4,64.7,6122.29581,6171.51117
trip,0,74.9,64.7,53.1,6171.51117,6228.18433
trip,0,39.67,53.1,49.1,6228.18433,6249.69932
trip,0,83.37,49.1,36.0,6249.69932,6319.06586
charge,240,61.08,36.0,57.6,6319.06586,6319.06586
trip,0,34.85,57.6,53.3,6319.06586,6337.72273
charge,240,133.27,53.3,68.6,6337.72273,6337.72273
trip,0,9.4,68.6,66.7,6337.72273,6345.56058
trip,0,8.16,66.7,65.5,6345.56058,6352.45787
trip,0,35.75,65.5,62.3,6352.45787,6367.94981
trip,0,129.69,62.3,52.1,6367.94981,6414.97051
charge,120,453.65,52.1,63.7,6414.97051,6414.97051
trip,0,32.66,63.7,61.0,6414.97051,6436.00404
trip,0,10.25,61.0,59.4,6436.00404,6443.34654
charge,120,125.35,59.4,64.3,6443.34654,6443.34654
trip,0,19.02,64.3,61.7,6443.34654,6455.71304
trip,0,31.47,61.7,58.6,6455.71304,6476.6525
trip,0,32.73,58.6,54.7,6476.6525,6495.94239
charge,240,79.63,54.7,62.3,6495.94239,6495.94239
trip,0,114.62,62.3,41.8,6495.94239,6588.92986
trip,0,33.14,41.8,35.4,6588.92986,6614.83977
charge,120,666.53,35.4,49.0,6614.83977,6614.83977
trip,0,35.46,49.0,46.7,6614.83977,6633.90538
charge,DC Charging,78.9,46.7,80.2,6633.90538,6633.90538
trip,0,55.53,80.2,73.9,6633.90538,6669.10388
trip,0,39.18,73.9,69.2,6669.10388,6696.79164
trip,0,25.38,69.2,66.0,6696.79164,6716.19285
trip,0,79.5,66.0,50.5,6716.19285,6786.20537
charge,240,31.32,50.5,66.4,6786.20537,6786.20537
trip,0,12.27,66.4,64.3,6786.20537,6796.16865
trip,0,11.25,64.3,62.8,6796.16865,6805.64617
trip,0,237.54,62.8,44.4,6805.64617,6900.15746
trip,0,15.2,44.4,42.0,6900.15746,6912.64605
trip,0,62.26,42.0,30.6,6912.64605,6965.96176
trip,0,32.24,30.6,26.4,6965.96176,6989.94475
charge,120,116.77,26.4,30.8,6989.94475,6989.94475
trip,0,28.64,30.8,27.1,6989.94475,7009.43896
charge,DC Charging,80.27,27.1,57.2,7009.43896,7009.43896
trip,0,21.15,57.2,56.3,7009.43896,7023.61626
trip,0,27.6,56.3,52.8,7023.61626,7044.54535
trip,0,44.69,52.8,48.2,7044.54535,7071.38226
charge,120,301.08,48.2,53.6,7071.38226,7071.38226
trip,0,38.94,53.6,48.6,7071.38226,7097.71079
charge,120,57.19,48.6,51.2,7097.71079,7097.71079
trip,0,108.12,51.2,50.5,7097.71079,7111.82032
charge,120,298.53,50.5,53.5,7111.82032,7111.82032
trip,0,187.71,53.5,30.1,7111.82032,7232.91359
trip,0,34.67,30.1,27.1,7232.91359,7249.85301
charge,DC Charging,87.47,27.1,54.7,7249.85301,7249.85301
trip,0,98.25,54.7,47.5,7249.85301,7286.09858
charge,120,499.18,47.5,60.3,7286.09858,7286.09858
trip,0,132.77,60.3,36.0,7286.09858,7403.61161
trip,0,16.82,36.0,32.3,7403.61161,7418.89177
charge,DC Charging,40.22,32.3,65.0,7418.89177,7418.89177
trip,0,70.73,65.0,51.2,7418.89177,7478.76097
trip,0,95.63,51.2,39.3,7478.76097,7547.69666
charge,120,325.96,39.3,46.2,7547.69666,7547.69666
trip,0,74.63,46.2,34.6,7547.69666,7598.87005
charge,240,48.14,34.6,44.3,7598.87005,7598.87005
trip,0,15.33,44.3,41.8,7598.87005,7609.05412
charge,120,51.43,41.8,44.5,7609.05412,7609.05412
trip,0,97.42,44.5,28.3,7609.05412,7684.9174
charge,DC Charging,47.92,28.3,61.8,7684.9174,7684.9174
trip,0,76.97,61.8,51.7,7684.9174,7737.34473
charge,DC Charging,50.67,51.7,81.8,7737.34473,7737.34473
trip,0,20.48,81.8,77.4,7737.34473,7751.12044
charge,120,46.86,77.4,83.6,7751.12044,7751.12044
trip,0,45.32,83.6,76.3,7751.12044,7787.94402
trip,0,31.81,76.3,73.3,7787.94402,7809.56767
trip,0,20.39,73.3,71.7,7809.56767,7825.15994
trip,0,29.52,71.7,68.3,7825.15994,7848.29126
trip,0,34.09,68.3,67.3,7848.29126,7858.64043
trip,0,53.75,67.3,58.7,7858.64043,7899.58557
trip,0,59.78,58.7,50.1,7899.58557,7943.75545
trip,0,41.9,50.1,44.4,7943.75545,7978.62794
trip,0,12.33,44.4,42.2,7978.62794,7987.46125
trip,0,64.28,42.2,31.5,7987.46125,8036.18518
trip,0,40.65,31.5,27.5,8036.18518,8058.2511
trip,0,18.49,27.5,24.7,8058.2511,8070.34331
charge,DC Charging,80.12,24.7,49.7,8070.34331,8070.34331
trip,0,43.19,49.7,43.9,8070.34331,8104.38319
trip,0,17.01,43.9,42.6,8104.38319,8117.32113
trip,0,37.77,42.6,37.1,8117.32113,8147.09091
trip,0,54.06,37.1,29.8,8147.09091,8181.62787
charge,240,74.44,29.8,44.6,8181.62787,8181.62787
trip,0,55.12,44.6,38.8,8181.62787,8212.58412
trip,0,60.29,38.8,32.5,8212.58412,8239.65953
charge,120,78.13,32.5,37.8,8239.65953,8239.65953
trip,0,32.35,37.8,36.0,8239.65953,8247.11124
charge,120,151.68,36.0,40.6,8247.11124,8247.11124
trip,0,41.4,40.6,35.2,8247.11124,8279.35831
trip,0,15.15,35.2,32.6,8279.35831,8289.05525
charge,120,105.52,32.6,37.3,8289.05525,8289.05525
trip,0,27.1,37.3,35.6,8289.05525,8303.19199
charge,240,95.24,35.6,51.7,8303.19199,8303.19199
trip,0,99.67,51.7,41.1,8303.19199,8350.53169
trip,0,42.39,41.1,35.5,8350.53169,8384.76325
trip,0,41.87,35.5,36.3,8384.76325,8389.61675
trip,0,17.33,36.3,34.2,8389.61675,8402.73052
charge,DC Charging,33.97,34.2,57.9,8402.73052,8402.73052
trip,0,20.93,57.9,55.7,8402.73052,8418.74073
trip,0,21.62,55.7,53.9,8418.74073,8435.86774
trip,0,32.07,53.9,51.0,8435.86774,8457.17807
trip,0,80.8,51.0,50.0,8457.17807,8467.82457
charge,120,44.89,50.0,56.2,8467.82457,8467.82457
trip,0,12.99,56.2,54.2,8467.82457,8478.03134
trip,0,19.69,54.2,50.8,8478.03134,8493.04442
charge,240,66.49,50.8,56.7,8493.04442,8493.04442
trip,0,87.14,56.7,40.5,8493.04442,8569.65696
trip,0,23.08,40.5,38.1,8569.65696,8585.08585
charge,120,41.7,38.1,45.2,8585.08585,8585.08585
trip,0,56.43,45.2,43.8,8585.08585,8597.5144
trip,0,180.58,43.8,29.3,8597.5144,8670.6411
trip,0,110.97,29.3,11.9,8670.6411,8755.7432
trip,0,13.84,11.9,8.6,8755.7432,8765.91923
charge,240,69.1,8.6,14.8,8765.91923,8765.91923
trip,0,33.07,14.8,14.5,8765.91923,8771.69376
charge,DC Charging,33.72,14.5,46.9,8771.69376,8771.69376
trip,0,11.86,46.9,44.0,8771.69376,8781.35976
charge,120,26.4,44.0,52.2,8781.35976,8781.35976
trip,0,29.26,52.2,49.6,8781.35976,8801.21345
trip,0,15.49,49.6,47.7,8801.21345,8812.44227
trip,0,17.66,47.7,46.1,8812.44227,8824.19279
charge,120,312.07,46.1,55.0,8824.19279,8824.19279
trip,0,66.23,55.0,43.7,8824.19279,8880.21296
trip,0,90.04,43.7,30.0,8880.21296,8939.8274
charge,120,672.89,30.0,44.5,8939.8274,8939.8274
trip,0,351.68,44.5,37.2,8939.8274,8990.33003
trip,0,88.55,37.2,25.9,8990.33003,9048.82289
trip,0,27.06,25.9,23.5,9048.82289,9070.33627
trip,0,10.32,23.5,22.3,9070.33627,9078.21035
trip,0,22.94,22.3,19.9,9078.21035,9094.47069
charge,DC Charging,169.92,19.9,76.5,9094.47069,9094.47069
trip,0,98.5,76.5,59.6,9094.47069,9169.76139
trip,0,32.85,59.6,53.7,9169.76139,9191.55441
charge,240,88.07,53.7,75.5,9191.55441,9191.55441
trip,0,12.93,75.5,73.5,9191.55441,9202.74108
charge,120,182.54,73.5,78.0,9202.74108,9202.74108
trip,0,82.53,78.0,69.3,9202.74108,9239.27902
trip,0,90.15,69.3,59.4,9239.27902,9292.4641
trip,0,60.11,59.4,53.2,9292.4641,9326.22368
trip,0,122.58,53.2,33.9,9326.22368,9424.46772
trip,0,26.05,33.9,31.1,9424.46772,9445.2179
trip,0,24.33,31.1,28.9,9445.2179,9466.72302
trip,0,30.3,28.9,23.1,9466.72302,9493.84596
trip,0,26.48,23.1,19.1,9493.84596,9510.67043
charge,DC Charging,40.21,19.1,50.1,9510.67043,9510.67043
trip,0,18.03,50.1,48.2,9510.67043,9516.9853
charge,DC Charging,37.79,48.2,71.7,9516.9853,9516.9853
trip,0,23.43,71.7,68.0,9516.9853,9534.06721
trip,0,41.12,68.0,63.2,9534.06721,9556.10967
charge,240,70.2,63.2,72.0,9556.10967,9556.10967
trip,0,51.87,72.0,62.3,9556.10967,9596.84622
trip,0,134.42,62.3,42.0,9596.84622,9698.52771
trip,0,11.62,42.0,40.1,9698.52771,9707.84525
trip,0,37.92,40.1,34.8,9707.84525,9735.9794
charge,120,324.93,34.8,42.6,9735.9794,9735.9794
trip,0,30.27,42.6,37.9,9735.9794,9759.87171
trip,0,16.14,37.9,38.5,9759.87171,9765.22797
trip,0,41.6,38.5,32.5,9765.22797,9795.76003
charge,120,319.66,32.5,41.6,9795.76003,9795.76003
trip,0,26.76,41.6,39.4,9795.76003,9812.50424
trip,0,36.02,39.4,35.2,9812.50424,9840.40156
trip,0,25.36,35.2,32.8,9840.40156,9856.51389
charge,120,748.76,32.8,51.9,9856.51389,9856.51389
trip,0,167.23,51.9,23.8,9856.51389,9999.39679
charge,120,20.4,23.8,33.9,9999.39679,9999.39679
trip,0,8.52,33.9,32.9,9999.39679,10007.67654
trip,0,20.48,32.9,31.8,10007.67654,10024.52136
trip,0,27.51,31.8,29.7,10024.52136,10037.85658
charge,120,87.2,29.7,36.7,10037.85658,10037.85658
trip,0,101.55,36.7,26.3,10037.85658,10082.21394
trip,0,58.87,26.3,15.6,10082.21394,10135.45687
charge,DC Charging,35.53,15.6,50.5,10135.45687,10135.45687
trip,0,82.01,50.5,37.0,10135.45687,10207.06548
charge,240,40.74,37.0,58.5,10207.06548,10207.06548
trip,0,389.09,58.5,52.1,10207.06548,10261.19599
trip,0,33.15,52.1,47.3,10261.19599,10283.68616
charge,DC Charging,36.96,47.3,78.8,10283.68616,10283.68616
trip,0,198.14,78.8,58.5,10283.68616,10384.27542
trip,0,37.97,58.5,56.2,10384.27542,10395.96987
charge,120,742.96,56.2,69.1,10395.96987,10395.96987
trip,0,112.73,69.1,53.1,10395.96987,10473.84648
trip,0,147.46,53.1,36.3,10473.84648,10568.42519
charge,240,39.33,36.3,50.7,10568.42519,10568.42519
trip,0,88.3,50.7,34.3,10568.42519,10642.5258
trip,0,21.32,34.3,31.2,10642.5258,10657.73477
trip,0,75.23,31.2,21.9,10657.73477,10709.84515
trip,0,19.14,21.9,19.6,10709.84515,10722.65869
charge,120,1067.15,19.6,34.7,10722.65869,10722.65869
trip,0,164.25,34.7,10.7,10722.65869,10839.35067
charge,DC Charging,118.3,10.7,80.8,10839.35067,10839.35067
trip,0,15.58,80.8,79.9,10839.35067,10846.75596
charge,240,64.87,79.9,86.4,10846.75596,10846.75596
trip,0,35.16,86.4,81.0,10846.75596,10874.5424
trip,0,50.5,81.0,72.5,10874.5424,10921.19112
trip,0,46.57,72.5,63.9,10921.19112,10959.6325
trip,0,13.39,63.9,61.9,10959.6325,10969.23282
charge,DC Charging,92.06,61.9,84.9,10969.23282,10969.23282
trip,0,58.51,84.9,74.9,10969.23282,11013.33363
charge,120,642.45,74.9,88.6,11013.33363,11013.33363
trip,0,32.32,88.6,86.4,11013.33363,11034.25629
trip,0,44.37,86.4,80.9,11034.25629,11068.50671
trip,0,20.7,80.9,79.2,11068.50671,11084.18202
trip,0,140.03,79.2,58.2,11084.18202,11185.93833
trip,0,269.14,58.2,31.3,11185.93833,11348.00526
trip,0,81.48,31.3,20.7,11348.00526,11404.15071
trip,0,30.99,20.7,16.7,11404.15071,11427.93399
trip,0,18.17,16.7,14.6,11427.93399,11441.45389
charge,DC Charging,39.04,14.6,50.0,11441.45389,11441.45389
trip,0,15.58,50.0,48.2,11441.45389,11451.08921
charge,120,1245.98,48.2,66.6,11451.08921,11451.08921
trip,0,68.76,66.6,61.5,11451.08921,11486.53622
charge,120,164.51,61.5,64.4,11486.53622,11486.53622
trip,0,166.37,64.4,40.9,11486.53622,11600.52134
charge,120,77.48,40.9,41.0,11600.52134,11600.52134
trip,0,163.44,41.0,30.0,11600.52134,11652.1557
trip,0,32.86,30.0,29.0,11652.1557,11657.62006
trip,0,30.16,29.0,27.5,11657.62006,11672.45071
charge,DC Charging,43.32,27.5,53.0,11672.45071,11672.45071
trip,0,36.42,53.0,48.6,11672.45071,11697.40232
charge,120,896.6,48.6,68.0,11697.40232,11697.40232
trip,0,148.69,68.0,44.5,11697.40232,11811.98346
trip,0,27.13,44.5,40.6,11811.98346,11833.11122
trip,0,44.6,40.6,33.6,11833.11122,11869.46693
charge,240,86.52,33.6,58.7,11869.46693,11869.46693
trip,0,12.83,58.7,56.9,11869.46693,11877.95789
trip,0,41.69,56.9,50.8,11877.95789,11907.94091
charge,120,64.99,50.8,57.3,11907.94091,11907.94091
trip,0,162.57,57.3,36.0,11907.94091,12021.29517
charge,DC Charging,80.3,36.0,55.1,12021.29517,12021.29517
trip,0,29.6,55.1,51.4,12021.29517,12040.73034
trip,0,20.29,51.4,49.6,12040.73034,12056.59775
trip,0,44.58,49.6,44.0,12056.59775,12085.70849
charge,120,318.8,44.0,52.3,12085.70849,12085.70849
trip,0,59.44,52.3,42.8,12085.70849,12131.11095
trip,0,13.58,42.8,40.8,12131.11095,12140.29362
trip,0,8.4,40.8,39.4,12140.29362,12148.0703
charge,240,18.74,39.4,56.2,12148.0703,12148.0703
trip,0,22.74,56.2,55.2,12148.0703,12165.12007
trip,0,46.05,55.2,50.3,12165.12007,12194.23058
trip,0,105.44,50.3,32.6,12194.23058,12280.1767
trip,0,16.14,32.6,30.3,12280.1767,12291.18794
trip,0,18.14,30.3,28.6,12291.18794,12305.50119
trip,0,20.98,28.6,27.0,12305.50119,12323.95682
charge,DC Charging,39.54,27.0,58.7,12323.95682,12323.95682
trip,0,267.71,58.7,47.3,12323.95682,12381.92936
charge,240,30.98,47.3,69.1,12381.92936,12381.92936
trip,0,84.41,69.1,52.5,12381.92936,12458.23315
trip,0,23.3,52.5,49.4,12458.23315,12474.22286
trip,0,104.45,49.4,34.5,12474.22286,12540.84517
charge,120,425.27,34.5,47.2,12540.84517,12540.84517
trip,0,64.42,47.2,42.7,12540.84517,12567.25473
charge,120,464.41,42.7,57.8,12567.25473,12567.25473
trip,0,55.76,57.8,48.9,12567.25473,12605.82361
charge,120,188.81,48.9,57.3,12605.82361,12605.82361
trip,0,98.59,57.3,38.8,12605.82361,12690.6489
trip,0,16.89,38.8,34.6,12690.6489,12704.83218
charge,DC Charging,37.77,34.6,59.1,12704.83218,12704.83218
trip,0,37.29,59.1,52.6,12704.83218,12735.5227
trip,0,25.86,52.6,49.9,12735.5227,12756.14234
charge,240,65.1,49.9,65.6,12756.14234,12756.14234
trip,0,20.83,65.6,64.1,12756.14234,12770.52842
charge,120,81.39,64.1,69.8,12770.52842,12770.52842
trip,0,42.34,69.8,69.1,12770.52842,12776.09208
charge,120,103.83,69.1,74.8,12776.09208,12776.09208
trip,0,34.48,74.8,70.0,12776.09208,12802.45055
trip,0,32.93,70.0,68.0,12802.45055,12813.78232
trip,0,107.52,68.0,49.6,12813.78232,12902.68381
trip,0,38.43,49.6,45.3,12902.68381,12928.56796
trip,0,23.42,45.3,43.5,12928.56796,12946.97595
trip,0,14.47,43.5,42.1,12946.97595,12956.75283
charge,120,941.35,42.1,51.4,12956.75283,12956.75283
trip,0,51.56,51.4,45.7,12956.75283,12990.88098
trip,0,50.84,45.7,38.6,12990.88098,13029.14015
trip,0,66.38,38.6,28.2,13029.14015,13081.9673
trip,0,75.12,28.2,15.8,13081.9673,13146.21649
trip,0,11.15,15.8,13.6,13146.21649,13155.40963
charge,DC Charging,83.19,13.6,62.2,13155.40963,13155.40963
trip,0,16.13,62.2,59.8,13155.40963,13167.32781
trip,0,59.43,59.8,49.4,13167.32781,13218.40955
trip,0,43.73,49.4,45.6,13218.40955,13234.49767
charge,120,138.29,45.6,51.0,13234.49767,13234.49767
trip,0,13.88,51.0,49.3,13234.49767,13245.16199
trip,0,11.4,49.3,48.3,13245.16199,13252.72719
charge,DC Charging,27.59,48.3,77.9,13252.72719,13252.72719
trip,0,215.42,77.9,55.7,13252.72719,13364.72245
trip,0,20.16,55.7,52.4,13364.72245,13378.36226
trip,0,14.97,52.4,50.3,13378.36226,13390.11709
trip,0,179.69,50.3,29.5,13390.11709,13499.25689
trip,0,33.97,29.5,25.2,13499.25689,13523.15116
trip,0,42.09,25.2,18.1,13523.15116,13558.15909
charge,DC Charging,39.67,18.1,46.4,13558.15909,13558.15909
trip,0,58.52,46.4,47.3,13558.15909,13564.12559
charge,240,82.48,47.3,71.4,13564.12559,13564.12559
trip,0,21.1,71.4,69.0,13564.12559,13579.09751
trip,0,14.1,69.0,67.8,13579.09751,13591.08018
trip,0,109.59,67.8,53.1,13591.08018,13667.39644
charge,240,78.03,53.1,61.3,13667.39644,13667.39644
trip,0,82.48,61.3,51.3,13667.39644,13710.94801
charge,120,792.39,51.3,69.3,13710.94801,13710.94801
trip,0,411.57,69.3,55.2,13710.94801,13788.44984
trip,0,47.45,55.2,51.3,13788.44984,13806.78436
trip,0,24.78,51.3,49.3,13806.78436,13823.44964
charge,120,66.73,49.3,54.7,13823.44964,13823.44964
trip,0,29.94,54.7,51.0,13823.44964,13845.7052
trip,0,20.47,51.0,49.0,13845.7052,13859.35592
trip,0,69.89,49.0,37.7,13859.35592,13912.21259
trip,0,37.97,37.7,33.1,13912.21259,13931.41206
trip,0,173.76,33.1,9.7,13931.41206,14056.84708
charge,DC Charging,89.47,9.7,40.5,14056.84708,14056.84708
trip,0,75.63,40.5,27.5,14056.84708,14115.33588
charge,120,173.39,27.5,36.4,14115.33588,14115.33588
trip,0,24.93,36.4,33.1,14115.33588,14131.2366
charge,120,241.81,33.1,42.3,14131.2366,14131.2366
trip,0,22.91,42.3,41.0,14131.2366,14143.56884
charge,120,704.4,41.0,53.8,14143.56884,14143.56884
trip,0,11.5,53.8,52.3,14143.56884,14152.6515
trip,0,49.11,52.3,44.8,14152.6515,14189.11587
trip,0,61.78,44.8,34.9,14189.11587,14240.7517
charge,240,106.14,34.9,44.9,14240.7517,14240.7517
trip,0,54.19,44.9,38.6,14240.7517,14276.49757
trip,0,119.93,38.6,19.7,14276.49757,14373.88645
trip,0,18.17,19.7,17.5,14373.88645,14385.29642
trip,0,10.25,17.5,15.9,14385.29642,14393.83815
trip,0,20.01,15.9,13.2,14393.83815,14406.90489
charge,120,343.81,13.2,23.7,14406.90489,14406.90489
trip,0,112.98,23.7,10.8,14406.90489,14469.98212
charge,120,49.15,10.8,15.1,14469.98212,14469.98212
trip,0,48.46,15.1,8.1,14469.98212,14505.19905
charge,120,409.6,8.1,14.6,14505.19905,14505.19905
trip,0,57.25,14.6,6.9,14505.19905,14544.04838
charge,DC Charging,78.72,6.9,80.1,14544.04838,14544.04838
trip,0,142.38,80.1,57.5,14544.04838,14649.363
trip,0,24.94,57.5,54.0,14649.363,14666.46126
trip,0,146.01,54.0,42.8,14666.46126,14720.77572
trip,0,94.07,42.8,38.2,14720.77572,14745.85891
trip,0,35.47,38.2,36.2,14745.85891,14755.95194
trip,0,15.96,36.2,33.7,14755.95194,14765.28998
charge,120,710.5,33.7,56.4,14765.28998,14765.28998
trip,0,56.04,56.4,48.0,14765.28998,14807.06284
trip,0,13.08,48.0,46.6,14807.06284,14817.42335
