event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,50.53,36.2,29.5,5636.41905,5667.04037
charge,120,31.35,29.5,34.3,5667.04037,5667.04037
charge,120,405.81,34.3,44.1,5667.04037,5667.04037
charge,240,112.01,44.1,57.1,5667.04037,5667.04037
trip,0,69.76,57.1,49.6,5667.04037,5708.1876
trip,0,13.96,49.6,47.5,5708.1876,5717.08427
charge,240,68.27,47.5,54.4,5717.08427,5717.08427
charge,120,43.34,54.4,58.2,5717.08427,5717.08427
charge,120,433.55,58.2,66.4,5717.08427,5717.08427
trip,0,53.28,66.4,59.7,5717.08427,5756.08671
trip,0,22.11,59.7,56.6,5756.08671,5768.28287
charge,120,128.42,56.6,62.2,5768.28287,5768.28287
charge,120,237.1,62.2,66.8,5768.28287,5768.28287
trip,0,61.17,66.8,59.3,5768.28287,5810.35687
trip,0,45.81,59.3,57.9,5810.35687,5821.3721
trip,0,24.66,57.9,55.1,5821.3721,5833.99047
trip,0,28.23,55.1,53.3,5833.99047,5852.3931
trip,0,58.75,53.3,52.2,5852.3931,5864.85641
charge,120,126.89,52.2,57.3,5864.85641,5864.85641
trip,0,248.75,57.3,24.5,5864.85641,6035.06266
trip,0,138.57,24.5,1.2,6035.06266,6143.19155
charge,120,85.19,1.2,4.6,6143.19155,6143.19155
trip,0,24.68,4.6,1.0,6143.19155,6160.52882
charge,DC Charging,40.37,1.0,33.0,6160.52882,6160.52882
charge,DC Charging,66.66,33.0,66.0,6160.52882,6160.52882
charge,120,358.3,66.0,71.2,6160.52882,6160.52882
trip,0,114.73,71.2,56.5,6160.52882,6239.01348
charge,240,53.11,56.5,71.0,6239.01348,6239.01348
charge,DC Charging,28.94,71.0,99.9,6239.01348,6239.01348
trip,0,46.23,99.9,91.2,6239.01348,6279.67036
trip,0,17.94,91.2,90.0,6279.67036,6294.7043
trip,0,132.82,90.0,68.1,6294.7043,6402.55315
trip,0,193.74,68.1,39.7,6402.55315,6551.44322
trip,0,162.37,39.7,14.4,6551.44322,6678.43901
trip,0,49.77,14.4,8.5,6678.43901,6710.13351
charge,120,697.72,8.5,21.4,6710.13351,6710.13351
trip,0,38.1,21.4,14.7,6710.13351,6739.78872
charge,120,71.88,14.7,19.1,6739.78872,6739.78872
trip,0,64.72,19.1,7.2,6739.78872,6791.18114
charge,120,103.95,7.2,11.3,6791.18114,6791.18114
charge,120,131.53,11.3,11.7,6791.18114,6791.18114
charge,DC Charging,95.24,11.7,33.2,6791.18114,6791.18114
charge,240,123.79,33.2,44.4,6791.18114,6791.18114
charge,240,77.05,44.4,60.0,6791.18114,6791.18114
charge,120,136.43,60.0,66.0,6791.18114,6791.18114
charge,120,111.2,66.0,70.4,6791.18114,6791.18114
trip,0,11.24,70.4,68.8,6791.18114,6799.76022
trip,0,11.13,68.8,66.6,6799.76022,6808.36623
trip,0,42.81,66.6,58.6,6808.36623,6844.15561
charge,DC Charging,45.17,58.6,88.3,6844.15561,6844.15561
trip,0,106.32,88.3,70.9,6844.15561,6922.09365
trip,0,36.31,70.9,66.0,6922.09365,6951.37185
trip,0,34.45,66.0,63.0,6951.37185,6974.89683
trip,0,133.11,63.0,46.0,6974.89683,7073.42674
trip,0,96.67,46.0,28.4,7073.42674,7153.09077
charge,120,99.07,28.4,32.0,7153.09077,7153.09077
trip,0,21.27,32.0,28.3,7153.09077,7171.62737
trip,0,34.99,28.3,23.6,7171.62737,7199.78303
trip,0,122.83,23.6,3.6,7199.78303,7301.27923
charge,DC Charging,78.7,3.6,34.1,7301.27923,7301.27923
charge,240,136.1,34.1,47.4,7301.27923,7301.27923
charge,120,436.3,47.4,57.8,7301.27923,7301.27923
trip,0,169.03,57.8,48.6,7301.27923,7347.67572
charge,120,333.33,48.6,56.7,7347.67572,7347.67572
charge,120,85.4,56.7,61.3,7347.67572,7347.67572
charge,120,66.33,61.3,64.0,7347.67572,7347.67572
trip,0,29.56,64.0,61.5,7347.67572,7357.08111
trip,0,57.88,61.5,50.6,7357.08111,7409.86494
charge,240,62.75,50.6,65.4,7409.86494,7409.86494
trip,0,175.11,65.4,47.6,7409.86494,7501.55705
trip,0,47.33,47.6,42.3,7501.55705,7531.72533
trip,0,30.41,42.3,41.3,7531.72533,7539.80738
trip,0,77.42,41.3,27.6,7539.80738,7604.05428
trip,0,13.19,27.6,25.3,7604.05428,7614.10497
trip,0,39.47,25.3,18.2,7614.10497,7643.49256
charge,DC Charging,31.74,18.2,39.4,7643.49256,7643.49256
trip,0,10.51,39.4,37.5,7643.49256,7651.61811
trip,0,17.76,37.5,36.7,7651.61811,7657.91035
charge,120,138.9,36.7,38.5,7657.91035,7657.91035
charge,DC Charging,39.04,38.5,67.2,7657.91035,7657.91035
charge,240,72.0,67.2,74.9,7657.91035,7657.91035
trip,0,16.81,74.9,73.4,7657.91035,7665.895
trip,0,118.51,73.4,54.4,7665.895,7755.82085
trip,0,13.84,54.4,51.7,7755.82085,7767.86567
trip,0,10.25,51.7,50.6,7767.86567,7773.89242
trip,0,17.57,50.6,49.0,7773.89242,7780.9252
trip,0,169.35,49.0,20.7,7780.9252,7926.21829
trip,0,181.32,20.7,7.0,7926.21829,8001.77007
charge,120,426.58,7.0,12.7,8001.77007,8001.77007
trip,0,18.94,12.7,11.0,8001.77007,8014.7285
charge,120,129.43,11.0,16.5,8014.7285,8014.7285
charge,240,65.13,16.5,29.9,8014.7285,8014.7285
charge,120,232.68,29.9,36.1,8014.7285,8014.7285
trip,0,16.42,36.1,34.2,8014.7285,8022.9572
charge,120,207.88,34.2,39.9,8022.9572,8022.9572
charge,240,38.95,39.9,58.9,8022.9572,8022.9572
trip,0,29.52,58.9,55.5,8022.9572,8046.08852
trip,0,34.09,55.5,54.5,8046.08852,8056.43769
trip,0,53.75,54.5,45.9,8056.43769,8097.38283
trip,0,59.78,45.9,37.3,8097.38283,8141.55271
trip,0,41.9,37.3,31.6,8141.55271,8176.4252
trip,0,12.33,31.6,29.3,8176.4252,8185.25851
trip,0,64.28,29.3,18.7,8185.25851,8233.98244
trip,0,40.65,18.7,14.7,8233.98244,8256.04836
trip,0,18.49,14.7,11.9,8256.04836,8268.14057
charge,DC Charging,80.12,11.9,36.9,8268.14057,8268.14057
charge,120,41.7,36.9,43.9,8268.14057,8268.14057
trip,0,56.43,43.9,42.5,8268.14057,8280.56913
trip,0,180.58,42.5,28.0,8280.56913,8353.69582
trip,0,110.97,28.0,10.7,8353.69582,8438.79792
trip,0,13.84,10.7,7.4,8438.79792,8448.97395
charge,240,69.1,7.4,13.6,8448.97395,8448.97395
trip,0,33.07,13.6,13.2,8448.97395,8454.74849
charge,DC Charging,33.72,13.2,45.6,8454.74849,8454.74849
trip,0,11.86,45.6,42.8,8454.74849,8464.41448
charge,120,26.4,42.8,51.0,8464.41448,8464.41448
trip,0,107.83,51.0,34.7,8464.41448,8537.19441
trip,0,34.12,34.7,33.3,8537.19441,8543.4216
trip,0,42.47,33.3,26.8,8543.4216,8573.56026
trip,0,58.4,26.8,18.8,8573.56026,8610.1745
charge,120,83.32,18.8,21.4,8610.1745,8610.1745
trip,0,14.18,21.4,19.0,8610.1745,8620.08909
trip,0,35.41,19.0,13.6,8620.08909,8647.00219
charge,240,72.45,13.6,29.3,8647.00219,8647.00219
charge,120,307.35,29.3,36.5,8647.00219,8647.00219
charge,DC Charging,65.92,36.5,66.1,8647.00219,8647.00219
trip,0,70.01,66.1,51.7,8647.00219,8706.91102
trip,0,76.44,51.7,36.9,8706.91102,8779.63962
charge,DC Charging,34.5,36.9,72.9,8779.63962,8779.63962
trip,0,12.44,72.9,70.6,8779.63962,8790.50295
trip,0,31.56,70.6,67.1,8790.50295,8811.94819
trip,0,77.5,67.1,58.8,8811.94819,8857.49251
trip,0,19.61,58.8,56.9,8857.49251,8872.98166
trip,0,133.9,56.9,36.8,8872.98166,8970.09727
trip,0,45.57,36.8,31.1,8970.09727,8999.35551
trip,0,70.55,31.1,17.9,8999.35551,9058.64391
charge,DC Charging,49.92,17.9,52.8,9058.64391,9058.64391
charge,DC Charging,49.16,52.8,89.5,9058.64391,9058.64391
trip,0,94.03,89.5,69.0,9058.64391,9154.98193
charge,240,28.75,69.0,83.7,9154.98193,9154.98193
trip,0,20.71,83.7,79.8,9154.98193,9173.41562
charge,240,96.79,79.8,92.7,9173.41562,9173.41562
charge,120,194.41,92.7,99.4,9173.41562,9173.41562
trip,0,407.25,99.4,93.6,9173.41562,9215.47034
trip,0,175.05,93.6,80.3,9215.47034,9279.37958
trip,0,118.21,80.3,60.5,9279.37958,9372.65887
charge,120,224.93,60.5,66.0,9372.65887,9372.65887
trip,0,104.25,66.0,53.2,9372.65887,9441.26686
trip,0,141.3,53.2,34.3,9441.26686,9551.39505
trip,0,14.42,34.3,33.2,9551.39505,9559.73845
charge,120,318.3,33.2,41.6,9559.73845,9559.73845
charge,240,65.64,41.6,48.1,9559.73845,9559.73845
trip,0,19.77,48.1,46.7,9559.73845,9570.7852
charge,120,533.27,46.7,60.0,9570.7852,9570.7852
trip,0,25.19,60.0,58.4,9570.7852,9585.85221
trip,0,98.87,58.4,48.7,9585.85221,9635.37595
charge,120,115.87,48.7,50.5,9635.37595,9635.37595
trip,0,167.23,50.5,22.5,9635.37595,9778.25885
charge,120,20.4,22.5,32.6,9778.25885,9778.25885
trip,0,8.52,32.6,31.6,9778.25885,9786.5386
trip,0,20.48,31.6,30.5,9786.5386,9803.38341
trip,0,27.51,30.5,28.4,9803.38341,9816.71863
charge,120,87.2,28.4,35.3,9816.71863,9816.71863
trip,0,101.55,35.3,24.9,9816.71863,9861.076
trip,0,58.87,24.9,14.2,9861.076,9914.31893
charge,DC Charging,35.53,14.2,49.1,9914.31893,9914.31893
charge,120,25.83,49.1,51.8,9914.31893,9914.31893
trip,0,35.22,51.8,45.4,9914.31893,9942.66185
charge,120,46.85,45.4,51.5,9942.66185,9942.66185
trip,0,13.27,51.5,49.3,9942.66185,9952.48551
trip,0,28.57,49.3,46.4,9952.48551,9965.13137
trip,0,173.44,46.4,25.1,9965.13137,10085.76615
trip,0,63.57,25.1,17.5,10085.76615,10127.13769
trip,0,24.64,17.5,16.4,10127.13769,10135.62406
trip,0,16.19,16.4,14.9,10135.62406,10148.5465
trip,0,13.75,14.9,13.3,10148.5465,10158.87274
trip,0,20.01,13.3,10.6,10158.87274,10171.93949
charge,120,126.38,10.6,16.2,10171.93949,10171.93949
charge,120,217.43,16.2,21.1,10171.93949,10171.93949
trip,0,112.98,21.1,8.3,10171.93949,10235.01672
charge,120,49.15,8.3,12.6,10235.01672,10235.01672
trip,0,48.46,12.6,5.5,10235.01672,10270.23365
charge,120,409.6,5.5,12.1,10270.23365,10270.23365
trip,0,57.25,12.1,4.4,10270.23365,10309.08297
charge,DC Charging,39.3,4.4,41.2,10309.08297,10309.08297
charge,DC Charging,39.42,41.2,77.6,10309.08297,10309.08297
trip,0,210.4,77.6,58.9,10309.08297,10414.59222
trip,0,35.2,58.9,54.6,10414.59222,10438.0368
trip,0,27.15,54.6,51.8,10438.0368,10458.21782
trip,0,186.47,51.8,27.9,10458.21782,10582.88988
charge,120,1063.52,27.9,40.7,10582.88988,10582.88988
charge,120,273.25,40.7,45.6,10582.88988,10582.88988
trip,0,111.85,45.6,28.7,10582.88988,10659.65555
charge,240,70.44,28.7,39.0,10659.65555,10659.65555
trip,0,260.94,39.0,6.6,10659.65555,10836.51481
charge,DC Charging,98.86,6.6,28.8,10836.51481,10836.51481
trip,0,25.29,28.8,28.0,10836.51481,10841.443
trip,0,56.66,28.0,22.2,10841.443,10873.81336
trip,0,59.33,22.2,20.0,10873.81336,10889.99948
trip,0,39.51,20.0,14.5,10889.99948,10919.97713
trip,0,51.15,14.5,6.5,10919.97713,10959.49777
charge,120,82.9,6.5,10.0,10959.49777,10959.49777
trip,0,158.86,10.0,8.7,10959.49777,10978.00055
trip,0,17.98,8.7,6.0,10978.00055,10988.53912
charge,DC Charging,36.71,6.0,42.1,10988.53912,10988.53912
charge,240,49.5,42.1,54.1,10988.53912,10988.53912
charge,240,78.03,54.1,62.3,10988.53912,10988.53912
trip,0,82.48,62.3,52.2,10988.53912,11032.09069
charge,120,205.99,52.2,58.4,11032.09069,11032.09069
charge,120,586.4,58.4,70.3,11032.09069,11032.09069
trip,0,411.57,70.3,56.1,11032.09069,11109.59252
trip,0,47.45,56.1,52.2,11109.59252,11127.92704
trip,0,24.78,52.2,50.3,11127.92704,11144.59232
charge,120,66.73,50.3,55.7,11144.59232,11144.59232
trip,0,29.94,55.7,51.9,11144.59232,11166.84788
trip,0,20.47,51.9,50.0,11166.84788,11180.4986
trip,0,37.68,50.0,42.5,11180.4986,11210.62273
trip,0,101.04,42.5,31.4,11210.62273,11264.90338
charge,DC Charging,88.91,31.4,54.1,11264.90338,11264.90338
trip,0,44.78,54.1,49.0,11264.90338,11294.151
trip,0,180.03,49.0,23.0,11294.151,11433.03291
trip,0,124.18,23.0,2.3,11433.03291,11536.66263
trip,0,29.08,2.3,1.7,11536.66263,11544.16792
charge,DC Charging,39.76,1.7,28.5,11544.16792,11544.16792
charge,DC Charging,37.51,28.5,55.6,11544.16792,11544.16792
trip,0,21.83,55.6,52.4,11544.16792,11559.75893
trip,0,24.82,52.4,48.1,11559.75893,11581.17289
trip,0,38.59,48.1,44.5,11581.17289,11605.76665
trip,0,105.38,44.5,29.7,11605.76665,11688.55631
charge,DC Charging,42.25,29.7,65.4,11688.55631,11688.55631
trip,0,61.98,65.4,55.3,11688.55631,11727.77496
trip,0,217.55,55.3,24.9,11727.77496,11893.03668
trip,0,187.67,24.9,14.7,11893.03668,11940.42899
charge,DC Charging,39.71,14.7,46.1,11940.42899,11940.42899
trip,0,106.0,46.1,25.1,11940.42899,12043.57507
trip,0,13.42,25.1,23.6,12043.57507,12054.26003
charge,120,832.91,23.6,33.8,12054.26003,12054.26003
trip,0,114.94,33.8,19.9,12054.26003,12127.56417
trip,0,51.07,19.9,13.1,12127.56417,12160.40169
trip,0,15.44,13.1,9.5,12160.40169,12171.83528
charge,240,102.87,9.5,15.9,12171.83528,12171.83528
charge,DC Charging,38.89,15.9,51.9,12171.83528,12171.83528
charge,120,251.7,51.9,57.7,12171.83528,12171.83528
charge,240,110.79,57.7,68.5,12171.83528,12171.83528
charge,DC Charging,107.05,68.5,99.1,12171.83528,12171.83528
trip,0,170.47,99.1,76.3,12171.83528,12287.17582
trip,0,171.73,76.3,59.8,12287.17582,12365.77029
trip,0,191.14,59.8,38.2,12365.77029,12491.98632
trip,0,55.19,38.2,31.7,12491.98632,12528.99003
trip,0,39.3,31.7,27.2,12528.99003,12559.65308
trip,0,27.54,27.2,24.6,12559.65308,12578.61253
charge,120,280.13,24.6,33.4,12578.61253,12578.61253
trip,0,28.66,33.4,31.0,12578.61253,12599.40559
trip,0,10.48,31.0,29.8,12599.40559,12607.93445
trip,0,19.54,29.8,27.9,12607.93445,12623.92426
trip,0,15.78,27.9,27.1,12623.92426,12629.39285
charge,120,666.53,27.1,40.7,12629.39285,12629.39285
trip,0,35.46,40.7,38.4,12629.39285,12648.45845
charge,DC Charging,78.9,38.4,72.0,12648.45845,12648.45845
trip,0,55.53,72.0,65.6,12648.45845,12683.65695
trip,0,39.18,65.6,60.9,12683.65695,12711.34471
trip,0,25.38,60.9,57.7,12711.34471,12730.74592
trip,0,79.5,57.7,42.3,12730.74592,12800.75844
charge,240,31.32,42.3,58.1,12800.75844,12800.75844
trip,0,12.27,58.1,56.0,12800.75844,12810.72172
trip,0,11.25,56.0,54.5,12810.72172,12820.19924
charge,120,116.86,54.5,59.8,12820.19924,12820.19924
trip,0,221.8,59.8,55.9,12820.19924,12848.76411
trip,0,239.44,55.9,52.1,12848.76411,12881.58272
charge,120,460.94,52.1,59.7,12881.58272,12881.58272
trip,0,44.16,59.7,52.9,12881.58272,12914.0454
trip,0,85.58,52.9,41.0,12914.0454,12973.18199
trip,0,12.63,41.0,40.1,12973.18199,12981.54094
charge,120,321.58,40.1,49.4,12981.54094,12981.54094
trip,0,211.69,49.4,37.3,12981.54094,13040.71606
trip,0,68.51,37.3,32.3,13040.71606,13065.36184
trip,0,91.3,32.3,17.1,13065.36184,13130.18702
trip,0,40.65,17.1,10.0,13130.18702,13165.03822
charge,240,27.29,10.0,25.6,13165.03822,13165.03822
trip,0,73.99,25.6,11.2,13165.03822,13230.71147
trip,0,49.3,11.2,4.2,13230.71147,13269.35159
trip,0,36.21,4.2,3.2,13269.35159,13279.899
charge,120,272.05,3.2,7.7,13279.899,13279.899
charge,DC Charging,48.88,7.7,38.4,13279.899,13279.899
charge,DC Charging,44.73,38.4,73.6,13279.899,13279.899
charge,240,53.67,73.6,87.6,13279.899,13279.899
trip,0,36.72,87.6,85.7,13279.899,13291.46408
trip,0,21.43,85.7,82.5,13291.46408,13306.81365
trip,0,93.47,82.5,70.3,13306.81365,13360.21322
charge,120,43.79,70.3,75.1,13360.21322,13360.21322
trip,0,13.2,75.1,74.7,13360.21322,13366.45662
trip,0,100.97,74.7,57.6,13366.45662,13446.32217
trip,0,11.15,57.6,56.1,13446.32217,13454.64859
trip,0,51.7,56.1,49.3,13454.64859,13489.11798
charge,120,742.78,49.3,61.8,13489.11798,13489.11798
trip,0,105.15,61.8,47.7,13489.11798,13562.76518
trip,0,93.74,47.7,36.3,13562.76518,13622.65215
trip,0,39.31,36.3,32.3,13622.65215,13648.58454
charge,120,343.97,32.3,39.2,13648.58454,13648.58454
charge,120,572.69,39.2,50.9,13648.58454,13648.58454
trip,0,173.18,50.9,27.8,13648.58454,13765.1599
trip,0,14.33,27.8,24.8,13765.1599,13776.4519
trip,0,29.52,24.8,21.6,13776.4519,13787.76376
charge,240,67.94,21.6,30.9,13787.76376,13787.76376
charge,120,279.35,30.9,37.9,13787.76376,13787.76376
trip,0,113.22,37.9,24.2,13787.76376,13859.59832
charge,DC Charging,49.05,24.2,44.2,13859.59832,13859.59832
trip,0,183.4,44.2,15.1,13859.59832,14009.16653
trip,0,29.86,15.1,11.0,14009.16653,14034.53036
trip,0,12.25,11.0,10.0,14034.53036,14045.06648
charge,DC Charging,91.15,10.0,42.9,14045.06648,14045.06648
charge,DC Charging,67.68,42.9,71.8,14045.06648,14045.06648
trip,0,158.13,71.8,45.3,14045.06648,14175.8719
trip,0,127.35,45.3,23.1,14175.8719,14289.23753
charge,DC Charging,35.92,23.1,58.6,14289.23753,14289.23753
charge,DC Charging,33.39,58.6,92.8,14289.23753,14289.23753
trip,0,8.78,92.8,91.7,14289.23753,14297.88899
trip,0,216.25,91.7,65.0,14297.88899,14453.40465
trip,0,29.75,65.0,62.9,14453.40465,14470.4731
trip,0,154.29,62.9,59.2,14470.4731,14498.52752
trip,0,92.7,59.2,46.8,14498.52752,14558.04949
