event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,22.9,41.3,38.0,3206.05401,3224.99703
trip,0,41.26,38.0,31.1,3224.99703,3260.10829
trip,0,53.0,31.1,23.8,3260.10829,3294.14343
trip,0,58.81,23.8,15.0,3294.14343,3341.43954
trip,0,28.83,15.0,11.9,3341.43954,3363.80589
trip,0,11.41,11.9,10.5,3363.80589,3372.01441
charge,DC Charging,87.48,10.5,82.7,3372.01441,3372.01441
trip,0,85.6,82.7,78.1,3372.01441,3395.08051
charge,240,82.26,78.1,95.5,3395.08051,3395.08051
trip,0,114.61,95.5,84.4,3395.08051,3455.08613
trip,0,19.47,84.4,82.1,3455.08613,3469.94757
charge,240,83.1,82.1,98.1,3469.94757,3469.94757
trip,0,24.52,98.1,95.0,3469.94757,3485.89829
trip,0,25.54,95.0,92.5,3485.89829,3506.26794
trip,0,14.74,92.5,91.6,3506.26794,3518.24703
trip,0,13.35,91.6,90.1,3518.24703,3528.46172
trip,0,36.35,90.1,84.4,3528.46172,3556.43973
trip,0,91.82,84.4,67.4,3556.43973,3641.52831
charge,240,23.07,67.4,88.4,3641.52831,3641.52831
trip,0,25.65,88.4,83.9,3641.52831,3659.44723
charge,240,122.05,83.9,92.2,3659.44723,3659.44723
trip,0,209.05,92.2,71.1,3659.44723,3767.06302
trip,0,35.33,71.1,66.5,3767.06302,3794.97275
trip,0,13.77,66.5,63.3,3794.97275,3805.14249
charge,240,28.58,63.3,77.1,3805.14249,3805.14249
trip,0,23.21,77.1,73.2,3805.14249,3823.93889
trip,0,120.07,73.2,60.6,3823.93889,3891.54879
trip,0,18.56,60.6,58.4,3891.54879,3903.46717
trip,0,31.83,58.4,54.3,3903.46717,3926.18789
charge,120,170.0,54.3,59.9,3926.18789,3926.18789
trip,0,14.95,59.9,56.7,3926.18789,3935.87082
trip,0,59.53,56.7,47.0,3935.87082,3977.56053
charge,120,156.08,47.0,55.3,3977.56053,3977.56053
trip,0,30.17,55.3,51.6,3977.56053,3996.73931
trip,0,128.16,51.6,42.4,3996.73931,4049.58603
charge,120,1051.74,42.4,75.1,4049.58603,4049.58603
trip,0,130.75,75.1,56.9,4049.58603,4142.24628
charge,DC Charging,33.63,56.9,84.9,4142.24628,4142.24628
trip,0,147.45,84.9,77.0,4142.24628,4179.59497
charge,120,135.54,77.0,80.2,4179.59497,4179.59497
trip,0,63.07,80.2,75.4,4179.59497,4202.32584
trip,0,50.83,75.4,68.3,4202.32584,4240.1584
trip,0,21.03,68.3,66.0,4240.1584,4256.06183
trip,0,94.31,66.0,53.7,4256.06183,4322.5383
trip,0,53.52,53.7,52.6,4322.5383,4334.19939
trip,0,106.79,52.6,35.8,4334.19939,4412.63382
charge,DC Charging,39.03,35.8,56.7,4412.63382,4412.63382
trip,0,26.7,56.7,55.4,4412.63382,4430.53706
charge,DC Charging,65.51,55.4,83.8,4430.53706,4430.53706
trip,0,16.99,83.8,82.2,4430.53706,4442.02275
trip,0,33.91,82.2,77.8,4442.02275,4463.80119
trip,0,144.5,77.8,53.8,4463.80119,4582.33643
trip,0,132.05,53.8,29.9,4582.33643,4700.81496
charge,DC Charging,45.03,29.9,59.8,4700.81496,4700.81496
trip,0,92.5,59.8,40.9,4700.81496,4788.8801
trip,0,15.13,40.9,38.7,4788.8801,4800.5963
trip,0,21.97,38.7,36.8,4800.5963,4810.49992
trip,0,9.95,36.8,36.1,4810.49992,4816.11471
trip,0,52.96,36.1,28.0,4816.11471,4851.75443
charge,120,246.7,28.0,34.7,4851.75443,4851.75443
trip,0,36.69,34.7,30.7,4851.75443,4871.68524
charge,120,179.57,30.7,32.2,4871.68524,4871.68524
trip,0,87.14,32.2,27.1,4871.68524,4900.2254
charge,120,205.15,27.1,31.5,4900.2254,4900.2254
trip,0,93.88,31.5,14.7,4900.2254,4976.59222
charge,DC Charging,89.07,14.7,82.7,4976.59222,4976.59222
trip,0,192.41,82.7,67.0,4976.59222,5051.47263
trip,0,64.9,67.0,56.7,5051.47263,5101.52558
trip,0,59.38,56.7,47.9,5101.52558,5149.02929
trip,0,57.51,47.9,41.9,5149.02929,5189.14502
charge,DC Charging,47.12,41.9,68.9,5189.14502,5189.14502
trip,0,15.03,68.9,67.1,5189.14502,5198.11721
trip,0,23.61,67.1,66.6,5198.11721,5202.87904
trip,0,18.62,66.6,65.8,5202.87904,5207.72679
trip,0,107.21,65.8,50.1,5207.72679,5277.13827
trip,0,179.69,50.1,29.3,5277.13827,5386.27808
trip,0,33.97,29.3,25.0,5386.27808,5410.17234
trip,0,42.09,25.0,17.9,5410.17234,5445.18028
charge,DC Charging,39.67,17.9,46.2,5445.18028,5445.18028
trip,0,58.52,46.2,47.1,5445.18028,5451.14677
charge,240,82.48,47.1,71.2,5451.14677,5451.14677
trip,0,21.1,71.2,68.9,5451.14677,5466.1187
trip,0,14.1,68.9,67.6,5466.1187,5478.10137
trip,0,109.59,67.6,52.9,5478.10137,5554.41762
charge,240,157.9,52.9,80.5,5554.41762,5554.41762
trip,0,42.83,80.5,77.5,5554.41762,5567.23201
charge,120,41.67,77.5,84.2,5567.23201,5567.23201
trip,0,14.23,84.2,82.4,5567.23201,5578.37664
trip,0,16.21,82.4,80.7,5578.37664,5585.81919
trip,0,50.78,80.7,79.8,5585.81919,5595.65485
trip,0,56.24,79.8,70.7,5595.65485,5640.44564
trip,0,53.64,70.7,62.9,5640.44564,5685.76627
trip,0,36.61,62.9,58.2,5685.76627,5706.9522
trip,0,26.55,58.2,55.3,5706.9522,5725.4935
trip,0,37.09,55.3,51.9,5725.4935,5750.98661
charge,120,1277.23,51.9,71.2,5750.98661,5750.98661
trip,0,208.55,71.2,43.7,5750.98661,5897.66269
charge,DC Charging,40.47,43.7,76.1,5897.66269,5897.66269
trip,0,18.89,76.1,72.3,5897.66269,5914.14315
trip,0,20.95,72.3,68.5,5914.14315,5931.88952
charge,240,32.65,68.5,85.4,5931.88952,5931.88952
trip,0,26.32,85.4,82.9,5931.88952,5949.25177
trip,0,171.73,82.9,66.4,5949.25177,6027.84623
trip,0,191.14,66.4,44.8,6027.84623,6154.06227
trip,0,55.19,44.8,38.4,6154.06227,6191.06598
trip,0,39.3,38.4,33.8,6191.06598,6221.72903
trip,0,27.54,33.8,31.3,6221.72903,6240.68848
charge,120,280.13,31.3,40.0,6240.68848,6240.68848
trip,0,28.66,40.0,37.6,6240.68848,6261.48154
trip,0,10.48,37.6,36.5,6261.48154,6270.0104
trip,0,19.54,36.5,34.5,6270.0104,6286.00021
trip,0,15.78,34.5,33.8,6286.00021,6291.4688
trip,0,43.42,33.8,28.1,6291.4688,6318.80075
trip,0,12.53,28.1,26.0,6318.80075,6327.81383
charge,240,89.0,26.0,48.8,6327.81383,6327.81383
trip,0,41.31,48.8,47.7,6327.81383,6336.20932
charge,DC Charging,52.92,47.7,75.5,6336.20932,6336.20932
trip,0,199.85,75.5,45.7,6336.20932,6493.52264
trip,0,41.74,45.7,40.8,6493.52264,6522.1287
charge,240,125.25,40.8,47.3,6522.1287,6522.1287
trip,0,43.67,47.3,40.2,6522.1287,6549.36611
charge,120,571.56,40.2,57.6,6549.36611,6549.36611
trip,0,57.41,57.6,50.6,6549.36611,6581.60607
charge,240,58.95,50.6,60.4,6581.60607,6581.60607
trip,0,145.69,60.4,35.9,6581.60607,6696.77632
trip,0,244.63,35.9,19.3,6696.77632,6775.72599
charge,120,95.39,19.3,21.6,6775.72599,6775.72599
trip,0,28.08,21.6,18.4,6775.72599,6793.31522
charge,DC Charging,171.6,18.4,74.7,6793.31522,6793.31522
trip,0,20.62,74.7,72.6,6793.31522,6807.19057
trip,0,68.8,72.6,63.0,6807.19057,6853.76329
charge,120,957.5,63.0,87.5,6853.76329,6853.76329
trip,0,229.93,87.5,56.6,6853.76329,7017.15959
trip,0,180.67,56.6,31.2,7017.15959,7155.84855
charge,DC Charging,85.54,31.2,62.2,7155.84855,7155.84855
trip,0,20.29,62.2,60.2,7155.84855,7169.27775
trip,0,14.81,60.2,58.2,7169.27775,7177.46988
trip,0,112.3,58.2,44.8,7177.46988,7244.59645
trip,0,34.77,44.8,41.4,7244.59645,7267.62704
trip,0,63.12,41.4,34.3,7267.62704,7308.32506
trip,0,159.86,34.3,23.4,7308.32506,7367.38031
trip,0,16.17,23.4,21.0,7367.38031,7379.54065
trip,0,12.37,21.0,18.2,7379.54065,7390.26248
trip,0,12.57,18.2,15.7,7390.26248,7398.2403
trip,0,11.68,15.7,13.6,7398.2403,7407.18373
trip,0,36.87,13.6,9.2,7407.18373,7434.33404
charge,DC Charging,65.01,9.2,64.5,7434.33404,7434.33404
trip,0,14.1,64.5,62.0,7434.33404,7448.06676
trip,0,8.47,62.0,61.0,7448.06676,7454.36601
charge,240,64.18,61.0,67.0,7454.36601,7454.36601
trip,0,20.56,67.0,64.4,7454.36601,7469.93633
trip,0,10.61,64.4,63.1,7469.93633,7478.26088
trip,0,10.15,63.1,60.9,7478.26088,7486.36935
charge,120,48.15,60.9,65.8,7486.36935,7486.36935
trip,0,48.66,65.8,63.6,7486.36935,7501.35751
trip,0,16.24,63.6,62.1,7501.35751,7513.92024
charge,120,112.59,62.1,66.4,7513.92024,7513.92024
trip,0,26.28,66.4,63.4,7513.92024,7528.44312
trip,0,30.15,63.4,58.4,7528.44312,7551.64688
charge,120,136.61,58.4,62.6,7551.64688,7551.64688
trip,0,17.89,62.6,59.2,7551.64688,7562.03531
charge,DC Charging,43.57,59.2,87.4,7562.03531,7562.03531
trip,0,46.33,87.4,85.5,7562.03531,7575.75346
trip,0,62.79,85.5,77.5,7575.75346,7620.51061
trip,0,16.01,77.5,78.3,7620.51061,7627.30701
charge,240,68.18,78.3,90.5,7627.30701,7627.30701
trip,0,61.55,90.5,79.5,7627.30701,7674.16306
charge,120,86.01,79.5,82.4,7674.16306,7674.16306
trip,0,200.47,82.4,51.7,7674.16306,7830.50154
trip,0,96.39,51.7,34.6,7830.50154,7908.7976
trip,0,107.83,34.6,16.9,7908.7976,7993.5225
trip,0,56.42,16.9,16.2,7993.5225,8000.00003
charge,120,244.79,16.2,21.2,8000.00003,8000.00003
trip,0,98.58,21.2,8.7,8000.00003,8063.25951
charge,120,295.31,8.7,20.7,8063.25951,8063.25951
trip,0,76.11,20.7,8.9,8063.25951,8127.61564
charge,DC Charging,62.0,8.9,40.1,8127.61564,8127.61564
trip,0,112.83,40.1,37.4,8127.61564,8146.39236
charge,120,139.09,37.4,47.1,8146.39236,8146.39236
trip,0,24.09,47.1,44.3,8146.39236,8165.10925
trip,0,9.93,44.3,43.5,8165.10925,8171.53881
trip,0,37.57,43.5,39.0,8171.53881,8195.24932
charge,120,251.12,39.0,46.3,8195.24932,8195.24932
trip,0,52.45,46.3,39.4,8195.24932,8228.73602
trip,0,88.15,39.4,27.2,8228.73602,8285.50781
charge,120,240.41,27.2,32.4,8285.50781,8285.50781
trip,0,137.28,32.4,15.7,8285.50781,8373.18412
trip,0,60.34,15.7,8.4,8373.18412,8412.64546
trip,0,41.55,8.4,7.5,8412.64546,8420.01236
charge,DC Charging,87.4,7.5,60.8,8420.01236,8420.01236
trip,0,35.3,60.8,54.4,8420.01236,8447.01832
trip,0,123.45,54.4,33.6,8447.01832,8552.09971
trip,0,19.15,33.6,31.3,8552.09971,8567.00291
charge,DC Charging,31.37,31.3,57.4,8567.00291,8567.00291
trip,0,25.01,57.4,53.9,8567.00291,8579.50829
charge,DC Charging,50.72,53.9,77.4,8579.50829,8579.50829
trip,0,140.94,77.4,52.8,8579.50829,8699.33547
trip,0,16.68,52.8,49.7,8699.33547,8712.86764
trip,0,12.8,49.7,48.0,8712.86764,8721.6131
charge,120,112.03,48.0,54.2,8721.6131,8721.6131
trip,0,51.06,54.2,49.4,8721.6131,8750.1499
trip,0,305.56,49.4,39.5,8750.1499,8809.0531
charge,120,376.57,39.5,46.9,8809.0531,8809.0531
trip,0,100.07,46.9,28.2,8809.0531,8894.99828
charge,120,47.97,28.2,35.1,8894.99828,8894.99828
trip,0,11.21,35.1,36.1,8894.99828,8902.82958
trip,0,75.51,36.1,34.3,8902.82958,8918.48803
trip,0,19.39,34.3,31.4,8918.48803,8932.91982
charge,120,288.34,31.4,46.0,8932.91982,8932.91982
trip,0,24.86,46.0,43.6,8932.91982,8948.5335
trip,0,22.08,43.6,41.3,8948.5335,8965.48844
trip,0,89.66,41.3,26.0,8965.48844,9039.73373
trip,0,19.39,26.0,23.6,9039.73373,9054.78917
trip,0,88.76,23.6,20.6,9054.78917,9076.87187
trip,0,26.76,20.6,17.4,9076.87187,9094.05844
trip,0,16.27,17.4,14.5,9094.05844,9107.55395
charge,DC Charging,43.53,14.5,48.6,9107.55395,9107.55395
trip,0,131.74,48.6,22.3,9107.55395,9242.35892
charge,DC Charging,27.21,22.3,46.4,9242.35892,9242.35892
trip,0,123.7,46.4,23.0,9242.35892,9358.67248
trip,0,22.25,23.0,20.0,9358.67248,9374.55943
charge,DC Charging,38.9,20.0,45.8,9374.55943,9374.55943
trip,0,48.47,45.8,40.3,9374.55943,9401.21671
trip,0,44.92,40.3,34.3,9401.21671,9435.17567
trip,0,41.95,34.3,31.7,9435.17567,9452.97792
trip,0,11.35,31.7,30.0,9452.97792,9462.09536
trip,0,24.37,30.0,27.7,9462.09536,9476.15271
charge,DC Charging,51.82,27.7,53.2,9476.15271,9476.15271
trip,0,65.13,53.2,46.6,9476.15271,9510.47352
trip,0,33.37,46.6,47.3,9510.47352,9514.62932
charge,240,53.39,47.3,56.1,9514.62932,9514.62932
trip,0,275.12,56.1,38.8,9514.62932,9610.13109
trip,0,17.1,38.8,37.1,9610.13109,9619.3679
trip,0,24.78,37.1,34.6,9619.3679,9629.57786
trip,0,104.78,34.6,14.2,9629.57786,9727.01293
charge,DC Charging,67.42,14.2,77.8,9727.01293,9727.01293
trip,0,26.14,77.8,76.5,9727.01293,9734.61244
trip,0,112.71,76.5,62.5,9734.61244,9807.9682
trip,0,48.02,62.5,56.8,9807.9682,9840.77992
trip,0,65.94,56.8,46.4,9840.77992,9894.25958
charge,DC Charging,31.32,46.4,78.9,9894.25958,9894.25958
trip,0,45.66,78.9,72.5,9894.25958,9928.07055
charge,120,456.9,72.5,80.4,9928.07055,9928.07055
trip,0,172.64,80.4,57.3,9928.07055,10038.82562
trip,0,113.39,57.3,40.5,10038.82562,10117.04433
charge,120,150.25,40.5,43.4,10117.04433,10117.04433
trip,0,92.76,43.4,28.0,10117.04433,10188.36439
trip,0,14.11,28.0,25.6,10188.36439,10199.43849
trip,0,36.11,25.6,19.4,10199.43849,10227.59319
charge,240,135.54,19.4,34.9,10227.59319,10227.59319
trip,0,12.49,34.9,33.2,10227.59319,10234.59873
charge,DC Charging,115.38,33.2,89.3,10234.59873,10234.59873
trip,0,23.31,89.3,86.0,10234.59873,10252.61404
trip,0,12.08,86.0,85.1,10252.61404,10263.06498
trip,0,66.14,85.1,73.7,10263.06498,10317.54128
trip,0,12.14,73.7,72.5,10317.54128,10327.69248
trip,0,16.4,72.5,70.9,10327.69248,10340.83805
trip,0,76.79,70.9,59.5,10340.83805,10391.30728
trip,0,13.1,59.5,56.8,10391.30728,10403.28574
trip,0,23.6,56.8,53.9,10403.28574,10413.80223
trip,0,137.7,53.9,36.8,10413.80223,10504.31448
charge,DC Charging,41.97,36.8,69.2,10504.31448,10504.31448
trip,0,18.53,69.2,66.3,10504.31448,10518.84859
trip,0,20.22,66.3,63.8,10518.84859,10535.32385
trip,0,26.61,63.8,59.3,10535.32385,10559.75257
charge,120,205.48,59.3,66.2,10559.75257,10559.75257
trip,0,24.0,66.2,63.6,10559.75257,10576.51317
trip,0,111.01,63.6,50.3,10576.51317,10650.72833
charge,120,180.6,50.3,56.7,10650.72833,10650.72833
trip,0,15.56,56.7,54.9,10650.72833,10662.60307
trip,0,17.17,54.9,53.4,10662.60307,10674.80095
trip,0,335.4,53.4,51.5,10674.80095,10706.93899
trip,0,28.05,51.5,50.5,10706.93899,10721.13651
trip,0,71.98,50.5,38.0,10721.13651,10780.52179
trip,0,11.9,38.0,37.3,10780.52179,10791.4637
charge,DC Charging,36.99,37.3,71.1,10791.4637,10791.4637
trip,0,47.53,71.1,61.1,10791.4637,10830.80654
charge,120,592.83,61.1,81.4,10830.80654,10830.80654
trip,0,18.18,81.4,79.2,10830.80654,10845.02315
trip,0,10.43,79.2,77.7,10845.02315,10854.18303
charge,240,89.71,77.7,91.2,10854.18303,10854.18303
trip,0,30.91,91.2,87.6,10854.18303,10874.96591
trip,0,23.98,87.6,83.8,10874.96591,10892.59016
charge,120,51.8,83.8,89.7,10892.59016,10892.59016
trip,0,39.2,89.7,90.6,10892.59016,10896.5846
trip,0,29.08,90.6,88.2,10896.5846,10915.07923
trip,0,105.22,88.2,83.8,10915.07923,10939.64476
trip,0,140.25,83.8,60.3,10939.64476,11058.66282
charge,240,64.11,60.3,85.9,11058.66282,11058.66282
trip,0,13.11,85.9,83.9,11058.66282,11068.74698
charge,120,242.15,83.9,91.0,11068.74698,11068.74698
trip,0,105.62,91.0,74.9,11068.74698,11142.68882
charge,120,191.76,74.9,77.5,11142.68882,11142.68882
trip,0,211.1,77.5,52.4,11142.68882,11275.10996
charge,120,53.62,52.4,56.4,11275.10996,11275.10996
trip,0,54.48,56.4,55.8,11275.10996,11282.2733
trip,0,198.29,55.8,25.3,11282.2733,11443.17967
trip,0,28.33,25.3,20.2,11443.17967,11468.77133
trip,0,24.91,20.2,16.1,11468.77133,11490.77822
trip,0,17.95,16.1,13.9,11490.77822,11504.32606
charge,120,79.92,13.9,18.5,11504.32606,11504.32606
trip,0,12.81,18.5,17.7,11504.32606,11512.13181
trip,0,13.42,17.7,14.8,11512.13181,11523.66188
charge,DC Charging,106.53,14.8,69.0,11523.66188,11523.66188
trip,0,52.84,69.0,62.1,11523.66188,11556.55351
charge,240,50.91,62.1,77.2,11556.55351,11556.55351
trip,0,22.13,77.2,74.1,11556.55351,11574.01796
trip,0,82.07,74.1,58.8,11574.01796,11652.15866
trip,0,19.27,58.8,54.9,11652.15866,11666.40753
charge,120,74.3,54.9,60.1,11666.40753,11666.40753
trip,0,32.29,60.1,55.9,11666.40753,11691.01271
trip,0,62.05,55.9,49.1,11691.01271,11734.66908
charge,DC Charging,88.06,49.1,67.5,11734.66908,11734.66908
trip,0,8.25,67.5,67.1,11734.66908,11741.38381
trip,0,28.4,67.1,64.6,11741.38381,11753.04517
charge,120,318.22,64.6,73.2,11753.04517,11753.04517
trip,0,58.94,73.2,67.7,11753.04517,11784.1023
trip,0,52.81,67.7,61.5,11784.1023,11820.78825
trip,0,15.12,61.5,59.8,11820.78825,11832.20139
trip,0,38.08,59.8,57.3,11832.20139,11848.5703
trip,0,25.1,57.3,55.4,11848.5703,11868.19203
trip,0,11.72,55.4,54.5,11868.19203,11876.88832
trip,0,247.66,54.5,49.0,11876.88832,11913.77988
trip,0,112.58,49.0,27.8,11913.77988,12013.2273
charge,DC Charging,45.24,27.8,44.1,12013.2273,12013.2273
trip,0,23.22,44.1,40.3,12013.2273,12025.56053
charge,240,50.62,40.3,53.4,12025.56053,12025.56053
trip,0,120.01,53.4,49.0,12025.56053,12052.73174
trip,0,26.56,49.0,46.8,12052.73174,12068.01968
trip,0,32.38,46.8,45.3,12068.01968,12077.15726
charge,DC Charging,53.71,45.3,79.2,12077.15726,12077.15726
trip,0,249.94,79.2,47.4,12077.15726,12249.08371
charge,120,261.04,47.4,48.5,12249.08371,12249.08371
trip,0,39.67,48.5,42.5,12249.08371,12276.95221
trip,0,78.69,42.5,33.8,12276.95221,12326.4502
trip,0,33.22,33.8,30.5,12326.4502,12342.40014
charge,120,50.68,30.5,34.1,12342.40014,12342.40014
trip,0,50.48,34.1,32.1,12342.40014,12355.82201
trip,0,17.75,32.1,30.6,12355.82201,12369.46663
trip,0,27.07,30.6,27.5,12369.46663,12391.57129
trip,0,20.56,27.5,24.1,12391.57129,12409.52202
charge,DC Charging,42.36,24.1,56.6,12409.52202,12409.52202
trip,0,109.33,56.6,36.1,12409.52202,12504.63846
charge,120,41.7,36.1,43.1,12504.63846,12504.63846
trip,0,56.43,43.1,41.8,12504.63846,12517.06702
trip,0,180.58,41.8,27.3,12517.06702,12590.19372
trip,0,110.97,27.3,9.9,12590.19372,12675.29581
trip,0,13.84,9.9,6.6,12675.29581,12685.47184
charge,240,69.1,6.6,12.8,12685.47184,12685.47184
trip,0,33.07,12.8,12.5,12685.47184,12691.24638
charge,DC Charging,33.72,12.5,44.8,12691.24638,12691.24638
trip,0,11.86,44.8,42.0,12691.24638,12700.91237
charge,120,26.4,42.0,50.2,12700.91237,12700.91237
trip,0,20.69,50.2,47.8,12700.91237,12712.50395
charge,120,354.4,47.8,57.0,12712.50395,12712.50395
trip,0,143.79,57.0,37.0,12712.50395,12808.73362
trip,0,22.83,37.0,34.3,12808.73362,12827.34836
trip,0,23.62,34.3,32.9,12827.34836,12844.18567
trip,0,65.0,32.9,22.9,12844.18567,12892.37813
charge,DC Charging,39.79,22.9,53.7,12892.37813,12892.37813
trip,0,21.04,53.7,50.6,12892.37813,12910.57684
trip,0,30.96,50.6,47.3,12910.57684,12934.47473
trip,0,219.62,47.3,28.6,12934.47473,13025.64505
charge,120,688.16,28.6,40.6,13025.64505,13025.64505
trip,0,24.13,40.6,39.2,13025.64505,13040.99874
trip,0,36.52,39.2,34.9,13040.99874,13069.73428
trip,0,13.11,34.9,33.4,13069.73428,13078.55276
trip,0,10.56,33.4,31.4,13078.55276,13086.12374
charge,120,108.07,31.4,36.5,13086.12374,13086.12374
trip,0,209.17,36.5,12.5,13086.12374,13226.00649
charge,DC Charging,120.84,12.5,69.7,13226.00649,13226.00649
trip,0,13.58,69.7,67.7,13226.00649,13235.18915
trip,0,8.4,67.7,66.3,13235.18915,13242.96583
charge,240,18.74,66.3,83.1,13242.96583,13242.96583
trip,0,22.74,83.1,82.1,13242.96583,13260.01561
trip,0,46.05,82.1,77.2,13260.01561,13289.12612
trip,0,105.44,77.2,59.5,13289.12612,13375.07224
trip,0,16.14,59.5,57.2,13375.07224,13386.08347
trip,0,18.14,57.2,55.5,13386.08347,13400.39672
trip,0,20.98,55.5,53.8,13400.39672,13418.85236
charge,DC Charging,39.54,53.8,85.6,13418.85236,13418.85236
trip,0,13.01,85.6,83.6,13418.85236,13426.60296
trip,0,9.75,83.6,82.1,13426.60296,13434.02067
trip,0,60.17,82.1,71.3,13434.02067,13480.6342
charge,120,241.09,71.3,78.9,13480.6342,13480.6342
trip,0,32.98,78.9,74.7,13480.6342,13500.71317
trip,0,70.51,74.7,66.9,13500.71317,13548.56752
trip,0,101.45,66.9,54.3,13548.56752,13614.88089
trip,0,15.11,54.3,52.8,13614.88089,13623.52314
trip,0,21.77,52.8,49.3,13623.52314,13638.91543
trip,0,191.64,49.3,21.4,13638.91543,13785.7454
trip,0,33.81,21.4,16.8,13785.7454,13812.34212
trip,0,13.3,16.8,14.5,13812.34212,13821.65912
charge,120,120.62,14.5,19.2,13821.65912,13821.65912
trip,0,37.21,19.2,19.9,13821.65912,13825.67664
trip,0,29.94,19.9,16.9,13825.67664,13845.16303
charge,240,54.73,16.9,35.1,13845.16303,13845.16303
trip,0,18.06,35.1,35.7,13845.16303,13850.48792
trip,0,9.78,35.7,33.7,13850.48792,13858.00646
trip,0,9.6,33.7,31.7,13858.00646,13866.28417
charge,120,32.92,31.7,40.4,13866.28417,13866.28417
trip,0,75.77,40.4,31.1,13866.28417,13909.32518
trip,0,12.3,31.1,29.1,13909.32518,13920.00467
charge,DC Charging,32.78,29.1,63.6,13920.00467,13920.00467
trip,0,37.82,63.6,60.1,13920.00467,13938.63634
trip,0,66.97,60.1,54.9,13938.63634,13962.26036
charge,120,57.36,54.9,59.0,13962.26036,13962.26036
trip,0,16.7,59.0,56.8,13962.26036,13971.22934
trip,0,15.29,56.8,56.0,13971.22934,13976.03075
charge,120,137.9,56.0,59.5,13976.03075,13976.03075
trip,0,82.01,59.5,46.1,13976.03075,14047.63935
charge,240,40.74,46.1,67.5,14047.63935,14047.63935
trip,0,389.09,67.5,61.2,14047.63935,14101.76986
trip,0,33.15,61.2,56.3,14101.76986,14124.26003
charge,DC Charging,36.96,56.3,87.9,14124.26003,14124.26003
trip,0,198.14,87.9,67.5,14124.26003,14224.8493
trip,0,37.97,67.5,65.3,14224.8493,14236.54374
charge,120,742.96,65.3,78.2,14236.54374,14236.54374
trip,0,112.73,78.2,62.2,14236.54374,14314.42036
trip,0,147.46,62.2,45.4,14314.42036,14408.99906
trip,0,19.02,45.4,43.6,14408.99906,14422.46022
trip,0,29.15,43.6,40.3,14422.46022,14445.15262
trip,0,11.77,40.3,38.7,14445.15262,14454.92607
trip,0,50.59,38.7,30.3,14454.92607,14500.41001
charge,240,38.6,30.3,53.9,14500.41001,14500.41001
trip,0,33.0,53.9,48.4,14500.41001,14524.3721
charge,120,52.82,48.4,53.9,14524.3721,14524.3721
trip,0,42.37,53.9,46.8,14524.3721,14561.0322
trip,0,13.64,46.8,43.4,14561.0322,14569.86584
charge,120,74.42,43.4,48.3,14569.86584,14569.86584
trip,0,13.14,48.3,47.0,14569.86584,14578.16612
