event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
charge,120,49.71,26.9,35.1,3081.56401,3081.56401
trip,0,19.51,35.1,32.4,3081.56401,3096.87638
trip,0,41.32,32.4,25.4,3096.87638,3132.19538
charge,120,548.56,25.4,39.6,3132.19538,3132.19538
trip,0,92.67,39.6,36.9,3132.19538,3149.62372
charge,120,392.69,36.9,49.0,3149.62372,3149.62372
trip,0,66.42,49.0,38.0,3149.62372,3201.22478
charge,120,64.23,38.0,42.7,3201.22478,3201.22478
trip,0,141.21,42.7,40.2,3201.22478,3224.28326
trip,0,55.21,40.2,33.6,3224.28326,3261.18786
trip,0,68.93,33.6,23.6,3261.18786,3311.85838
trip,0,103.56,23.6,11.6,3311.85838,3373.79432
charge,120,342.99,11.6,18.8,3373.79432,3373.79432
trip,0,54.4,18.8,9.9,3373.79432,3416.79704
charge,360,36.42,9.9,42.8,3416.79704,3416.79704
trip,0,20.04,42.8,39.4,3416.79704,3432.45948
trip,0,31.59,39.4,35.9,3432.45948,3454.13567
charge,120,1737.42,35.9,59.4,3454.13567,3454.13567
trip,0,20.69,59.4,57.0,3454.13567,3465.72724
charge,120,354.4,57.0,66.1,3465.72724,3465.72724
trip,0,143.79,66.1,46.2,3465.72724,3561.95691
trip,0,22.83,46.2,43.5,3561.95691,3580.57165
trip,0,23.62,43.5,42.1,3580.57165,3597.40897
trip,0,65.0,42.1,32.0,3597.40897,3645.60142
charge,360,39.79,32.0,62.9,3645.60142,3645.60142
trip,0,21.04,62.9,59.8,3645.60142,3663.80013
trip,0,30.96,59.8,56.4,3663.80013,3687.69803
trip,0,20.62,56.4,54.4,3687.69803,3701.57338
trip,0,68.8,54.4,44.7,3701.57338,3748.1461
charge,120,957.5,44.7,69.3,3748.1461,3748.1461
trip,0,229.93,69.3,38.3,3748.1461,3911.5424
trip,0,180.67,38.3,12.9,3911.5424,4050.23136
charge,360,85.54,12.9,44.0,4050.23136,4050.23136
trip,0,20.29,44.0,42.0,4050.23136,4063.66056
trip,0,14.81,42.0,40.0,4063.66056,4071.85268
trip,0,52.51,40.0,31.7,4071.85268,4109.11388
charge,120,132.31,31.7,36.0,4109.11388,4109.11388
trip,0,10.99,36.0,35.5,4109.11388,4114.04451
trip,0,8.46,35.5,33.3,4114.04451,4120.54103
charge,240,42.05,33.3,42.5,4120.54103,4120.54103
trip,0,32.36,42.5,38.1,4120.54103,4143.59341
trip,0,88.53,38.1,25.8,4143.59341,4205.54934
charge,120,489.07,25.8,32.7,4205.54934,4205.54934
trip,0,29.8,32.7,30.2,4205.54934,4227.36237
trip,0,44.3,30.2,22.9,4227.36237,4269.2872
charge,360,57.01,22.9,52.6,4269.2872,4269.2872
trip,0,64.64,52.6,39.9,4269.2872,4329.58962
trip,0,9.56,39.9,37.0,4329.58962,4337.6456
charge,360,74.69,37.0,79.3,4337.6456,4337.6456
trip,0,86.81,79.3,67.1,4337.6456,4404.27432
trip,0,28.32,67.1,65.1,4404.27432,4419.04723
trip,0,11.67,65.1,64.2,4419.04723,4428.78232
trip,0,48.2,64.2,55.5,4428.78232,4468.75042
charge,120,45.44,55.5,61.3,4468.75042,4468.75042
trip,0,66.96,61.3,48.1,4468.75042,4527.46598
trip,0,40.37,48.1,42.8,4527.46598,4556.56145
trip,0,64.81,42.8,35.6,4556.56145,4597.84388
trip,0,96.69,35.6,23.8,4597.84388,4659.66709
trip,0,30.73,23.8,20.4,4659.66709,4682.45673
trip,0,76.31,20.4,11.4,4682.45673,4727.79603
charge,120,742.78,11.4,24.6,4727.79603,4727.79603
trip,0,22.03,24.6,22.4,4727.79603,4740.58458
charge,360,34.03,22.4,57.7,4740.58458,4740.58458
trip,0,44.73,57.7,48.9,4740.58458,4780.47883
charge,240,69.79,48.9,62.2,4780.47883,4780.47883
trip,0,34.66,62.2,56.8,4780.47883,4810.98844
trip,0,52.84,56.8,46.1,4810.98844,4855.75212
charge,120,119.0,46.1,49.3,4855.75212,4855.75212
trip,0,152.34,49.3,24.4,4855.75212,4974.04126
trip,0,15.41,24.4,21.3,4974.04126,4983.63728
charge,240,87.71,21.3,32.7,4983.63728,4983.63728
trip,0,23.15,32.7,29.9,4983.63728,4999.83094
trip,0,13.85,29.9,27.0,4999.83094,5010.38379
charge,360,76.8,27.0,69.3,5010.38379,5010.38379
trip,0,26.7,69.3,67.9,5010.38379,5028.28704
charge,360,65.51,67.9,96.4,5028.28704,5028.28704
trip,0,16.99,96.4,94.8,5028.28704,5039.77272
trip,0,33.91,94.8,90.3,5039.77272,5061.55117
trip,0,144.5,90.3,66.3,5061.55117,5180.0864
trip,0,132.05,66.3,42.5,5180.0864,5298.56493
charge,360,45.03,42.5,72.3,5298.56493,5298.56493
trip,0,92.5,72.3,53.4,5298.56493,5386.63008
trip,0,15.13,53.4,51.3,5386.63008,5398.34628
charge,240,81.51,51.3,68.4,5398.34628,5398.34628
trip,0,36.5,68.4,65.0,5398.34628,5415.42506
trip,0,11.47,65.0,64.0,5415.42506,5422.11772
trip,0,27.69,64.0,59.5,5422.11772,5442.55961
charge,120,109.86,59.5,63.9,5442.55961,5442.55961
trip,0,20.9,63.9,61.7,5442.55961,5457.68116
trip,0,67.64,61.7,50.6,5457.68116,5511.13894
trip,0,58.09,50.6,42.6,5511.13894,5551.49461
charge,120,684.95,42.6,63.2,5551.49461,5551.49461
trip,0,42.02,63.2,58.5,5551.49461,5577.65477
trip,0,79.59,58.5,45.6,5577.65477,5636.73469
trip,0,18.27,45.6,43.1,5636.73469,5649.83402
trip,0,174.85,43.1,16.8,5649.83402,5783.58924
trip,0,47.5,16.8,12.7,5783.58924,5803.92265
trip,0,15.92,12.7,10.9,5803.92265,5817.0571
trip,0,14.35,10.9,7.4,5817.0571,5829.15371
charge,360,33.84,7.4,38.2,5829.15371,5829.15371
trip,0,76.94,38.2,25.2,5829.15371,5893.66934
charge,360,34.04,25.2,58.9,5893.66934,5893.66934
trip,0,21.83,58.9,53.7,5893.66934,5912.42977
charge,240,50.6,53.7,60.5,5912.42977,5912.42977
trip,0,11.65,60.5,58.4,5912.42977,5920.91255
trip,0,18.93,58.4,56.5,5920.91255,5935.33685
trip,0,20.49,56.5,54.4,5935.33685,5948.55456
trip,0,26.0,54.4,52.0,5948.55456,5966.40475
trip,0,59.2,52.0,46.1,5966.40475,5996.61777
charge,120,155.54,46.1,52.8,5996.61777,5996.61777
trip,0,41.87,52.8,48.2,5996.61777,6025.08808
trip,0,10.7,48.2,46.9,6025.08808,6034.09564
trip,0,86.54,46.9,44.7,6034.09564,6050.95639
charge,120,337.46,44.7,52.3,6050.95639,6050.95639
trip,0,15.77,52.3,50.7,6050.95639,6056.70223
trip,0,16.86,50.7,49.9,6056.70223,6064.66937
charge,120,648.73,49.9,63.7,6064.66937,6064.66937
trip,0,41.26,63.7,61.8,6064.66937,6085.37799
trip,0,88.26,61.8,50.4,6085.37799,6146.08749
charge,120,115.87,50.4,52.3,6146.08749,6146.08749
trip,0,167.23,52.3,24.2,6146.08749,6288.97038
charge,120,20.4,24.2,34.3,6288.97038,6288.97038
trip,0,8.52,34.3,33.4,6288.97038,6297.25013
trip,0,20.48,33.4,32.3,6297.25013,6314.09495
trip,0,27.51,32.3,30.1,6314.09495,6327.43017
charge,120,87.2,30.1,37.1,6327.43017,6327.43017
trip,0,101.55,37.1,26.7,6327.43017,6371.78753
trip,0,58.87,26.7,16.0,6371.78753,6425.03046
charge,360,83.25,16.0,84.3,6425.03046,6425.03046
trip,0,153.01,84.3,58.3,6425.03046,6554.62451
trip,0,51.44,58.3,50.8,6554.62451,6591.62498
trip,0,11.32,50.8,49.4,6591.62498,6600.65196
trip,0,19.29,49.4,47.3,6600.65196,6616.25112
trip,0,130.34,47.3,25.4,6616.25112,6729.07334
trip,0,23.33,25.4,24.4,6729.07334,6745.4608
charge,240,61.83,24.4,40.9,6745.4608,6745.4608
trip,0,31.06,40.9,37.5,6745.4608,6763.12439
trip,0,23.87,37.5,34.9,6763.12439,6781.25946
trip,0,76.11,34.9,23.1,6781.25946,6845.61559
charge,360,62.0,23.1,54.3,6845.61559,6845.61559
trip,0,112.83,54.3,51.7,6845.61559,6864.39231
charge,120,139.09,51.7,61.4,6864.39231,6864.39231
trip,0,24.09,61.4,58.6,6864.39231,6883.1092
trip,0,9.93,58.6,57.8,6883.1092,6889.53875
trip,0,37.57,57.8,53.3,6889.53875,6913.24926
charge,120,251.12,53.3,60.6,6913.24926,6913.24926
trip,0,52.45,60.6,53.7,6913.24926,6946.73597
charge,360,31.05,53.7,79.9,6946.73597,6946.73597
trip,0,14.1,79.9,77.4,6946.73597,6960.46869
trip,0,8.47,77.4,76.4,6960.46869,6966.76794
charge,240,64.18,76.4,82.3,6966.76794,6966.76794
trip,0,20.56,82.3,79.8,6966.76794,6982.33827
trip,0,10.61,79.8,78.5,6982.33827,6990.66282
trip,0,10.15,78.5,76.3,6990.66282,6998.77128
charge,120,48.15,76.3,81.2,6998.77128,6998.77128
trip,0,48.66,81.2,79.0,6998.77128,7013.75944
trip,0,16.24,79.0,77.5,7013.75944,7026.32217
trip,0,66.1,77.5,70.3,7026.32217,7065.68802
trip,0,57.56,70.3,66.1,7065.68802,7089.39909
trip,0,29.63,66.1,63.6,7089.39909,7103.81827
trip,0,105.34,63.6,44.6,7103.81827,7187.91294
charge,120,146.41,44.6,47.4,7187.91294,7187.91294
trip,0,89.14,47.4,30.1,7187.91294,7262.08936
charge,240,59.21,30.1,35.8,7262.08936,7262.08936
trip,0,18.41,35.8,35.2,7262.08936,7267.66336
trip,0,55.68,35.2,28.8,7267.66336,7301.32183
charge,120,861.8,28.8,53.6,7301.32183,7301.32183
trip,0,30.52,53.6,50.8,7301.32183,7323.43453
trip,0,10.81,50.8,49.6,7323.43453,7331.61205
charge,120,358.86,49.6,57.0,7331.61205,7331.61205
trip,0,71.33,57.0,48.0,7331.61205,7378.62884
trip,0,77.5,48.0,35.8,7378.62884,7440.80562
trip,0,16.57,35.8,33.4,7440.80562,7452.93739
charge,360,38.82,33.4,67.5,7452.93739,7452.93739
trip,0,87.2,67.5,49.3,7452.93739,7540.19659
charge,360,44.26,49.3,74.2,7540.19659,7540.19659
trip,0,281.32,74.2,70.2,7540.19659,7573.66536
charge,120,638.91,70.2,78.9,7573.66536,7573.66536
trip,0,31.76,78.9,75.4,7573.66536,7594.23995
trip,0,103.65,75.4,59.2,7594.23995,7672.0849
trip,0,10.34,59.2,58.0,7672.0849,7680.22122
trip,0,10.76,58.0,55.7,7680.22122,7688.84916
trip,0,15.46,55.7,54.4,7688.84916,7698.26847
charge,120,531.88,54.4,65.6,7698.26847,7698.26847
trip,0,52.34,65.6,59.9,7698.26847,7728.83729
trip,0,20.94,59.9,57.6,7728.83729,7744.85725
trip,0,11.13,57.6,56.0,7744.85725,7751.40274
trip,0,73.25,56.0,44.4,7751.40274,7803.01032
trip,0,96.56,44.4,28.1,7803.01032,7878.25952
trip,0,162.05,28.1,7.3,7878.25952,7981.92658
charge,120,973.58,7.3,25.7,7981.92658,7981.92658
trip,0,12.79,25.7,23.6,7981.92658,7991.10935
charge,120,373.97,23.6,35.0,7991.10935,7991.10935
trip,0,30.56,35.0,32.2,7991.10935,8010.86345
charge,120,275.44,32.2,40.1,8010.86345,8010.86345
trip,0,43.74,40.1,33.6,8010.86345,8042.29828
charge,240,44.41,33.6,43.4,8042.29828,8042.29828
trip,0,28.44,43.4,40.6,8042.29828,8060.69528
charge,120,462.37,40.6,59.0,8060.69528,8060.69528
trip,0,19.34,59.0,57.4,8060.69528,8071.53284
charge,120,409.61,57.4,65.7,8071.53284,8071.53284
trip,0,72.42,65.7,63.3,8071.53284,8090.93968
charge,120,434.59,63.3,73.8,8090.93968,8090.93968
trip,0,44.93,73.8,71.6,8090.93968,8105.31699
trip,0,13.03,71.6,69.7,8105.31699,8114.08186
trip,0,79.26,69.7,59.1,8114.08186,8159.58513
charge,120,321.98,59.1,65.2,8159.58513,8159.58513
trip,0,177.42,65.2,49.1,8159.58513,8237.90633
charge,120,446.65,49.1,52.4,8237.90633,8237.90633
trip,0,54.81,52.4,45.3,8237.90633,8276.04483
trip,0,26.38,45.3,43.3,8276.04483,8292.23034
trip,0,64.08,43.3,36.7,8292.23034,8328.10769
charge,360,46.02,36.7,63.1,8328.10769,8328.10769
trip,0,50.99,63.1,53.8,8328.10769,8373.17946
trip,0,79.38,53.8,36.3,8373.17946,8448.71746
charge,240,107.17,36.3,56.4,8448.71746,8448.71746
trip,0,10.98,56.4,54.3,8448.71746,8456.93142
trip,0,9.44,54.3,52.4,8456.93142,8465.22303
trip,0,10.85,52.4,51.1,8465.22303,8471.18343
charge,360,76.42,51.1,95.5,8471.18343,8471.18343
trip,0,93.5,95.5,84.4,8471.18343,8520.35825
trip,0,346.02,84.4,73.9,8520.35825,8589.12654
trip,0,442.73,73.9,66.6,8589.12654,8638.70004
charge,120,112.76,66.6,69.8,8638.70004,8638.70004
trip,0,74.64,69.8,55.8,8638.70004,8700.56957
trip,0,49.61,55.8,48.7,8700.56957,8738.29745
trip,0,85.08,48.7,42.4,8738.29745,8774.0476
charge,360,39.98,42.4,67.2,8774.0476,8774.0476
trip,0,94.78,67.2,51.0,8774.0476,8847.52487
trip,0,66.92,51.0,47.2,8847.52487,8868.44537
trip,0,116.33,47.2,35.2,8868.44537,8926.04481
charge,120,1036.29,35.2,49.5,8926.04481,8926.04481
trip,0,104.27,49.5,38.9,8926.04481,8980.75111
charge,120,737.43,38.9,50.7,8980.75111,8980.75111
trip,0,12.85,50.7,48.4,8980.75111,8991.38406
trip,0,91.64,48.4,37.8,8991.38406,9039.923
charge,120,1878.18,37.8,78.6,9039.923,9039.923
trip,0,51.9,78.6,71.5,9039.923,9072.77937
trip,0,179.8,71.5,46.7,9072.77937,9199.40646
charge,120,460.64,46.7,56.4,9199.40646,9199.40646
trip,0,45.26,56.4,54.2,9199.40646,9214.63067
charge,120,720.33,54.2,68.0,9214.63067,9214.63067
trip,0,60.43,68.0,59.6,9214.63067,9255.13151
charge,240,45.69,59.6,74.5,9255.13151,9255.13151
trip,0,25.0,74.5,70.4,9255.13151,9273.76527
charge,240,69.05,70.4,88.3,9273.76527,9273.76527
trip,0,55.27,88.3,87.3,9273.76527,9284.71239
trip,0,14.2,87.3,84.7,9284.71239,9294.48441
trip,0,18.96,84.7,83.1,9294.48441,9302.41807
trip,0,9.84,83.1,81.4,9302.41807,9312.32116
charge,120,317.16,81.4,90.8,9312.32116,9312.32116
trip,0,118.52,90.8,81.2,9312.32116,9356.64278
trip,0,48.37,81.2,74.3,9356.64278,9393.0674
trip,0,103.54,74.3,59.3,9393.0674,9463.38421
trip,0,52.28,59.3,51.8,9463.38421,9500.28319
trip,0,72.25,51.8,51.0,9500.28319,9510.8681
charge,120,370.48,51.0,54.4,9510.8681,9510.8681
trip,0,87.13,54.4,43.3,9510.8681,9569.33936
trip,0,91.18,43.3,29.1,9569.33936,9641.75113
trip,0,15.7,29.1,26.7,9641.75113,9652.2204
charge,360,34.34,26.7,50.3,9652.2204,9652.2204
trip,0,62.82,50.3,38.1,9652.2204,9708.54114
trip,0,13.32,38.1,36.5,9708.54114,9719.80972
trip,0,11.95,36.5,35.3,9719.80972,9726.58318
trip,0,45.22,35.3,36.1,9726.58318,9733.41225
trip,0,98.44,36.1,35.3,9733.41225,9748.2151
charge,120,616.36,35.3,52.0,9748.2151,9748.2151
trip,0,36.82,52.0,48.1,9748.2151,9774.10342
trip,0,10.27,48.1,46.9,9774.10342,9782.24354
trip,0,99.69,46.9,33.9,9782.24354,9851.74929
trip,0,70.49,33.9,23.1,9851.74929,9909.31085
trip,0,33.12,23.1,18.6,9909.31085,9936.30953
trip,0,12.29,18.6,16.8,9936.30953,9944.44588
charge,120,361.97,16.8,27.8,9944.44588,9944.44588
trip,0,73.44,27.8,15.9,9944.44588,9994.85622
trip,0,81.05,15.9,4.1,9994.85622,10056.98842
charge,360,82.57,4.1,33.5,10056.98842,10056.98842
trip,0,76.68,33.5,24.1,10056.98842,10105.75639
charge,120,60.57,24.1,33.5,10105.75639,10105.75639
trip,0,22.64,33.5,29.4,10105.75639,10122.7008
charge,360,35.23,29.4,60.4,10122.7008,10122.7008
trip,0,29.89,60.4,53.7,10122.7008,10150.64419
charge,360,36.1,53.7,89.6,10150.64419,10150.64419
trip,0,23.9,89.6,85.2,10150.64419,10169.38886
trip,0,62.69,85.2,75.1,10169.38886,10214.79159
trip,0,188.77,75.1,59.6,10214.79159,10294.18076
charge,360,102.75,59.6,82.2,10294.18076,10294.18076
trip,0,108.15,82.2,67.8,10294.18076,10370.171
trip,0,270.1,67.8,38.9,10370.171,10527.64973
charge,120,1488.77,38.9,53.2,10527.64973,10527.64973
trip,0,30.97,53.2,50.1,10527.64973,10548.71014
charge,360,35.9,50.1,75.7,10548.71014,10548.71014
trip,0,14.32,75.7,73.7,10548.71014,10560.32776
trip,0,23.31,73.7,71.4,10560.32776,10575.98849
trip,0,22.57,71.4,69.5,10575.98849,10593.2648
trip,0,24.72,69.5,67.2,10593.2648,10611.37734
trip,0,116.54,67.2,52.5,10611.37734,10679.3709
charge,240,78.03,52.5,60.7,10679.3709,10679.3709
trip,0,82.48,60.7,50.7,10679.3709,10722.92247
charge,120,792.39,50.7,68.8,10722.92247,10722.92247
trip,0,411.57,68.8,54.6,10722.92247,10800.4243
trip,0,47.45,54.6,50.7,10800.4243,10818.75882
trip,0,24.78,50.7,48.7,10818.75882,10835.4241
charge,120,66.73,48.7,54.1,10835.4241,10835.4241
trip,0,29.94,54.1,50.4,10835.4241,10857.67966
trip,0,20.47,50.4,48.4,10857.67966,10871.33038
trip,0,19.84,48.4,47.3,10871.33038,10882.72718
charge,120,311.53,47.3,56.5,10882.72718,10882.72718
trip,0,22.91,56.5,53.0,10882.72718,10898.83221
charge,240,101.86,53.0,79.3,10898.83221,10898.83221
trip,0,159.9,79.3,70.6,10898.83221,10949.13415
trip,0,63.91,70.6,70.1,10949.13415,10956.04226
trip,0,120.8,70.1,51.6,10956.04226,11039.75956
charge,120,176.44,51.6,55.7,11039.75956,11039.75956
trip,0,31.08,55.7,53.2,11039.75956,11052.01958
charge,120,187.08,53.2,57.2,11052.01958,11052.01958
trip,0,172.83,57.2,29.9,11052.01958,11186.03717
trip,0,34.19,29.9,26.0,11186.03717,11199.06883
trip,0,51.04,26.0,23.3,11199.06883,11211.21744
charge,360,44.42,23.3,44.3,11211.21744,11211.21744
trip,0,96.24,44.3,42.8,11211.21744,11226.70904
charge,240,54.69,42.8,55.8,11226.70904,11226.70904
trip,0,22.43,55.8,52.6,11226.70904,11242.15061
trip,0,48.33,52.6,44.0,11242.15061,11280.46768
charge,240,46.71,44.0,51.2,11280.46768,11280.46768
trip,0,96.91,51.2,39.0,11280.46768,11349.34153
trip,0,13.77,39.0,35.6,11349.34153,11362.53062
charge,240,48.38,35.6,45.4,11362.53062,11362.53062
trip,0,13.73,45.4,44.0,11362.53062,11373.47508
trip,0,12.22,44.0,42.3,11373.47508,11382.4251
trip,0,45.23,42.3,35.2,11382.4251,11419.067
trip,0,66.38,35.2,28.1,11419.067,11462.66203
trip,0,106.0,28.1,14.2,11462.66203,11544.26132
charge,360,53.48,14.2,46.6,11544.26132,11544.26132
trip,0,95.01,46.6,26.9,11544.26132,11634.34553
charge,360,148.21,26.9,89.5,11634.34553,11634.34553
trip,0,53.02,89.5,82.4,11634.34553,11669.88473
charge,120,626.01,82.4,95.5,11669.88473,11669.88473
trip,0,84.89,95.5,83.1,11669.88473,11731.21144
trip,0,40.16,83.1,76.8,11731.21144,11761.97453
trip,0,154.76,76.8,52.0,11761.97453,11887.76158
charge,360,42.11,52.0,84.1,11887.76158,11887.76158
trip,0,41.55,84.1,75.8,11887.76158,11922.70644
trip,0,179.77,75.8,54.9,11922.70644,12046.10377
trip,0,14.0,54.9,53.3,12046.10377,12054.18672
charge,120,74.91,53.3,57.9,12054.18672,12054.18672
trip,0,24.94,57.9,55.4,12054.18672,12073.32342
trip,0,15.42,55.4,53.5,12073.32342,12085.2637
trip,0,182.56,53.5,32.0,12085.2637,12204.99915
trip,0,175.22,32.0,10.0,12204.99915,12331.03431
charge,360,50.08,10.0,34.7,12331.03431,12331.03431
trip,0,77.53,34.7,22.1,12331.03431,12388.54612
charge,360,45.49,22.1,57.2,12388.54612,12388.54612
trip,0,81.68,57.2,43.9,12388.54612,12445.68923
charge,240,83.1,43.9,59.8,12445.68923,12445.68923
trip,0,24.52,59.8,56.7,12445.68923,12461.63994
trip,0,25.54,56.7,54.2,12461.63994,12482.0096
trip,0,14.74,54.2,53.3,12482.0096,12493.98869
trip,0,13.35,53.3,51.9,12493.98869,12504.20338
trip,0,36.35,51.9,46.2,12504.20338,12532.18138
trip,0,91.82,46.2,29.1,12532.18138,12617.26996
charge,240,23.07,29.1,50.2,12617.26996,12617.26996
trip,0,25.65,50.2,45.7,12617.26996,12635.18888
charge,240,187.94,45.7,60.4,12635.18888,12635.18888
trip,0,44.99,60.4,53.8,12635.18888,12664.45647
trip,0,78.39,53.8,44.7,12664.45647,12717.04585
charge,240,89.13,44.7,55.3,12717.04585,12717.04585
trip,0,27.14,55.3,51.9,12717.04585,12736.44667
trip,0,10.89,51.9,50.8,12736.44667,12744.45751
trip,0,41.34,50.8,44.4,12744.45751,12776.4583
trip,0,62.89,44.4,34.1,12776.4583,12829.18968
trip,0,24.0,34.1,30.0,12829.18968,12848.98248
charge,360,39.25,30.0,65.5,12848.98248,12848.98248
trip,0,29.52,65.5,62.2,12848.98248,12872.11381
trip,0,34.09,62.2,61.1,12872.11381,12882.46297
trip,0,53.75,61.1,52.5,12882.46297,12923.40811
trip,0,59.78,52.5,43.9,12923.40811,12967.57799
trip,0,41.9,43.9,38.3,12967.57799,13002.45048
trip,0,12.33,38.3,36.0,13002.45048,13011.28379
trip,0,64.28,36.0,25.4,13011.28379,13060.00772
trip,0,40.65,25.4,21.3,13060.00772,13082.07364
trip,0,18.49,21.3,18.6,13082.07364,13094.16586
charge,360,80.12,18.6,43.5,13094.16586,13094.16586
trip,0,48.11,43.5,36.7,13094.16586,13132.18809
trip,0,73.37,36.7,25.7,13132.18809,13187.5991
trip,0,37.88,25.7,22.0,13187.5991,13211.85063
charge,120,18.45,22.0,32.8,13211.85063,13211.85063
trip,0,13.15,32.8,30.8,13211.85063,13223.70781
trip,0,7.5,30.8,31.6,13223.70781,13231.1712
charge,240,23.2,31.6,45.4,13231.1712,13231.1712
trip,0,11.7,45.4,44.2,13231.1712,13238.81886
charge,120,226.36,44.2,51.7,13238.81886,13238.81886
trip,0,31.54,51.7,49.7,13238.81886,13252.19755
charge,240,118.95,49.7,71.8,13252.19755,13252.19755
trip,0,188.87,71.8,43.0,13252.19755,13397.97574
trip,0,29.71,43.0,39.1,13397.97574,13413.60785
trip,0,18.05,39.1,37.0,13413.60785,13426.69684
trip,0,165.76,37.0,22.4,13426.69684,13509.5042
charge,120,563.95,22.4,33.6,13509.5042,13509.5042
trip,0,20.6,33.6,31.6,13509.5042,13522.29989
trip,0,67.2,31.6,24.2,13522.29989,13554.5772
charge,360,88.2,24.2,62.3,13554.5772,13554.5772
trip,0,73.87,62.3,49.4,13554.5772,13615.13423
charge,360,91.67,49.4,74.3,13615.13423,13615.13423
trip,0,99.82,74.3,61.6,13615.13423,13682.60093
trip,0,35.2,61.6,60.1,13682.60093,13692.88209
trip,0,10.72,60.1,58.7,13692.88209,13700.91346
trip,0,23.92,58.7,56.1,13700.91346,13711.82826
charge,120,505.44,56.1,69.1,13711.82826,13711.82826
trip,0,47.08,69.1,66.3,13711.82826,13727.61501
charge,120,103.43,66.3,69.0,13727.61501,13727.61501
trip,0,90.56,69.0,52.0,13727.61501,13806.01081
charge,360,61.62,52.0,73.8,13806.01081,13806.01081
trip,0,162.48,73.8,58.5,13806.01081,13885.67455
charge,120,121.11,58.5,61.9,13885.67455,13885.67455
trip,0,21.89,61.9,58.7,13885.67455,13895.75946
charge,120,83.64,58.7,64.0,13895.75946,13895.75946
trip,0,87.84,64.0,48.8,13895.75946,13961.62002
trip,0,11.51,48.8,46.4,13961.62002,13970.85379
trip,0,56.84,46.4,35.6,13970.85379,14017.55373
charge,120,149.01,35.6,38.0,14017.55373,14017.55373
trip,0,60.52,38.0,28.1,14017.55373,14061.89227
charge,120,27.14,28.1,33.4,14061.89227,14061.89227
trip,0,21.83,33.4,30.7,14061.89227,14079.63734
trip,0,12.65,30.7,29.1,14079.63734,14089.95182
trip,0,129.97,29.1,19.5,14089.95182,14132.45611
charge,360,39.5,19.5,48.5,14132.45611,14132.45611
trip,0,17.94,48.5,45.4,14132.45611,14143.88851
trip,0,20.04,45.4,42.1,14143.88851,14157.09865
charge,120,76.95,42.1,50.0,14157.09865,14157.09865
trip,0,13.36,50.0,48.2,14157.09865,14167.59399
trip,0,9.09,48.2,46.3,14167.59399,14175.0047
trip,0,26.59,46.3,42.1,14175.0047,14194.10902
charge,360,89.25,42.1,61.9,14194.10902,14194.10902
trip,0,14.17,61.9,60.4,14194.10902,14201.99184
charge,240,136.33,60.4,73.8,14201.99184,14201.99184
trip,0,103.36,73.8,54.4,14201.99184,14291.83528
trip,0,22.9,54.4,51.1,14291.83528,14310.7783
trip,0,41.26,51.1,44.3,14310.7783,14345.88955
trip,0,23.56,44.3,42.4,14345.88955,14361.33273
charge,120,91.77,42.4,48.6,14361.33273,14361.33273
trip,0,15.52,48.6,45.0,14361.33273,14371.69846
charge,360,74.92,45.0,94.9,14371.69846,14371.69846
trip,0,81.19,94.9,78.1,14371.69846,14446.02982
charge,240,237.45,78.1,95.4,14446.02982,14446.02982
