event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
trip,0,108.12,49.4,48.6,3899.80102,3913.91055
charge,120,298.53,48.6,51.6,3913.91055,3913.91055
trip,0,187.71,51.6,28.3,3913.91055,4035.00382
trip,0,34.67,28.3,25.2,4035.00382,4051.94324
charge,DC Charging,87.47,25.2,52.9,4051.94324,4051.94324
trip,0,98.25,52.9,45.6,4051.94324,4088.18881
charge,120,401.78,45.6,54.1,4088.18881,4088.18881
trip,0,29.26,54.1,51.5,4088.18881,4108.0425
trip,0,15.49,51.5,49.7,4108.0425,4119.27132
trip,0,17.66,49.7,48.0,4119.27132,4131.02184
charge,120,312.07,48.0,56.9,4131.02184,4131.02184
trip,0,66.23,56.9,45.6,4131.02184,4187.04201
trip,0,90.04,45.6,31.9,4187.04201,4246.65645
charge,120,672.89,31.9,46.4,4246.65645,4246.65645
trip,0,351.68,46.4,39.1,4246.65645,4297.15908
trip,0,88.55,39.1,27.8,4297.15908,4355.65194
trip,0,53.0,27.8,20.5,4355.65194,4389.68708
trip,0,58.81,20.5,11.7,4389.68708,4436.9832
trip,0,28.83,11.7,8.6,4436.9832,4459.34955
trip,0,11.41,8.6,7.1,4459.34955,4467.55806
charge,DC Charging,87.48,7.1,79.4,4467.55806,4467.55806
trip,0,85.6,79.4,74.8,4467.55806,4490.62416
charge,240,82.26,74.8,92.2,4490.62416,4490.62416
trip,0,114.61,92.2,81.0,4490.62416,4550.62979
trip,0,19.47,81.0,78.8,4550.62979,4565.49123
trip,0,22.91,78.8,77.4,4565.49123,4577.82347
charge,120,704.4,77.4,90.3,4577.82347,4577.82347
trip,0,11.5,90.3,88.8,4577.82347,4586.90613
trip,0,49.11,88.8,81.2,4586.90613,4623.3705
trip,0,61.78,81.2,71.4,4623.3705,4675.00634
charge,240,106.14,71.4,81.3,4675.00634,4675.00634
trip,0,54.19,81.3,75.0,4675.00634,4710.7522
trip,0,119.93,75.0,56.2,4710.7522,4808.14108
trip,0,18.17,56.2,54.0,4808.14108,4819.55105
trip,0,10.25,54.0,52.3,4819.55105,4828.09278
trip,0,59.76,52.3,39.8,4828.09278,4883.20198
trip,0,18.47,39.8,36.0,4883.20198,4894.94586
charge,DC Charging,60.17,36.0,91.2,4894.94586,4894.94586
trip,0,27.55,91.2,87.4,4894.94586,4909.66563
trip,0,141.82,87.4,73.5,4909.66563,4984.5433
trip,0,60.02,73.5,66.9,4984.5433,5021.56568
trip,0,107.16,66.9,57.2,5021.56568,5070.78103
trip,0,74.9,57.2,45.6,5070.78103,5127.45419
trip,0,39.67,45.6,41.6,5127.45419,5148.96919
trip,0,21.97,41.6,39.7,5148.96919,5158.87281
trip,0,9.95,39.7,39.0,5158.87281,5164.4876
trip,0,52.96,39.0,30.9,5164.4876,5200.12732
charge,120,246.7,30.9,37.6,5200.12732,5200.12732
trip,0,36.69,37.6,33.6,5200.12732,5220.05813
charge,120,179.57,33.6,35.1,5220.05813,5220.05813
trip,0,87.14,35.1,30.0,5220.05813,5248.59828
charge,120,205.15,30.0,34.4,5248.59828,5248.59828
trip,0,93.88,34.4,17.6,5248.59828,5324.96511
charge,DC Charging,36.57,17.6,50.8,5324.96511,5324.96511
trip,0,32.32,50.8,45.6,5324.96511,5349.78211
charge,240,67.63,45.6,72.3,5349.78211,5349.78211
trip,0,199.04,72.3,42.6,5349.78211,5507.79816
charge,120,509.57,42.6,52.2,5507.79816,5507.79816
trip,0,40.56,52.2,49.0,5507.79816,5526.71896
trip,0,24.52,49.0,46.7,5526.71896,5543.08224
trip,0,11.49,46.7,45.3,5543.08224,5552.40185
trip,0,36.15,45.3,39.9,5552.40185,5580.64927
charge,120,116.96,39.9,44.3,5580.64927,5580.64927
trip,0,30.16,44.3,42.8,5580.64927,5595.47992
charge,DC Charging,43.32,42.8,68.3,5595.47992,5595.47992
trip,0,36.42,68.3,63.9,5595.47992,5620.43153
charge,120,896.6,63.9,83.3,5620.43153,5620.43153
trip,0,148.69,83.3,59.8,5620.43153,5735.01267
trip,0,27.13,59.8,55.9,5735.01267,5756.14043
trip,0,44.6,55.9,48.9,5756.14043,5792.49614
charge,240,86.52,48.9,74.0,5792.49614,5792.49614
trip,0,142.38,74.0,51.4,5792.49614,5897.81076
trip,0,24.94,51.4,47.9,5897.81076,5914.90902
trip,0,146.01,47.9,36.6,5914.90902,5969.22348
trip,0,94.07,36.6,32.1,5969.22348,5994.30667
trip,0,35.47,32.1,30.1,5994.30667,6004.3997
trip,0,15.96,30.1,27.5,6004.3997,6013.73774
charge,120,710.5,27.5,50.2,6013.73774,6013.73774
trip,0,89.36,50.2,37.8,6013.73774,6069.47658
trip,0,58.98,37.8,28.8,6069.47658,6113.35253
trip,0,293.38,28.8,23.0,6113.35253,6150.08106
charge,120,98.7,23.0,26.5,6150.08106,6150.08106
trip,0,56.74,26.5,19.4,6150.08106,6186.16731
charge,DC Charging,79.84,19.4,49.2,6186.16731,6186.16731
trip,0,45.43,49.2,45.5,6186.16731,6208.23917
charge,DC Charging,44.98,45.5,79.7,6208.23917,6208.23917
trip,0,59.99,79.7,67.7,6208.23917,6265.5386
trip,0,101.34,67.7,50.0,6265.5386,6347.33101
trip,0,30.27,50.0,45.3,6347.33101,6371.22331
trip,0,16.14,45.3,45.9,6371.22331,6376.57958
trip,0,41.6,45.9,39.9,6376.57958,6407.11164
charge,120,319.66,39.9,49.0,6407.11164,6407.11164
trip,0,26.76,49.0,46.8,6407.11164,6423.85584
trip,0,36.02,46.8,42.6,6423.85584,6451.75317
trip,0,25.36,42.6,40.2,6451.75317,6467.8655
charge,120,632.89,40.2,57.4,6467.8655,6467.8655
trip,0,25.1,57.4,54.4,6467.8655,6480.92476
charge,120,181.02,54.4,60.1,6480.92476,6480.92476
trip,0,58.45,60.1,50.7,6480.92476,6522.87763
trip,0,34.13,50.7,47.8,6522.87763,6540.07085
trip,0,30.36,47.8,44.1,6540.07085,6565.12962
trip,0,13.71,44.1,42.2,6565.12962,6576.79783
charge,DC Charging,37.72,42.2,77.8,6576.79783,6576.79783
trip,0,72.14,77.8,63.4,6576.79783,6643.13074
trip,0,29.72,63.4,61.6,6643.13074,6664.95147
trip,0,113.81,61.6,48.9,6664.95147,6732.95997
trip,0,20.93,48.9,46.6,6732.95997,6748.97018
trip,0,21.62,46.6,44.8,6748.97018,6766.09719
trip,0,32.07,44.8,41.9,6766.09719,6787.40753
trip,0,80.8,41.9,40.9,6787.40753,6798.05402
charge,120,44.89,40.9,47.2,6798.05402,6798.05402
trip,0,12.99,47.2,45.2,6798.05402,6808.26079
trip,0,19.69,45.2,41.7,6808.26079,6823.27388
charge,240,66.49,41.7,47.6,6823.27388,6823.27388
trip,0,87.14,47.6,31.4,6823.27388,6899.88641
trip,0,23.08,31.4,29.1,6899.88641,6915.3153
trip,0,20.01,29.1,26.4,6915.3153,6928.38205
charge,120,343.81,26.4,36.9,6928.38205,6928.38205
trip,0,112.98,36.9,24.1,6928.38205,6991.45927
charge,120,49.15,24.1,28.4,6991.45927,6991.45927
trip,0,48.46,28.4,21.3,6991.45927,7026.67621
charge,120,409.6,21.3,27.9,7026.67621,7026.67621
trip,0,57.25,27.9,20.2,7026.67621,7065.52553
charge,DC Charging,78.72,20.2,93.4,7065.52553,7065.52553
trip,0,141.5,93.4,70.4,7065.52553,7179.06418
trip,0,54.37,70.4,62.2,7179.06418,7218.47206
trip,0,75.57,62.2,60.7,7218.47206,7232.73453
trip,0,29.03,60.7,58.1,7232.73453,7254.61865
trip,0,21.62,58.1,54.7,7254.61865,7273.56605
charge,DC Charging,37.77,54.7,75.6,7273.56605,7273.56605
trip,0,12.91,75.6,74.2,7273.56605,7281.25371
trip,0,27.97,74.2,70.8,7281.25371,7304.07629
trip,0,23.58,70.8,68.2,7304.07629,7321.72566
trip,0,11.24,68.2,66.0,7321.72566,7331.09567
trip,0,12.83,66.0,64.2,7331.09567,7339.58663
trip,0,41.69,64.2,58.1,7339.58663,7369.56966
charge,120,64.99,58.1,64.6,7369.56966,7369.56966
trip,0,162.57,64.6,43.3,7369.56966,7482.92391
charge,DC Charging,80.3,43.3,62.4,7482.92391,7482.92391
trip,0,29.6,62.4,58.7,7482.92391,7502.35908
trip,0,20.29,58.7,56.9,7502.35908,7518.22649
trip,0,44.58,56.9,51.3,7518.22649,7547.33724
charge,120,318.8,51.3,59.6,7547.33724,7547.33724
trip,0,59.44,59.6,50.1,7547.33724,7592.7397
trip,0,244.95,50.1,28.1,7592.7397,7705.64589
trip,0,119.55,28.1,10.3,7705.64589,7791.95184
trip,0,375.72,10.3,8.0,7791.95184,7824.32549
charge,DC Charging,144.35,8.0,62.6,7824.32549,7824.32549
trip,0,17.09,62.6,59.8,7824.32549,7835.61878
charge,120,81.76,59.8,65.1,7835.61878,7835.61878
trip,0,16.55,65.1,63.4,7835.61878,7843.46882
trip,0,137.17,63.4,39.7,7843.46882,7958.65224
trip,0,36.78,39.7,33.0,7958.65224,7985.91587
trip,0,103.56,33.0,21.0,7985.91587,8047.85181
charge,120,342.99,21.0,28.2,8047.85181,8047.85181
trip,0,54.4,28.2,19.3,8047.85181,8090.85452
charge,DC Charging,36.42,19.3,52.2,8090.85452,8090.85452
trip,0,20.04,52.2,48.8,8090.85452,8106.51696
trip,0,31.59,48.8,45.3,8106.51696,8128.19315
charge,120,1737.42,45.3,68.8,8128.19315,8128.19315
trip,0,29.56,68.8,66.3,8128.19315,8137.59854
trip,0,57.88,66.3,55.3,8137.59854,8190.38237
charge,240,62.75,55.3,70.1,8190.38237,8190.38237
trip,0,175.11,70.1,52.4,8190.38237,8282.07448
trip,0,47.33,52.4,47.1,8282.07448,8312.24276
trip,0,30.41,47.1,46.1,8312.24276,8320.32481
trip,0,77.42,46.1,32.4,8320.32481,8384.57171
trip,0,13.19,32.4,30.1,8384.57171,8394.6224
trip,0,39.47,30.1,22.9,8394.6224,8424.00999
charge,DC Charging,31.74,22.9,44.1,8424.00999,8424.00999
trip,0,76.11,44.1,32.3,8424.00999,8488.36612
charge,DC Charging,62.0,32.3,63.5,8488.36612,8488.36612
trip,0,112.83,63.5,60.9,8488.36612,8507.14284
charge,120,139.09,60.9,70.6,8507.14284,8507.14284
trip,0,24.09,70.6,67.8,8507.14284,8525.85973
trip,0,9.93,67.8,67.0,8525.85973,8532.28929
trip,0,37.57,67.0,62.5,8532.28929,8555.9998
charge,120,251.12,62.5,69.8,8555.9998,8555.9998
trip,0,52.45,69.8,62.8,8555.9998,8589.4865
trip,0,191.64,62.8,35.0,8589.4865,8736.31647
trip,0,33.81,35.0,30.4,8736.31647,8762.91319
trip,0,13.3,30.4,28.1,8762.91319,8772.23018
charge,120,120.62,28.1,32.7,8772.23018,8772.23018
trip,0,37.21,32.7,33.5,8772.23018,8776.24771
trip,0,29.94,33.5,30.5,8776.24771,8795.73409
charge,240,54.73,30.5,48.7,8795.73409,8795.73409
trip,0,18.06,48.7,49.3,8795.73409,8801.05899
trip,0,9.78,49.3,47.3,8801.05899,8808.57752
trip,0,9.6,47.3,45.3,8808.57752,8816.85523
trip,0,83.37,45.3,32.1,8816.85523,8886.22178
charge,240,61.08,32.1,53.7,8886.22178,8886.22178
trip,0,34.85,53.7,49.4,8886.22178,8904.87865
charge,240,133.27,49.4,64.7,8904.87865,8904.87865
trip,0,9.4,64.7,62.9,8904.87865,8912.71649
trip,0,8.16,62.9,61.7,8912.71649,8919.61379
trip,0,35.75,61.7,58.4,8919.61379,8935.10573
trip,0,129.69,58.4,48.3,8935.10573,8982.12642
charge,120,205.16,48.3,52.2,8982.12642,8982.12642
trip,0,60.52,52.2,42.3,8982.12642,9026.46497
charge,120,27.14,42.3,47.6,9026.46497,9026.46497
trip,0,21.83,47.6,45.0,9026.46497,9044.21003
trip,0,12.65,45.0,43.3,9044.21003,9054.52452
trip,0,129.97,43.3,33.7,9054.52452,9097.02881
charge,DC Charging,39.5,33.7,62.7,9097.02881,9097.02881
trip,0,17.94,62.7,59.6,9097.02881,9108.46121
trip,0,20.04,59.6,56.3,9108.46121,9121.67135
charge,120,76.95,56.3,64.2,9121.67135,9121.67135
trip,0,43.19,64.2,58.2,9121.67135,9156.03874
trip,0,55.33,58.2,52.6,9156.03874,9194.80626
trip,0,118.55,52.6,38.2,9194.80626,9276.06824
charge,240,51.28,38.2,56.7,9276.06824,9276.06824
trip,0,160.67,56.7,34.9,9276.06824,9382.75335
trip,0,24.76,34.9,29.8,9382.75335,9402.75086
charge,DC Charging,28.54,29.8,57.3,9402.75086,9402.75086
trip,0,40.85,57.3,50.1,9402.75086,9434.45392
trip,0,18.02,50.1,47.4,9434.45392,9444.13542
charge,120,42.8,47.4,49.9,9444.13542,9444.13542
trip,0,267.71,49.9,38.5,9444.13542,9502.10795
charge,240,30.98,38.5,60.3,9502.10795,9502.10795
trip,0,84.41,60.3,43.7,9502.10795,9578.41175
trip,0,23.3,43.7,40.7,9578.41175,9594.40145
trip,0,104.45,40.7,25.8,9594.40145,9661.02376
charge,120,425.27,25.8,38.4,9661.02376,9661.02376
trip,0,64.42,38.4,33.9,9661.02376,9687.43332
charge,120,291.27,33.9,41.3,9687.43332,9687.43332
trip,0,108.66,41.3,37.1,9687.43332,9712.01584
trip,0,31.63,37.1,36.4,9712.01584,9717.86675
trip,0,66.45,36.4,32.5,9717.86675,9737.47023
trip,0,104.33,32.5,19.4,9737.47023,9808.49683
trip,0,28.68,19.4,16.3,9808.49683,9823.44153
charge,120,89.92,16.3,21.7,9823.44153,9823.44153
trip,0,16.97,21.7,19.4,9823.44153,9835.17775
trip,0,48.23,19.4,12.4,9835.17775,9872.06916
trip,0,13.37,12.4,10.8,9872.06916,9882.53794
charge,120,342.87,10.8,18.0,9882.53794,9882.53794
trip,0,38.36,18.0,12.5,9882.53794,9913.21555
trip,0,32.83,12.5,7.5,9913.21555,9940.44534
charge,DC Charging,119.64,7.5,69.4,9940.44534,9940.44534
trip,0,71.92,69.4,59.9,9940.44534,9993.66684
charge,DC Charging,43.19,59.9,90.8,9993.66684,9993.66684
trip,0,32.37,90.8,85.6,9993.66684,10017.64193
trip,0,158.85,85.6,74.5,10017.64193,10073.83347
trip,0,18.82,74.5,73.0,10073.83347,10080.02686
trip,0,15.58,73.0,71.2,10080.02686,10089.66217
charge,120,1245.98,71.2,89.6,10089.66217,10089.66217
trip,0,68.76,89.6,84.5,10089.66217,10125.10919
charge,120,164.51,84.5,87.5,10125.10919,10125.10919
trip,0,166.37,87.5,64.0,10125.10919,10239.09431
charge,120,77.48,64.0,64.1,10239.09431,10239.09431
trip,0,163.44,64.1,53.1,10239.09431,10290.72866
trip,0,32.86,53.1,52.0,10290.72866,10296.19303
trip,0,69.89,52.0,40.7,10296.19303,10349.0497
trip,0,37.97,40.7,36.1,10349.0497,10368.24917
trip,0,173.76,36.1,12.7,10368.24917,10493.68419
charge,DC Charging,89.47,12.7,43.5,10493.68419,10493.68419
trip,0,75.63,43.5,30.5,10493.68419,10552.17299
charge,120,173.39,30.5,39.4,10552.17299,10552.17299
trip,0,24.93,39.4,36.1,10552.17299,10568.07371
charge,120,241.81,36.1,45.3,10568.07371,10568.07371
trip,0,36.24,45.3,44.1,10568.07371,10574.33123
charge,120,181.59,44.1,53.9,10574.33123,10574.33123
trip,0,73.7,53.9,44.6,10574.33123,10614.38503
charge,120,164.98,44.6,48.9,10614.38503,10614.38503
trip,0,36.4,48.9,47.2,10614.38503,10621.37571
charge,120,20.31,47.2,56.8,10621.37571,10621.37571
trip,0,11.77,56.8,54.9,10621.37571,10632.22806
charge,DC Charging,115.34,54.9,75.0,10632.22806,10632.22806
trip,0,154.4,75.0,52.2,10632.22806,10741.37893
charge,120,686.21,52.2,72.6,10741.37893,10741.37893
trip,0,10.38,72.6,70.2,10741.37893,10751.12822
trip,0,32.48,70.2,64.6,10751.12822,10778.34295
trip,0,34.27,64.6,59.9,10778.34295,10802.68499
charge,240,90.86,59.9,72.4,10802.68499,10802.68499
trip,0,40.36,72.4,68.6,10802.68499,10828.3074
trip,0,163.12,68.6,45.1,10828.3074,10950.1561
trip,0,18.09,45.1,42.2,10950.1561,10959.99985
charge,120,197.23,42.2,50.7,10959.99985,10959.99985
trip,0,19.77,50.7,48.4,10959.99985,10971.09432
charge,120,235.08,48.4,54.3,10971.09432,10971.09432
trip,0,19.61,54.3,52.3,10971.09432,10984.17351
trip,0,13.53,52.3,50.9,10984.17351,10991.14295
charge,240,78.7,50.9,57.5,10991.14295,10991.14295
trip,0,113.0,57.5,36.8,10991.14295,11088.7841
trip,0,123.16,36.8,21.9,11088.7841,11157.24944
charge,DC Charging,49.05,21.9,41.9,11157.24944,11157.24944
trip,0,183.4,41.9,12.7,11157.24944,11306.81765
trip,0,29.86,12.7,8.6,11306.81765,11332.18149
trip,0,12.25,8.6,7.6,11332.18149,11342.71761
charge,DC Charging,158.83,7.6,69.5,11342.71761,11342.71761
trip,0,158.13,69.5,42.9,11342.71761,11473.52303
trip,0,127.35,42.9,20.7,11473.52303,11586.88866
charge,DC Charging,69.31,20.7,90.4,11586.88866,11586.88866
trip,0,37.77,90.4,85.4,11586.88866,11610.22411
trip,0,166.68,85.4,61.0,11610.22411,11730.26566
charge,120,407.36,61.0,71.8,11730.26566,11730.26566
trip,0,66.92,71.8,60.5,11730.26566,11786.48799
charge,DC Charging,47.3,60.5,95.2,11786.48799,11786.48799
trip,0,192.55,95.2,74.9,11786.48799,11884.84252
charge,120,275.99,74.9,79.3,11884.84252,11884.84252
trip,0,170.45,79.3,58.9,11884.84252,11992.10254
charge,240,93.77,58.9,70.1,11992.10254,11992.10254
trip,0,56.04,70.1,61.8,11992.10254,12033.8754
trip,0,13.08,61.8,60.3,12033.8754,12044.23591
trip,0,47.09,60.3,54.2,12044.23591,12076.62101
charge,120,1427.35,54.2,77.3,12076.62101,12076.62101
trip,0,586.95,77.3,68.5,12076.62101,12135.50836
charge,120,286.13,68.5,69.3,12135.50836,12135.50836
trip,0,102.26,69.3,50.6,12135.50836,12224.24753
trip,0,12.61,50.6,48.4,12224.24753,12232.08848
trip,0,11.81,48.4,46.4,12232.08848,12239.2362
charge,120,158.76,46.4,51.8,12239.2362,12239.2362
trip,0,86.89,51.8,38.9,12239.2362,12297.75376
charge,120,488.88,38.9,52.7,12297.75376,12297.75376
trip,0,70.77,52.7,43.7,12297.75376,12343.26647
trip,0,94.73,43.7,28.3,12343.26647,12427.7211
charge,DC Charging,40.74,28.3,63.8,12427.7211,12427.7211
trip,0,25.57,63.8,58.4,12427.7211,12449.59274
trip,0,17.67,58.4,56.8,12449.59274,12463.17671
trip,0,114.38,56.8,36.4,12463.17671,12562.64966
trip,0,10.99,36.4,34.5,12562.64966,12572.24406
trip,0,8.3,34.5,33.0,12572.24406,12578.76608
trip,0,24.21,33.0,30.2,12578.76608,12594.85329
trip,0,181.19,30.2,25.9,12594.85329,12626.08083
charge,120,740.82,25.9,45.7,12626.08083,12626.08083
trip,0,12.01,45.7,44.0,12626.08083,12635.94922
charge,240,58.63,44.0,59.6,12635.94922,12635.94922
trip,0,26.59,59.6,55.9,12635.94922,12658.21161
trip,0,31.81,55.9,50.6,12658.21161,12682.36717
trip,0,98.78,50.6,36.7,12682.36717,12745.21964
charge,120,205.06,36.7,40.9,12745.21964,12745.21964
trip,0,149.81,40.9,22.8,12745.21964,12835.19966
charge,DC Charging,55.21,22.8,46.7,12835.19966,12835.19966
trip,0,12.05,46.7,45.9,12835.19966,12843.92185
charge,240,48.33,45.9,59.4,12843.92185,12843.92185
trip,0,63.89,59.4,51.0,12843.92185,12879.94412
charge,240,78.03,51.0,59.2,12879.94412,12879.94412
trip,0,82.48,59.2,49.1,12879.94412,12923.4957
charge,120,792.39,49.1,67.2,12923.4957,12923.4957
trip,0,411.57,67.2,53.1,12923.4957,13000.99752
trip,0,47.45,53.1,49.2,13000.99752,13019.33205
trip,0,24.78,49.2,47.2,13019.33205,13035.99732
charge,120,66.73,47.2,52.6,13035.99732,13035.99732
trip,0,29.94,52.6,48.9,13035.99732,13058.25289
trip,0,20.47,48.9,46.9,13058.25289,13071.9036
trip,0,76.94,46.9,33.9,13071.9036,13136.41923
charge,DC Charging,34.04,33.9,67.5,13136.41923,13136.41923
trip,0,21.83,67.5,62.4,13136.41923,13155.17966
charge,240,50.6,62.4,69.1,13155.17966,13155.17966
trip,0,11.65,69.1,67.1,13155.17966,13163.66245
trip,0,18.93,67.1,65.2,13163.66245,13178.08674
trip,0,20.49,65.2,63.0,13178.08674,13191.30446
trip,0,26.0,63.0,60.6,13191.30446,13209.15465
trip,0,59.2,60.6,54.8,13209.15465,13239.36767
charge,120,155.54,54.8,61.5,13239.36767,13239.36767
trip,0,82.01,61.5,48.0,13239.36767,13310.97627
charge,240,40.74,48.0,69.5,13310.97627,13310.97627
trip,0,389.09,69.5,63.1,13310.97627,13365.10678
trip,0,33.15,63.1,58.3,13365.10678,13387.59695
charge,DC Charging,36.96,58.3,89.8,13387.59695,13387.59695
trip,0,198.14,89.8,69.5,13387.59695,13488.18622
trip,0,37.97,69.5,67.2,13488.18622,13499.88066
charge,120,742.96,67.2,80.2,13499.88066,13499.88066
trip,0,112.73,80.2,64.1,13499.88066,13577.75728
trip,0,147.46,64.1,47.3,13577.75728,13672.33598
trip,0,13.24,47.3,43.8,13672.33598,13683.25226
charge,DC Charging,32.94,43.8,66.1,13683.25226,13683.25226
trip,0,17.36,66.1,63.6,13683.25226,13697.44779
trip,0,19.68,63.6,61.8,13697.44779,13713.18117
trip,0,68.54,61.8,52.3,13713.18117,13760.28833
charge,120,531.25,52.3,64.5,13760.28833,13760.28833
trip,0,15.92,64.5,63.3,13760.28833,13767.51037
trip,0,18.26,63.3,60.9,13767.51037,13779.17136
trip,0,63.37,60.9,49.4,13779.17136,13835.12762
charge,120,115.87,49.4,51.2,13835.12762,13835.12762
trip,0,167.23,51.2,23.2,13835.12762,13978.01051
charge,120,20.4,23.2,33.3,13978.01051,13978.01051
trip,0,8.52,33.3,32.3,13978.01051,13986.29026
trip,0,20.48,32.3,31.2,13986.29026,14003.13508
trip,0,27.51,31.2,29.1,14003.13508,14016.4703
charge,120,87.2,29.1,36.0,14016.4703,14016.4703
trip,0,101.55,36.0,25.6,14016.4703,14060.82766
trip,0,58.87,25.6,15.0,14060.82766,14114.0706
charge,DC Charging,35.53,15.0,49.8,14114.0706,14114.0706
trip,0,18.03,49.8,47.9,14114.0706,14120.38547
charge,DC Charging,37.79,47.9,71.4,14120.38547,14120.38547
trip,0,23.43,71.4,67.7,14120.38547,14137.46737
trip,0,41.12,67.7,62.9,14137.46737,14159.50984
charge,240,70.2,62.9,71.7,14159.50984,14159.50984
trip,0,51.87,71.7,61.9,14159.50984,14200.24639
trip,0,134.42,61.9,41.7,14200.24639,14301.92788
trip,0,11.62,41.7,39.8,14301.92788,14311.24541
trip,0,37.92,39.8,34.4,14311.24541,14339.37957
charge,120,366.63,34.4,49.3,14339.37957,14339.37957
trip,0,56.43,49.3,47.9,14339.37957,14351.80812
trip,0,180.58,47.9,33.4,14351.80812,14424.93482
trip,0,110.97,33.4,16.1,14424.93482,14510.03692
trip,0,13.84,16.1,12.8,14510.03692,14520.21295
charge,240,69.1,12.8,19.0,14520.21295,14520.21295
trip,0,33.07,19.0,18.6,14520.21295,14525.98748
charge,DC Charging,33.72,18.6,51.0,14525.98748,14525.98748
trip,0,11.86,51.0,48.2,14525.98748,14535.65348
charge,120,26.4,48.2,56.4,14535.65348,14535.65348
trip,0,37.68,56.4,48.9,14535.65348,14565.7776
trip,0,101.04,48.9,37.8,14565.7776,14620.05826
charge,DC Charging,88.91,37.8,60.5,14620.05826,14620.05826
trip,0,44.78,60.5,55.4,14620.05826,14649.30588
trip,0,180.03,55.4,29.4,14649.30588,14788.18778
trip,0,124.18,29.4,8.7,14788.18778,14891.8175
trip,0,29.08,8.7,8.1,14891.8175,14899.32279
charge,DC Charging,77.27,8.1,62.0,14899.32279,14899.32279
